search_root	path	bytes	matched_anchors	event_payload	content_opened	sha256	status
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard002_generate_events.log	4504	ttbar_100k	False	False	e80818be47b71af9393c4285a0897852020c55e2b200c607a8d0b1fa0bee3009	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard002_pipeline.log	80955	ttbar_100k	False	False	544c6aa0438289bb43e41dbf581ff9184dbda602ac75df6578fb64add8615fb0	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard002_lhe_to_hepmc3.log	68747	ttbar_100k	False	False	cfad61f8bce0d684257b98cc1538e78939caff9d0a664e264847e0c070106a39	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard002_pythia8_delphes.log	8128	ttbar_100k	False	False	48075c39c3af82bcad1de7e4989d4f402b6b924023c5c88c2f7511559298d6f5	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard002_diagnostic.log	1608	ttbar_100k	False	False	534c63afff6e98c853b2b09f30de40a137ac598f4d804b8d05ef888fd5735cca	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard002_hh4b_candidates.log	776	ttbar_100k	False	False	9b79a8a22b21f2e8c6178596ab5377d7e4fde3b0b101b9d8fd513cca2d1dbef3	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard003_generate_events.log	4505	ttbar_100k	False	False	c6e2b915c0a673640881c37d9d47771768d368925630527f568e1207c86a4d2a	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard003_pipeline.log	81154	ttbar_100k	False	False	8ccdc7ff2a4a98fc94391267b708b1fbd9da159ded069876056b258a925361d9	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard003_lhe_to_hepmc3.log	68946	ttbar_100k	False	False	002693bbdf7d4e0b11f8921e9ca2e0e66d0373164ab9890bb8891cb0d4ef24ab	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard003_pythia8_delphes.log	8128	ttbar_100k	False	False	b3e50ec4625ebe0529549f7688f16066549a0f94616d203bf6c1b2a5eabfe06f	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard003_diagnostic.log	1608	ttbar_100k	False	False	106df01b0ab5aa1a459e5a78a5057b232b914ec881497bbc10af6559199d6d38	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard003_hh4b_candidates.log	776	ttbar_100k	False	False	9ea9380c6ba85e09000f4652d6ecf2163c7b119f896d189e3e344b6e949233e8	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard004_generate_events.log	4507	ttbar_100k	False	False	4b24cd0e319994300f7c5f94c89ea62ec4fd3865fd0a71d19398fe49a9dd51d2	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard004_pipeline.log	81353	ttbar_100k	False	False	9ef7d7f8887001ff5ca4a865969e4b21caa2e08758b6bc292f79f0e3d4f54d87	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard004_lhe_to_hepmc3.log	69145	ttbar_100k	False	False	def5e3f563920d1dd1b42b7abb897c4e24a2274c5f49dd71a4fa9a4b4a497c64	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard004_pythia8_delphes.log	8128	ttbar_100k	False	False	6c7fdfd4db4a4fac913551f93ccce8ff118d4fdb9f64801b5c72e25079b61809	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard004_diagnostic.log	1608	ttbar_100k	False	False	360ad7d1b6f5d907f9a32391469f05f8bcc4c80535e6c640e588fd48e0db8f53	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard004_hh4b_candidates.log	776	ttbar_100k	False	False	7077e9421529da7fc3720670bfa871d40d16ed541cb3629d7cde0e5eb110d4ad	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard005_generate_events.log	4501	ttbar_100k	False	False	23e8fd4d51059ea962eacbcd4fa3c0537fecc3b6ccd7b72f3f863c69eec7ba5a	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard005_pipeline.log	80944	ttbar_100k	False	False	9c5ac233a89d57c6600e97aeb5da9b27e4d7c8b140aec583bd7cebf3b5acd227	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard005_lhe_to_hepmc3.log	68736	ttbar_100k	False	False	17b059e68d40442c5aea8a9f7b974871449388072d2eae8f61b3dfe53f4dc272	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard005_pythia8_delphes.log	8128	ttbar_100k	False	False	575ff76cf69a9e061e912c004928ee4bcf4f64cb6fd7af2bff471135cba6f1dc	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard005_diagnostic.log	1608	ttbar_100k	False	False	a955a68190e3711efb0482c0eb71fea0c51cd97f44d10173c98553aeb8d3650c	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard005_hh4b_candidates.log	776	ttbar_100k	False	False	32e3f56b4ef0ecb4d8d3102c59b70a4f1b1b7c929ca05dec45b174936a3d94bd	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard006_generate_events.log	4504	ttbar_100k	False	False	7d0f299e623a387e0dd1f350cf9dab974a17ff7654efb093b38a97ec32e67c36	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard006_pipeline.log	80934	ttbar_100k	False	False	e72f9b38b6e3d30288daaca230c29e1a8d71112c983c004e8b0d491ab9d240b6	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard006_lhe_to_hepmc3.log	68738	ttbar_100k	False	False	43986ae1eca87fea8f01ec824d9087d10b92632f1ae9bb8a19ae7a659d11f072	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard006_pythia8_delphes.log	8128	ttbar_100k	False	False	2d5a00e941fe0f73c766fb088b73ec73094683163120dda058155dd195f59e3f	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard006_diagnostic.log	1608	ttbar_100k	False	False	ba6deaea0f8dad5b1b4a571fd1862db8a2bc6b6db139e64f3af9718393d08051	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard006_hh4b_candidates.log	776	ttbar_100k	False	False	b1d15f883411fd7adae8994bd8f5c86bb10f61018bb391eacc76c75f27d2a30b	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard007_generate_events.log	4498	ttbar_100k	False	False	a52d6adcb3ec268f1f644f804c128100a149af92e6c05fa70b7a666c9fe09006	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard007_pipeline.log	82088	ttbar_100k	False	False	f30c1598dc9a4c570ed101aae9775b8d857e33b25683820d16937858d6e68f6b	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard007_lhe_to_hepmc3.log	69880	ttbar_100k	False	False	f1a7865d2c235d4e996d900be6909c3d4b81bff863b11bae41480dc5d2a4bce9	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard007_pythia8_delphes.log	8128	ttbar_100k	False	False	85733bd492f6157fcf54bbc9f743561ae4192022c4f30174b4823157cd610617	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard007_diagnostic.log	1608	ttbar_100k	False	False	27e74fb22e3bd9e90dfb0604e15e41ffd2f0e891e2e2dc0eaf32f3a390fcaf58	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard007_hh4b_candidates.log	776	ttbar_100k	False	False	895c6bcece111321897046845d2ce51677e98adc6dbda08418bbf7c09bf7e033	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard008_generate_events.log	4502	ttbar_100k	False	False	3ddba60a21d77ca4788a116ef1bd9620592dd050c8eaf4c8833aae9f0002157b	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard008_pipeline.log	81152	ttbar_100k	False	False	be664ae95c2159029bc35c10e89c7a2193cfedd65aa9a37d06cf6923d7b224aa	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard008_lhe_to_hepmc3.log	68944	ttbar_100k	False	False	831cfb8eb6930a6e5e09fe87b40321f46a22175296071f05d13e610550503179	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard008_pythia8_delphes.log	8128	ttbar_100k	False	False	8b172b21eb1a462803706fc0871965708ff49e3fbef256305d277658017d9c5e	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard008_diagnostic.log	1608	ttbar_100k	False	False	f09be715d581308538accecccc52fcaf85c4afa3cc458d91dc84f9c9381b5d3c	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard008_hh4b_candidates.log	776	ttbar_100k	False	False	45f9dff98b4e89637048d1d691f7f6ee0cc497bdc298a9701fc4e5df60643171	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard009_generate_events.log	4500	ttbar_100k	False	False	beef1225697ff554c932d2fbbcee13b4fa8d470c64525d4de22972c7b15fd7d5	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard009_pipeline.log	81305	ttbar_100k	False	False	0b5a3d5f36fe009cf80a21ec4ac973245c8aafd7294274e82e527bd50fc6faed	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard009_lhe_to_hepmc3.log	69098	ttbar_100k	False	False	d95fb696e83179fc3f139331df64240cd91e080ac76a6ed149212f716f3e057d	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard009_pythia8_delphes.log	8127	ttbar_100k	False	False	2cafea97d547407152fc65aaca46ee42b8577028905c18e157a990cdc0e9451e	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard009_diagnostic.log	1608	ttbar_100k	False	False	1cc5eee5244b231deffe96260c7d6cc61ab689ef0d546d819268f3c8bc8f2a32	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard009_hh4b_candidates.log	776	ttbar_100k	False	False	8a1e2133e2bfaf7db69f38f78a8ccbf674469e9375fb07a5661b737f05c0bd9d	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/root/ttbar_100k_shard000_pythia8_delphes.root	915954310	ttbar_100k_shard000,ttbar_100k	True	False	not_computed_event_payload	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard000_event_summary.parquet	249637	ttbar_100k_shard000,ttbar_100k	True	False	not_computed_event_payload	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard000_hh4b_candidates.parquet	12970	ttbar_100k_shard000,ttbar_100k,ttbar_100k_shard000_hh4b_candidates.parquet	True	False	not_computed_event_payload	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard001_event_summary.parquet	249653	ttbar_100k	True	False	not_computed_event_payload	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard001_hh4b_candidates.parquet	14616	ttbar_100k	True	False	not_computed_event_payload	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard002_event_summary.parquet	249879	ttbar_100k	True	False	not_computed_event_payload	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard002_hh4b_candidates.parquet	13698	ttbar_100k	True	False	not_computed_event_payload	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard003_event_summary.parquet	249791	ttbar_100k	True	False	not_computed_event_payload	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard003_hh4b_candidates.parquet	13965	ttbar_100k	True	False	not_computed_event_payload	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard004_event_summary.parquet	249545	ttbar_100k	True	False	not_computed_event_payload	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard004_hh4b_candidates.parquet	12698	ttbar_100k	True	False	not_computed_event_payload	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard005_event_summary.parquet	249711	ttbar_100k	True	False	not_computed_event_payload	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard005_hh4b_candidates.parquet	14455	ttbar_100k	True	False	not_computed_event_payload	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard006_event_summary.parquet	249719	ttbar_100k	True	False	not_computed_event_payload	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard006_hh4b_candidates.parquet	13964	ttbar_100k	True	False	not_computed_event_payload	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard007_event_summary.parquet	249716	ttbar_100k	True	False	not_computed_event_payload	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard007_hh4b_candidates.parquet	13945	ttbar_100k	True	False	not_computed_event_payload	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard008_event_summary.parquet	249505	ttbar_100k	True	False	not_computed_event_payload	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard008_hh4b_candidates.parquet	13433	ttbar_100k	True	False	not_computed_event_payload	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard009_event_summary.parquet	249634	ttbar_100k	True	False	not_computed_event_payload	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard009_hh4b_candidates.parquet	14455	ttbar_100k	True	False	not_computed_event_payload	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_merged_event_summary.parquet	2012034	ttbar_100k	True	False	not_computed_event_payload	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_merged_hh4b_candidates.parquet	47243	ttbar_100k	True	False	not_computed_event_payload	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_manifest.csv	2659	ttbar_100k	False	False	f2fccae88b69ac1e504503c887aca6cf14cdbac2ce24b6753b59ca8651067bfc	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard000_diagnostic.csv	334063	ttbar_100k_shard000,ttbar_100k	False	False	adc33213daeae43d680f120bf7306d001a2a6428f92d581b03cc2f5f936b6ea6	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard000_summary.txt	376	ttbar_100k_shard000,ttbar_100k	False	False	9ba56adade707ff4ccf38c421c5ccb3c11a8402c395faa83d738c2baa4002f29	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard001_diagnostic.csv	334045	ttbar_100k	False	False	52c23edf0d4a37ef6d2bdfcb5766930799990d2b9ba1c937505f6ecdc517230a	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard001_summary.txt	379	ttbar_100k	False	False	d485d99ca51b53c7f076ce3c2004fecb6ef755537d3d05f17c6d39c75ea5231e	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard002_diagnostic.csv	333929	ttbar_100k	False	False	74b5881c1a5fb0180d7ecfe2a8b4c8f5d2226cf53e3779d66ea92f5e0cee0cac	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard002_summary.txt	377	ttbar_100k	False	False	44eabe6561265014634a51ff4d505b8da2fa5fd114a507d7d956275f61728442	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard003_diagnostic.csv	333994	ttbar_100k	False	False	cfc01842d2937603e608341e7eb13e6fa1ed1c13cc2427b3a8553cc5ace4f71f	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard003_summary.txt	377	ttbar_100k	False	False	b6ff322ba2c14ea478f4b5d838ee22469a1c724540c2fdfe88a4cc4f21f1fd6f	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard004_diagnostic.csv	333987	ttbar_100k	False	False	37546d67ac5411dae3d07d1b29f6468ec7d96d1bf9e2325399d1e5b77ae83fd1	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard004_summary.txt	378	ttbar_100k	False	False	81be5f352570a9b6e9a982dc3373c00437724cffe9181c082d3a2e004e181d47	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard005_diagnostic.csv	334012	ttbar_100k	False	False	c109052a614576cf9d2bb41902190644883c80ddff47a7dce0f8a8ca9111b4de	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard005_summary.txt	376	ttbar_100k	False	False	5fcc60595aa700470151728b6d8137bb26045ed866ff19555a6e925cf8bcaa03	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard006_diagnostic.csv	334094	ttbar_100k	False	False	4280d1d28632c252b959bf7ad687eddc45be7567c5b23414d81477ed951690f2	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard006_summary.txt	379	ttbar_100k	False	False	0afb13ce737f0718990286212940f5f8172a24ff5326dfcd7d24be71e383979a	exact_legacy_filename_match
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ttbar_100k_shard007_diagnostic.csv	333986	ttbar_100k	False	False	c2cda9034033bbba5c9167bd7fdd5e43938ee7a25a559f90719f8d3402696924	exact_legacy_filename_match
