feature,importance
r_hh,0.3926984182648172
drbb1,0.08959278924060252
mbb2,0.07378384341577529
mhh,0.058329343221569414
j2_pt,0.055797177638684074
mbb1,0.0537304216645882
pt_sum4,0.04583853026428411
pt_asym_12,0.0363872589797784
j1_pt,0.03573575210051315
drbb2,0.03150071522751074
delta_mbb,0.0294965988716603
j3_pt,0.026645150655628266
avg_mbb,0.02596926338915696
pt_asym_34,0.023423400612455174
j4_pt,0.021071336452976215
