threshold,signal_xsec_pb,background_xsec_pb,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB,n_signal_test_rows,n_background_test_rows
0.28,0.0006330579599133819,9.733499566159043,284.87608196102184,4380074.80477157,6.5039090576874e-05,0.13611789484798786,0.00065039090576874,401,1940
0.28500000000000003,0.0006325466067753065,9.561751919644141,284.6459730488879,4302788.363839864,6.615384001709678e-05,0.13722399266377208,0.0006615384001709677,398,1900
0.29,0.0006325466067753065,9.345282798015543,284.6459730488879,4205377.259106995,6.768619210856056e-05,0.13880418586885335,0.0006768619210856056,398,1865
0.295,0.0006323761557292814,9.253712671570922,284.5692700781766,4164170.702206915,6.833756116850864e-05,0.13945167586173085,0.0006833756116850863,397,1842
0.3,0.0006262736432797476,9.0387791458342,281.8231394758864,4067450.61562539,6.928741516694599e-05,0.1397383156779767,0.0006928741516694598,394,1817
0.305,0.0006233076125779931,8.899408738264725,280.48842566009694,4004733.9322191263,7.003921618949378e-05,0.1401612980942253,0.0007003921618949378,393,1787
0.31,0.0006201711308302136,8.82314380369624,279.0770088735961,3970414.711663308,7.028913328720859e-05,0.14005742063208107,0.0007028913328720858,391,1767
0.315,0.0006201711308302136,8.67715880069074,279.0770088735961,3904721.4603108335,7.147168158093928e-05,0.14123067342038212,0.0007147168158093928,391,1734
0.32,0.0006168641980364091,8.541034157639718,277.58888911638405,3843465.370937873,7.222359572050665e-05,0.14159261175656826,0.0007222359572050664,388,1703
0.325,0.0006165232959443589,8.395439866506551,277.4354831749615,3777947.939927948,7.343549662048881e-05,0.14273616390774474,0.0007343549662048881,386,1677
0.33,0.0006130459121045292,8.319962813751008,275.8706604470381,3743983.2661879538,7.36837322266998e-05,0.14257341923929012,0.000736837322266998,382,1654
0.335,0.0006100798814027748,8.180532462237089,274.53594663124863,3681239.60800669,7.457703813523396e-05,0.14308765761382491,0.0007457703813523396,381,1623
0.34,0.0006069433996549953,8.059377444086323,273.1245298447479,3626719.8498388454,7.530896820080666e-05,0.1434180132791498,0.0007530896820080665,379,1597
0.34500000000000003,0.0006036364668611906,7.947191686122445,271.63641008753575,3576236.2587551004,7.595594654087347e-05,0.14363982958484617,0.0007595594654087347,376,1573
0.35000000000000003,0.0005975339544116568,7.825878133574172,268.89027948524557,3521645.160108377,7.63535981793721e-05,0.14328552039252085,0.000763535981793721,373,1554
0.355,0.0005971930523196066,7.733440921521942,268.736873543823,3480048.414684874,7.722216518880175e-05,0.1440570832729971,0.0007722216518880174,371,1531
0.36,0.0005971930523196066,7.597626751402773,268.736873543823,3418932.0381312477,7.860257839190969e-05,0.1453389526917167,0.0007860257839190968,371,1505
0.365,0.0005971930523196066,7.503954962345148,268.736873543823,3376779.7330553164,7.95837735322669e-05,0.1462432715849897,0.0007958377353226689,371,1483
0.37,0.0005937156684797768,7.310463192900472,267.1720508158996,3289708.4368052124,8.121450759185293e-05,0.1473032469069124,0.0008121450759185294,367,1461
0.375,0.0005905791867319974,7.218873806605627,265.76063402939883,3248493.212972532,8.181043228537784e-05,0.14745166107705,0.0008181043228537783,365,1436
0.38,0.0005905791867319974,7.108618997214326,265.76063402939883,3198878.5487464466,8.307931357179633e-05,0.14859075021537455,0.0008307931357179634,365,1410
0.385,0.000587613156030243,6.9785891866170235,264.42592021360934,3140365.1339776604,8.420228506316438e-05,0.1492155042611722,0.0008420228506316438,364,1389
0.39,0.0005844766742824635,6.828537048630041,263.0145034271086,3072841.6718835183,8.559324934756308e-05,0.15004088100868374,0.0008559324934756307,362,1353
0.395,0.000581169741488659,6.757700253490913,261.5263836698965,3040965.114070911,8.600111275850634e-05,0.14997186406562787,0.0008600111275850634,359,1335
0.4,0.0005808288393966087,6.701333810521049,261.3729777284739,3015600.2147344723,8.667361689768555e-05,0.1505129274814793,0.0008667361689768554,357,1314
0.405,0.0005775219066028041,6.6569442300708515,259.88485797126185,2995624.9035318834,8.675480620582838e-05,0.15015412245132018,0.0008675480620582836,354,1299
0.41000000000000003,0.0005714193941532702,6.51566430915952,257.1387273689716,2932048.939121784,8.769932995933914e-05,0.1501695511641957,0.0008769932995933914,351,1279
0.41500000000000004,0.0005684533634515159,6.3380879696732375,255.80401355318213,2852139.586352957,8.968846222574955e-05,0.15146837493932422,0.0008968846222574956,350,1252
0.42,0.0005621803999559568,6.215984083190936,252.98117998018057,2797192.837435921,9.044109386897997e-05,0.15126101495650762,0.0009044109386897995,346,1231
0.425,0.0005620099489099318,6.109449685736783,252.9044770094693,2749252.3585815523,9.199027372661878e-05,0.15252787308157303,0.0009199027372661879,345,1212
0.43,0.0005590439182081774,6.061959277962818,251.56976319367985,2727881.675083268,9.222165517351509e-05,0.15231605284188002,0.0009222165517351507,344,1199
0.435,0.0005588734671621523,5.986777581446353,251.49306022296852,2694049.911650859,9.335129951948763e-05,0.15322272674752552,0.0009335129951948764,343,1177
0.44,0.0005587030161161271,5.9236505579778145,251.4163572522572,2665642.7510900167,9.43173488455832e-05,0.1539900135477847,0.0009431734884558319,342,1161
0.445,0.0005526005036665933,5.878014462339674,248.670226649967,2645106.5080528534,9.401142294002407e-05,0.15289814207563704,0.0009401142294002406,339,1146
0.45,0.0005526005036665933,5.7236293368643985,248.670226649967,2575633.2015889795,9.654722050350781e-05,0.15494650433304918,0.0009654722050350781,339,1126
0.455,0.000549634472964839,5.662198884819615,247.33551283417754,2547989.4981688266,9.707085253370593e-05,0.15494860145440156,0.0009707085253370593,338,1107
0.46,0.0005464979912170593,5.493977048264997,245.9240960476767,2472289.671719249,9.947220136087825e-05,0.1564052786882414,0.0009947220136087825,336,1082
0.465,0.0005405659298135506,5.425688610931331,243.25466841609776,2441559.8749190993,9.963084293566954e-05,0.15567808985959652,0.0009963084293566954,334,1065
0.47000000000000003,0.0005403954787675256,5.30999858190337,243.1779654453865,2389499.3618565165,0.00010176942054357775,0.15731522695639846,0.0010176942054357775,333,1043
0.47500000000000003,0.000537258997019746,5.20254909307971,241.7665486588857,2341147.0918858694,0.0001032684146574212,0.158009013025205,0.0010326841465742118,331,1024
0.48,0.000537088545973721,5.140152182860163,241.68984568817444,2313068.4822870735,0.00010448884135466701,0.15891473167439704,0.0010448884135466701,330,1010
0.485,0.0005276791007303825,5.0427470994803585,237.4555953286721,2269236.1947661615,0.00010464119860080993,0.15763133606507662,0.0010464119860080993,324,998
0.49,0.0005273381986383324,4.9202012605440135,237.30218938724957,2214090.567244806,0.00010717817640248848,0.15947920213884745,0.0010717817640248848,322,984
0.495,0.0005273381986383324,4.892007949179478,237.30218938724957,2201403.5771307647,0.00010779585890222875,0.1599380921618672,0.0010779585890222875,322,972
0.5,0.0005212356861887984,4.834993025167509,234.55605878495928,2175746.861325379,0.00010780484759246166,0.15901660343876362,0.0010780484759246164,319,954
0.505,0.0005212356861887984,4.763245881397289,234.55605878495928,2143460.64662878,0.00010942867514449936,0.16020973366170171,0.0010942867514449936,319,945
0.51,0.0005212356861887984,4.614758684794825,234.55605878495928,2076641.4081576713,0.00011294971672218063,0.16276682830119993,0.0011294971672218064,319,928
0.515,0.000518269655487044,4.536718757122012,233.2213449691698,2041523.4407049052,0.00011423887686963918,0.16322666605461447,0.0011423887686963917,318,911
0.52,0.0005121671430375101,4.442991766858355,230.47521436687956,1999346.2950862597,0.00011527528519362171,0.1629972271733576,0.0011527528519362173,315,897
0.525,0.0005121671430375101,4.38970584349407,230.47521436687956,1975367.6295723317,0.00011667459308158127,0.1639835414047577,0.0011667459308158125,315,881
0.53,0.0005060646305879762,4.296358282810748,227.7290837645893,1933361.2272648364,0.00011778920594511045,0.1637804260198346,0.0011778920594511045,312,867
0.535,0.0005060646305879762,4.196168036064444,227.7290837645893,1888275.6162289998,0.00012060161228972389,0.16572415233535231,0.001206016122897239,312,851
0.54,0.0005001325691844675,4.127740197959945,225.05965613301038,1857483.0890819752,0.00012116377126439505,0.16513351173079155,0.0012116377126439504,310,834
0.545,0.0004971665384827131,4.037546224672049,223.7249423172209,1816895.801102422,0.00012313581339198058,0.1659775670032096,0.0012313581339198057,309,816
0.55,0.0004938596056889085,3.955065384098097,222.23682256000882,1779779.4228441438,0.0001248676210700691,0.1665838628056132,0.0012486762107006908,306,795
0.555,0.0004905526728951038,3.9104917581585203,220.7487028027967,1759721.2911713342,0.0001254452644917755,0.16640877203234564,0.001254452644917755,303,775
0.56,0.0004846206114915951,3.803836287152621,218.0792751712178,1711726.3292186793,0.00012740312014173461,0.1666852725799765,0.0012740312014173462,301,765
0.5650000000000001,0.0004842797093995449,3.772645481655797,217.9258692297952,1697690.4667451086,0.00012836607938761233,0.1672551626412958,0.001283660793876123,299,756
0.5700000000000001,0.0004811432276517654,3.7272206689154803,216.51445244329443,1677249.301011966,0.0001290890103890106,0.1671814475377677,0.0012908901038901058,297,743
0.5750000000000001,0.00047800674590398593,3.539979479789222,215.10303565679368,1592990.7659051497,0.00013503093693990778,0.1704275929635669,0.0013503093693990778,295,718
0.58,0.00047435891101813113,3.518636176155346,213.461509958159,1583386.2792699058,0.0001348132876688722,0.16963916985242858,0.0013481328766887218,290,709
0.585,0.0004593583064633341,3.450042619780553,206.71123790850035,1552519.1789012488,0.00013314569038354445,0.16589970006411822,0.0013314569038354446,284,696
0.59,0.00045622182471555456,3.39515230211554,205.29982112199954,1527818.535951993,0.0001343744798815888,0.16609351788390753,0.001343744798815888,282,686
0.595,0.00045308534296777515,3.220748659357861,203.88840433549882,1449336.8967110375,0.00014067702602354242,0.16935883314018052,0.001406770260235424,280,667
0.6,0.00044401679981648684,3.1053579471933013,199.80755991741907,1397411.0762369856,0.00014298409631578868,0.16902456446284655,0.0014298409631578867,276,652
0.605,0.00044384634877046175,3.0426776189172204,199.73085694670777,1369204.9285127493,0.00014587360356908618,0.1706911241006922,0.0014587360356908617,275,638
0.61,0.00044070986702268223,2.999534553654964,198.319440160207,1349790.5491447337,0.00014692608441055387,0.17069943996754164,0.0014692608441055385,273,623
0.615,0.0004313004217793438,2.916356306368021,194.0851898007047,1312360.3378656094,0.00014789016720541867,0.16942045676871975,0.0014789016720541865,267,604
0.62,0.00042816394003156427,2.8949096695426677,192.67377301420393,1302709.3512942004,0.0001479023489182669,0.16881025917800654,0.0014790234891826686,265,594
0.625,0.0004278230379395141,2.8111295537091134,192.52036707278134,1265008.299169101,0.0001521890150438025,0.17117092346738652,0.001521890150438025,263,575
0.63,0.00041265198233869193,2.809088100794428,185.69339205241138,1264089.6453574926,0.00014689891079670706,0.16516100337139253,0.0014689891079670706,256,565
0.635,0.0004037538902334288,2.7531530537911224,181.68925060504296,1238918.8742060051,0.00014665145102538168,0.16323293857841242,0.0014665145102538168,253,550
0.64,0.00039696957359979445,2.6920699243716397,178.6363081199075,1211431.465967238,0.0001474588642761394,0.16230066886443834,0.0014745886427613938,246,538
0.645,0.0003910375121962857,2.595029903977408,175.96688048832857,1167763.4567898335,0.00015068709289127718,0.16283715075477412,0.0015068709289127716,244,523
0.65,0.00038196896904499746,2.5738859450588105,171.88603607024885,1158248.6752764648,0.00014840166860473293,0.15971278772433423,0.0014840166860473293,240,515
0.655,0.0003753551034573883,2.48038704542211,168.90979655582473,1116174.1704399495,0.00015132924684079324,0.15987805445659065,0.0015132924684079323,234,500
0.66,0.00036645701135212507,2.3980277274638286,164.90565510845627,1079112.4773587228,0.00015281600256544683,0.15874578109074441,0.0015281600256544683,231,491
0.665,0.0003629796275122954,2.321437620318558,163.34083238053293,1044646.929143351,0.00015635984544029477,0.15981222514285076,0.0015635984544029476,227,481
0.67,0.00036263872542024523,2.2606018413762543,163.18742643911034,1017270.8286193145,0.00016041689375934982,0.16179623002389296,0.001604168937593498,225,470
0.675,0.00035026324947515236,2.2011639165752706,157.61846226381857,990523.7624588717,0.00015912638165544582,0.15837062727076912,0.001591263816554458,218,460
0.68,0.00034102425527783895,2.160816559595654,153.46091487502753,972367.4518180443,0.00015782193715770747,0.15562615096303992,0.0015782193715770745,213,447
0.685,0.0003378877735300595,2.084277819255638,152.04949808852678,937925.0186650371,0.0001621126370047588,0.15700046207059745,0.0016211263700475877,211,432
0.6900000000000001,0.0003377173224840344,2.0285901227295113,151.97279511781548,912865.5552282801,0.00016647883606454148,0.1590605357865016,0.0016647883606454147,210,418
0.6950000000000001,0.0003288192303787711,1.9814456443144426,147.968653670447,891650.5399414991,0.00016594915501330282,0.1567012222194413,0.0016594915501330282,207,409
0.7000000000000001,0.0003225462668832122,1.8970424323071056,145.1458200974455,853669.0945381975,0.00017002585782487987,0.15709405644951643,0.0017002585782487985,203,396
0.705,0.00032237581583718716,1.8083024227041993,145.06911712673423,813736.0902168896,0.00017827538789396468,0.16081745280660162,0.0017827538789396465,202,383
0.71,0.0003190688830433825,1.7264067581845537,143.58099736952212,776883.0411830492,0.00018481674815667854,0.16289927265315732,0.0018481674815667853,199,363
0.715,0.00031279591954782356,1.6903691549119035,140.7581637965206,760666.1197103566,0.00018504592244770665,0.16138997571650024,0.0018504592244770665,195,356
0.72,0.00030635250500623943,1.6160280887086924,137.85862725280774,727212.6399189116,0.00018957127487247713,0.16166024780534138,0.0018957127487247716,190,340
0.725,0.0003030455722124348,1.532270916609091,136.37050749559566,689521.912474091,0.0001977754514084711,0.16422770374922657,0.001977754514084711,187,330
0.73,0.0003030455722124348,1.5027830842947143,136.37050749559566,676252.3879326214,0.00020165623061605065,0.16583112647738874,0.002016562306160506,187,318
0.735,0.00029660215767085074,1.4458968783425457,133.47097095188283,650653.5952541456,0.00020513368699630257,0.16546719426622342,0.0020513368699630256,182,304
0.74,0.0002871927124275123,1.3664110907665123,129.23672059238052,614884.9908449305,0.00021018031423208553,0.1648120582494824,0.002101803142320855,176,286
0.745,0.00027812416927622404,1.3394138476936486,125.15587617430081,602736.2314621418,0.00020764618027141433,0.16120837331266535,0.002076461802714143,172,280
0.75,0.00026591914437715627,1.236357266009227,119.66361496972031,556360.7697041521,0.00021508276910565081,0.16042936660374826,0.0021508276910565077,166,265
0.755,0.0002622713094913015,1.1595005485365557,118.02208927108569,521775.24684145005,0.00022619334662870398,0.16338852881502583,0.0022619334662870396,161,252
0.76,0.00024692980284445423,1.1211619379356232,111.11841128000441,504522.87207103043,0.00022024454674150103,0.1564392026539392,0.0022024454674150103,153,245
0.765,0.00024396377214269986,1.1185200097407322,109.78369746421494,503334.0043833295,0.00021811301542942405,0.15474253875037572,0.0021811301542942405,152,238
0.77,0.0002376908086471409,1.1177226308796182,106.9608638912134,502975.1838958282,0.00021265634432049077,0.150817460197641,0.0021265634432049074,148,234
0.775,0.0002287927165418777,1.062683415395598,102.95672244384497,478207.5369280191,0.00021529715550958005,0.14888347619111114,0.0021529715550958005,145,217
0.78,0.0002225197530463187,0.9820879344731926,100.13388887084342,441939.5705129367,0.00022657823727941612,0.1506258942953988,0.002265782372794161,141,207
0.785,0.00022234930200029364,0.9151395827168983,100.05718590013214,411812.81222260423,0.0002429676370681894,0.15591875458022253,0.002429676370681894,140,196
0.79,0.00021921282025251417,0.8143262397968114,98.64576911363137,366446.80790856516,0.0002691953292665745,0.16295698910233486,0.002691953292665745,138,186
0.795,0.00021887191816046396,0.8015894592617936,98.49236317220878,360715.2566678071,0.00027304740055093704,0.1639911087171815,0.00273047400550937,136,178
0.8,0.00020946247291712549,0.7900511881528174,94.25811281270647,355523.0346687678,0.0002651251919598528,0.1580828904506818,0.002651251919598528,130,170
0.805,0.00020547373593922044,0.7458690561996661,92.4631811726492,335641.0752898498,0.0002754823172128164,0.1595994091665438,0.0027548231721281646,123,160
0.81,0.000196064290695882,0.6719746851889121,88.2289308131469,302388.6083350105,0.00029177332869431303,0.16044578159145262,0.0029177332869431303,117,146
0.8150000000000001,0.000196064290695882,0.6534977164931531,88.2289308131469,294073.97242191894,0.00030002291629726945,0.1626981902921798,0.003000229162972694,117,136
0.8200000000000001,0.0001896208761542979,0.5471962901992639,85.32939426943405,246238.33058966874,0.000346531728285743,0.17195738562144564,0.0034653172828574296,112,123
0.8250000000000001,0.00018072278404903476,0.5019443668798728,81.32525282206564,225874.96509594275,0.0003600454472124517,0.17111629677498963,0.0036004544721245173,109,117
0.8300000000000001,0.00017741585125523015,0.4228653725161648,79.83713306485356,190289.41763227416,0.00041955634768474234,0.18301960539327677,0.004195563476847424,106,105
0.835,0.00016783595496586658,0.39486896473253813,75.52617973463997,177691.03412964215,0.0004250421531090679,0.17916977995888095,0.004250421531090678,99,100
0.84,0.00016486992426411215,0.35728216836518983,74.19146591885047,160776.97576433542,0.0004614557872241561,0.18502994706505563,0.00461455787224156,98,91
0.845,0.00014969886866329004,0.3365849046390499,67.36449089848051,151463.20708757246,0.00044475811778851317,0.1730921840459286,0.004447581177885131,91,85
0.85,0.00014291455202965572,0.3265958266247715,64.31154841334508,146968.12198114718,0.0004375884208522094,0.16775574181754876,0.004375884208522094,84,79
0.855,0.00013350510678631725,0.2723188423314936,60.07729805384276,122543.47904917212,0.0004902529169237637,0.17161896926562276,0.004902529169237637,78,68
0.86,0.00012689124119870808,0.22997315593035092,57.10105853941863,103487.92016865792,0.0005517654470817368,0.1775003974469994,0.005517654470817368,72,57
0.865,0.00011765224700139471,0.18953928447510796,52.94351115062762,85292.67801379858,0.0006207275042068965,0.18128291022729937,0.006207275042068965,67,51
0.87,0.00010807235071203114,0.16154287669148118,48.632557820414014,72694.29451116653,0.0006690010288626378,0.18037525112409045,0.006690010288626378,60,46
0.875,8.942391127137929e-05,0.12114507281559343,40.24076007212068,54515.282767017045,0.0007381555782091116,0.17234831452210483,0.007381555782091114,49,39
0.88,6.763899008294796e-05,0.06650210562775934,30.437545537326585,29925.9475324917,0.0010170954655413808,0.17594854233048982,0.01017095465541381,36,30
0.885,5.5263514137855095e-05,0.04400829832974241,24.868581362034792,19803.734248384084,0.0012557521248329204,0.1767166485845506,0.012557521248329205,29,21
0.89,4.0092458537032964e-05,0.04156571485012972,18.041606341664835,18704.571682558373,0.0009645559731521819,0.1319171678065941,0.009645559731521819,22,15
0.895,3.3478592949423774e-05,0.03362053088490714,15.065366827240698,15129.238898208214,0.000995778236341084,0.12248169009717826,0.009957782363410838,16,13
0.9,2.441004979813551e-05,0.03062547788698885,10.984522409160979,13781.465049144981,0.0007970504129996304,0.09356932255192112,0.007970504129996303,12,10
0.905,1.8137086302576528e-05,0.007387960137156509,8.161688836159438,3324.582061720429,0.0024549518359417086,0.1415505315875379,0.024549518359417086,8,7
0.91,1.5171055600822141e-05,0.0029950529979182973,6.8269750203699635,1347.7738490632337,0.005065371334452759,0.1859601128446825,0.05065371334452759,7,3
0.915,9.068543151288264e-06,0.002795708282639827,4.080844418079719,1258.0687271879221,0.0032437372695857092,0.11505297532139701,0.03243737269585709,4,2
0.92,9.068543151288264e-06,0.0013978541413199135,4.080844418079719,629.0343635939611,0.0064874745391714185,0.16270947809089667,0.06487474539171419,4,1
0.925,9.068543151288264e-06,0.0,4.080844418079719,0.0,,,,4,0
0.93,8.898092105263158e-06,0.0,4.004141447368421,0.0,,,,3,0
0.935,2.966030701754386e-06,0.0,1.3347138157894738,0.0,,,,1,0
0.9400000000000001,0.0,0.0,0.0,0.0,,,,0,0
0.9450000000000001,0.0,0.0,0.0,0.0,,,,0,0
0.9500000000000001,0.0,0.0,0.0,0.0,,,,0,0
0.9550000000000001,0.0,0.0,0.0,0.0,,,,0,0
0.96,0.0,0.0,0.0,0.0,,,,0,0
0.965,0.0,0.0,0.0,0.0,,,,0,0
0.97,0.0,0.0,0.0,0.0,,,,0,0
