threshold,signal_xsec_pb,background_xsec_pb,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB,n_signal_test_rows,n_background_test_rows
0.0,0.0007169928000000001,16.115299205795676,322.64676000000003,7251884.642608054,4.449143579922749e-05,0.11981242676938299,0.0004449143579922749,467,4390
0.005,0.0007169928000000001,16.115299205795676,322.64676000000003,7251884.642608054,4.449143579922749e-05,0.11981242676938299,0.0004449143579922749,467,4390
0.01,0.0007169928000000001,16.115299205795676,322.64676000000003,7251884.642608054,4.449143579922749e-05,0.11981242676938299,0.0004449143579922749,467,4390
0.015,0.0007169928000000001,16.115299205795676,322.64676000000003,7251884.642608054,4.449143579922749e-05,0.11981242676938299,0.0004449143579922749,467,4390
0.02,0.0007169928000000001,16.115299205795676,322.64676000000003,7251884.642608054,4.449143579922749e-05,0.11981242676938299,0.0004449143579922749,467,4390
0.025,0.0007169928000000001,16.115299205795676,322.64676000000003,7251884.642608054,4.449143579922749e-05,0.11981242676938299,0.0004449143579922749,467,4390
0.03,0.0007169928000000001,16.115299205795676,322.64676000000003,7251884.642608054,4.449143579922749e-05,0.11981242676938299,0.0004449143579922749,467,4390
0.035,0.0007169928000000001,16.115051855318498,322.64676000000003,7251773.334893324,4.449211869978369e-05,0.11981334626835453,0.0004449211869978369,467,4389
0.04,0.0007169928000000001,16.113615758217325,322.64676000000003,7251127.091197796,4.449608398005651e-05,0.11981868522418838,0.0004449608398005651,467,4383
0.045,0.0007169928000000001,16.105807950159484,322.64676000000003,7247613.577571767,4.451765488690682e-05,0.11984772468452896,0.00044517654886906823,467,4365
0.05,0.0007169928000000001,16.097323180901732,322.64676000000003,7243795.431405779,4.454111978385688e-05,0.11987930590820638,0.00044541119783856876,467,4340
0.055,0.0007169928000000001,16.051671223577685,322.64676000000003,7223252.050609958,4.46677975154909e-05,0.12004965699538334,0.00044667797515490895,467,4301
0.06,0.0007140267692982456,16.017341731380466,321.31204618421054,7207803.77912121,4.457835646344212e-05,0.11968108844256771,0.0004457835646344212,466,4234
0.065,0.0007140267692982456,15.947053715322463,321.31204618421054,7176174.171895108,4.477483941827981e-05,0.11994455081852169,0.00044774839418279804,466,4145
0.07,0.0007138563182522205,15.899603270271477,321.2353432134992,7154821.471622164,4.489774405798943e-05,0.12009472187394449,0.00044897744057989427,465,4061
0.075,0.0007138563182522205,15.791602526319137,321.2353432134992,7106221.1368436115,4.5204805342742705e-05,0.12050469351512984,0.000452048053427427,465,3965
0.08,0.0007135154161601704,15.687142903124327,321.0819372720767,7059214.306405948,4.548408977762695e-05,0.12084750581148757,0.0004548408977762695,463,3869
0.085,0.0007133449651141453,15.578668616707759,321.00523430136536,7010400.877518492,4.578985423369872e-05,0.12123853713615083,0.0004578985423369872,462,3780
0.09,0.0007103789344123909,15.376650993539492,319.6705204855759,6919492.9470927715,4.619854705103581e-05,0.12152495044838317,0.0004619854705103581,461,3685
0.095,0.0007100380323203407,15.335721031040634,319.51711454415334,6901074.463968285,4.62996184452737e-05,0.12162861706904798,0.00046299618445273696,459,3611
0.1,0.0007100380323203407,15.254237171402755,319.51711454415334,6864406.72713124,4.6546938030533244e-05,0.12195303739711241,0.0004654693803053324,459,3531
0.105,0.0007070720016185863,15.113062762240553,318.18240072836386,6800878.2430082485,4.678548701492728e-05,0.12200950199740698,0.00046785487014927276,458,3455
0.11,0.0007070720016185863,15.021874370157459,318.18240072836386,6759843.466570856,4.706949240790215e-05,0.1223792633390633,0.00047069492407902144,458,3384
0.115,0.0007009694891690523,14.876915955758367,315.43627012607357,6694612.180091266,4.711793030582592e-05,0.12191269085591545,0.00047117930305825916,455,3317
0.12,0.0007009694891690523,14.727925712287789,315.43627012607357,6627566.570529505,4.759458343711092e-05,0.12252778410469384,0.0004759458343711092,455,3256
0.125,0.0007007990381230273,14.650891720104758,315.3595671553623,6592901.274047141,4.783320029328675e-05,0.12281961301089764,0.0004783320029328675,454,3200
0.13,0.0007007990381230273,14.50255352632319,315.3595671553623,6526149.086845435,4.8322458307154396e-05,0.12344614022166613,0.00048322458307154393,454,3145
0.135,0.0006974921053292226,14.43918196253217,313.87144739815017,6497631.883139476,4.830551392309657e-05,0.12313294267722921,0.0004830551392309657,451,3084
0.14,0.0006973216542831975,14.298579845198498,313.79474442743884,6434360.930339324,4.876859533133005e-05,0.12370662435003187,0.00048768595331330044,450,3035
0.145,0.0006973216542831975,14.137890828444485,313.79474442743884,6362050.872800019,4.932289142311335e-05,0.1244076529339661,0.0004932289142311335,450,2981
0.15,0.0006941851725354181,14.02197966461407,312.38332764093815,6309890.849076332,4.950693048623276e-05,0.12435891478530196,0.0004950693048623275,448,2936
0.155,0.0006938442704433679,13.81426591838818,312.22992169951556,6216419.663274681,5.022664791183665e-05,0.1252288399081533,0.0005022664791183664,446,2874
0.16,0.0006938442704433679,13.64977470697309,312.22992169951556,6142398.6181378905,5.08319210637896e-05,0.12598113641963618,0.0005083192106378959,446,2818
0.165,0.0006879122090398591,13.485763679400549,309.56049406793665,6068593.655730247,5.101025239606137e-05,0.12566128653748102,0.0005101025239606136,444,2771
0.17,0.000687741757993834,13.356049694848902,309.4837910972253,6010222.362682006,5.149290199624512e-05,0.1262387362278149,0.0005149290199624511,443,2723
0.17500000000000002,0.0006846052762460546,13.2044652977199,308.07237431072457,5942009.383973954,5.184649743933743e-05,0.12638225178335596,0.0005184649743933742,441,2691
0.18,0.0006786732148425457,13.08559645851658,305.4029466791456,5888518.406332461,5.186414062164057e-05,0.1258549219253288,0.0005186414062164057,439,2649
0.185,0.0006785027637965206,12.921190102556835,305.3262437084343,5814535.546150575,5.251085684918907e-05,0.126621256808145,0.0005251085684918908,438,2595
0.19,0.0006753662820487412,12.814042060461917,303.9148269219335,5766318.927207863,5.270517131613003e-05,0.1265617755028449,0.0005270517131613003,436,2554
0.195,0.0006692637695992073,12.520400234563006,301.1686963196433,5634180.105553352,5.3453863859054695e-05,0.1268803786709324,0.000534538638590547,433,2500
0.2,0.0006662977388974529,12.293879050260347,299.8339825038538,5532245.572617156,5.419751863292837e-05,0.12747649922059257,0.0005419751863292837,432,2453
0.20500000000000002,0.0006633317081956986,12.084448390763107,298.4992686880644,5438001.775843399,5.489135182229121e-05,0.1280040170317056,0.0005489135182229121,431,2412
0.21,0.0006600247754018939,11.935462209741587,297.01114893085224,5370957.994383714,5.529947343498681e-05,0.1281583401117406,0.000552994734349868,428,2375
0.215,0.0006596838733098437,11.74146731272041,296.85774298942965,5283660.290724184,5.618410848831123e-05,0.12914599350236666,0.0005618410848831124,426,2335
0.22,0.0006595134222638186,11.441615716820849,296.78104001871833,5148727.072569381,5.7641633715615654e-05,0.1307935166684436,0.0005764163371561565,425,2292
0.225,0.000656206489470014,11.265517632504757,295.2929202615063,5069482.934627141,5.824912009161838e-05,0.1311508779021977,0.0005824912009161837,422,2247
0.23,0.000656036038423989,11.183408394469962,295.21621729079504,5032533.777511483,5.8661547113703686e-05,0.13159726455870333,0.0005866154711370369,421,2221
0.23500000000000001,0.0006555246852859136,11.017740431699927,294.98610837866113,4957983.194264967,5.949719811875916e-05,0.13247960949703527,0.0005949719811875916,418,2185
0.24,0.0006523882035381341,10.8227509737607,293.5746915921603,4870237.9381923145,6.027933241001494e-05,0.13302814146507289,0.0006027933241001494,416,2154
0.245,0.0006492517217903546,10.749627688405097,292.16327480565957,4837332.459782294,6.039760079231943e-05,0.13283810009891342,0.0006039760079231942,414,2129
0.25,0.0006492517217903546,10.484356679806515,292.16327480565957,4717960.505912932,6.19257567839953e-05,0.13450811089607517,0.0006192575678399528,414,2094
0.255,0.0006454334358584747,10.259848538069395,290.44504613631364,4616931.842131228,6.29086709675664e-05,0.13517215631019946,0.000629086709675664,408,2063
0.26,0.0006452629848124497,10.13200690456072,290.36834316560237,4559403.107052324,6.368560452934527e-05,0.13598633560283094,0.0006368560452934526,407,2034
0.265,0.0006422969541106952,10.000364595880919,289.0336293498128,4500164.068146413,6.422735370820909e-05,0.13624927576254425,0.0006422735370820909,406,2015
0.27,0.0006393309234089408,9.878385743574688,287.69891553402334,4445273.58460861,6.472018202212726e-05,0.13645485033860322,0.0006472018202212725,405,1991
0.275,0.0006363648927071864,9.817663854311347,286.3642017182339,4417948.734440106,6.481836230599116e-05,0.13624117798389157,0.0006481836230599116,404,1968
