sample_class	process_or_mode	campaign	dataset_split	source_root_files	root_entries	candidate_rows_joined	candidate_negative_weight_rows	denominator_type	normalization_denominator	sum_squared_root_nominal_weights	candidate_event_weight_transport_proven	normalization_denominator_authorized	validation_application_authorized	physical_weight_application_authorized	external_cross_section_required	status
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	train	4	20800	33	0	signed_sum_root_nominal_weights	1981.8741404861212	189.96938497875945	True	True	False	False	True	train_triboson_denominator_frozen
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	train	4	13200	68	0	signed_sum_root_nominal_weights	402.0103596188128	12.33286060840182	True	True	False	False	True	train_triboson_denominator_frozen
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	train	4	6000	58	0	signed_sum_root_nominal_weights	62.954896301031113	0.66677293444457986	True	True	False	False	True	train_triboson_denominator_frozen
