role	path	bytes	sha256
base_ttbar27_registry	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/ttbar27_candidate_registry.tsv	10687	b543efa3316e162b1129947bd04b1fb6d12330171457802ad0575a00ad5d4740
shard003_canary_summary	docs/checkpoints/hh4b_ttbar8_canary_retry2_validation_20260728_v1/summary.json	2052	3facaa3647cae032f30e4cb73f61d36dafa5f43ae08bf2001e2b07907ca8178d
shard003_artifact_inventory	docs/checkpoints/hh4b_ttbar8_canary_retry2_validation_20260728_v1/validation_artifact_inventory.tsv	3841	5d44770b1b0c35d262aaed6f4cb68fcfa5628750800e1030e866a8e16d6ed69a
seven_member_summary	docs/checkpoints/hh4b_ttbar7_reconstruction_only_completion_20260728_v1/summary.json	1526	e5a10921781eedbc1e9e391a6cb6cf3baf946db6c3d7ba93cabde607342fecc8
seven_member_manifest	docs/checkpoints/hh4b_ttbar7_reconstruction_only_completion_20260728_v1/candidate_manifest.tsv	2265	c1b970a9981063b63cafc823d4630ad588ee5ef67b71c6f7a76a0683e6a8c7e1
full_5m_200k_source_summary	docs/checkpoints/hh4b_full_5m_background_and_signal_coverage_20260727_v1/summary.json	3349	3fb6cff42a3e76de2cdc2236b15c1e7f4944540fc43dc2c4b21dbb743e6ae811
canonical72_schema	outputs/agent_runs/hh4b_canonical72_schema_compatibility_audit_20260725_v2/canonical72_columns.tsv	1850	e9a12517772f77e311e37b09bc27df372735fee8dd48b176a0a82ada01913421
