campaign,job_id,bin_id,pthat_min_GeV,pthat_max_GeV,n_events,shard_id,seed,dataset_split,split_salt,payload_sha256,wrapper_sha256,card_sha256,git_head,eos_directory,allocation_audit_sha256
qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,29,0,50,75,10000,1848,1201848,train,qcd-adaptive-whole-shard-v1,0b3d93777252bf35c5bd2f9037dcc5fbebd6b3b7e99a67a04a675319d6df52a4,3bdc7c835d05922531a4c22a5f8c8d49fe5a8909f2e5b4c51d16c8ded45c4ff7,1b2041245162de8360defdc502404e0696496c50773d4aa7f043798651a9517c,ce9964783b56a0d9eca84a6b2a5304a06c7b978f,/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,dc886abe9cc58ff3f8e6fd2ba074515d9417ec446d5642ea5d3e2bf9d6f4e969
qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,30,0,50,75,9163,1849,1201849,train,qcd-adaptive-whole-shard-v1,0b3d93777252bf35c5bd2f9037dcc5fbebd6b3b7e99a67a04a675319d6df52a4,3bdc7c835d05922531a4c22a5f8c8d49fe5a8909f2e5b4c51d16c8ded45c4ff7,1b2041245162de8360defdc502404e0696496c50773d4aa7f043798651a9517c,ce9964783b56a0d9eca84a6b2a5304a06c7b978f,/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,dc886abe9cc58ff3f8e6fd2ba074515d9417ec446d5642ea5d3e2bf9d6f4e969
qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,31,1,75,100,10000,1850,1211850,train,qcd-adaptive-whole-shard-v1,0b3d93777252bf35c5bd2f9037dcc5fbebd6b3b7e99a67a04a675319d6df52a4,3bdc7c835d05922531a4c22a5f8c8d49fe5a8909f2e5b4c51d16c8ded45c4ff7,1b2041245162de8360defdc502404e0696496c50773d4aa7f043798651a9517c,ce9964783b56a0d9eca84a6b2a5304a06c7b978f,/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,dc886abe9cc58ff3f8e6fd2ba074515d9417ec446d5642ea5d3e2bf9d6f4e969
qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,32,1,75,100,10000,1851,1211851,validation,qcd-adaptive-whole-shard-v1,0b3d93777252bf35c5bd2f9037dcc5fbebd6b3b7e99a67a04a675319d6df52a4,3bdc7c835d05922531a4c22a5f8c8d49fe5a8909f2e5b4c51d16c8ded45c4ff7,1b2041245162de8360defdc502404e0696496c50773d4aa7f043798651a9517c,ce9964783b56a0d9eca84a6b2a5304a06c7b978f,/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,dc886abe9cc58ff3f8e6fd2ba074515d9417ec446d5642ea5d3e2bf9d6f4e969
qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,33,1,75,100,10000,1852,1211852,train,qcd-adaptive-whole-shard-v1,0b3d93777252bf35c5bd2f9037dcc5fbebd6b3b7e99a67a04a675319d6df52a4,3bdc7c835d05922531a4c22a5f8c8d49fe5a8909f2e5b4c51d16c8ded45c4ff7,1b2041245162de8360defdc502404e0696496c50773d4aa7f043798651a9517c,ce9964783b56a0d9eca84a6b2a5304a06c7b978f,/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,dc886abe9cc58ff3f8e6fd2ba074515d9417ec446d5642ea5d3e2bf9d6f4e969
qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,34,1,75,100,10000,1853,1211853,train,qcd-adaptive-whole-shard-v1,0b3d93777252bf35c5bd2f9037dcc5fbebd6b3b7e99a67a04a675319d6df52a4,3bdc7c835d05922531a4c22a5f8c8d49fe5a8909f2e5b4c51d16c8ded45c4ff7,1b2041245162de8360defdc502404e0696496c50773d4aa7f043798651a9517c,ce9964783b56a0d9eca84a6b2a5304a06c7b978f,/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,dc886abe9cc58ff3f8e6fd2ba074515d9417ec446d5642ea5d3e2bf9d6f4e969
qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,35,1,75,100,10000,1854,1211854,validation,qcd-adaptive-whole-shard-v1,0b3d93777252bf35c5bd2f9037dcc5fbebd6b3b7e99a67a04a675319d6df52a4,3bdc7c835d05922531a4c22a5f8c8d49fe5a8909f2e5b4c51d16c8ded45c4ff7,1b2041245162de8360defdc502404e0696496c50773d4aa7f043798651a9517c,ce9964783b56a0d9eca84a6b2a5304a06c7b978f,/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,dc886abe9cc58ff3f8e6fd2ba074515d9417ec446d5642ea5d3e2bf9d6f4e969
qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,36,1,75,100,10000,1855,1211855,train,qcd-adaptive-whole-shard-v1,0b3d93777252bf35c5bd2f9037dcc5fbebd6b3b7e99a67a04a675319d6df52a4,3bdc7c835d05922531a4c22a5f8c8d49fe5a8909f2e5b4c51d16c8ded45c4ff7,1b2041245162de8360defdc502404e0696496c50773d4aa7f043798651a9517c,ce9964783b56a0d9eca84a6b2a5304a06c7b978f,/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,dc886abe9cc58ff3f8e6fd2ba074515d9417ec446d5642ea5d3e2bf9d6f4e969
qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,37,1,75,100,10000,1856,1211856,train,qcd-adaptive-whole-shard-v1,0b3d93777252bf35c5bd2f9037dcc5fbebd6b3b7e99a67a04a675319d6df52a4,3bdc7c835d05922531a4c22a5f8c8d49fe5a8909f2e5b4c51d16c8ded45c4ff7,1b2041245162de8360defdc502404e0696496c50773d4aa7f043798651a9517c,ce9964783b56a0d9eca84a6b2a5304a06c7b978f,/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,dc886abe9cc58ff3f8e6fd2ba074515d9417ec446d5642ea5d3e2bf9d6f4e969
qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,38,1,75,100,7388,1857,1211857,train,qcd-adaptive-whole-shard-v1,0b3d93777252bf35c5bd2f9037dcc5fbebd6b3b7e99a67a04a675319d6df52a4,3bdc7c835d05922531a4c22a5f8c8d49fe5a8909f2e5b4c51d16c8ded45c4ff7,1b2041245162de8360defdc502404e0696496c50773d4aa7f043798651a9517c,ce9964783b56a0d9eca84a6b2a5304a06c7b978f,/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022,dc886abe9cc58ff3f8e6fd2ba074515d9417ec446d5642ea5d3e2bf9d6f4e969
