role,process,n_shards,total_events,total_candidate_rows,median_xsec_pb,total_root_GB,total_hepmc_GB
background,QCD_bbbb,5,50000,1898,346.9773254394531,4.064127350226045,12.465527016669512
background,Zbbbb,5,50000,1551,6.914364814758301,4.0287419985979795,12.31733110640198
background,ttbar,5,50000,247,512.3019409179688,4.274978774599731,13.060834807343781
signal,VBF_HH_4b,1,10000,653,0.0009718814981169,0.8371325517073274,2.4865142069756985
signal,ggF_HH_4b,1,10000,699,0.0009929699590429,0.8693814920261502,2.6040983060374856
validation,ZH_4b,1,10000,365,0.0688199996948242,0.762040595524013,2.3269207924604416
validation,ZZ_4b,1,10000,132,0.1929800063371658,0.7485883887857199,2.307040714658797
