ordinal	sample_class	process_or_mode	campaign	source_tag	remote_bundle_path	bin_index	pthat_min_GeV	pthat_max_GeV	shard_id	seed	n_events	sigma_gen_pb	event_weight_convention	sum_event_weights	sum_squared_event_weights	min_event_weight	max_event_weight	weights_uniform_positive	per_event_generator_weight_transport_required	source_bundle_size_bytes	source_bundle_sha256	small_provenance_members_opened	identity_pass	exact_metadata_recovered	normalization_denominator_authorized	status
70	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1103_seed1201103	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1103_seed1201103_bundle.tar.gz	0	50	75	1103	1201103	10000	18125622.166005973	pythia_info_weight_normalized_to_sigma_gen	10000.009350352615	10000.018788134324	1	1.0093503526151921	False	True	1598121794	8866a207f614faf9d370ad96b9556c8878278ed14bb04b03ee21ab96f4bf5d98	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
71	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1104_seed1201104	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1104_seed1201104_bundle.tar.gz	0	50	75	1104	1201104	10000	18234142.77463784	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1616276945	02d1566d6902187cc113d02b3b2071ed788dd63cdec585d13b1b70eb31215f12	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
72	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1105_seed1201105	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1105_seed1201105_bundle.tar.gz	0	50	75	1105	1201105	10000	18270869.528337415	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1616385283	8d3172a6ab5ca3b1df81c64b9bcd20164154ec78ee925aaf359e5963b9076195	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
73	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1106_seed1211106	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1106_seed1211106_bundle.tar.gz	1	75	100	1106	1211106	10000	3064487.5595036824	pythia_info_weight_normalized_to_sigma_gen	10001.890828799693	10003.955461105457	1	1.1592937030507515	False	True	1671627341	5ba0b60bea7089ea4cbcbfc4225596ebe79a0d1a35b6eff4e42d0890ebec4fc4	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
74	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1107_seed1211107	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1107_seed1211107_bundle.tar.gz	1	75	100	1107	1211107	10000	3061563.3373617292	pythia_info_weight_normalized_to_sigma_gen	10001.878403271008	10003.885193565013	1	1.1212370602501514	False	True	1663545978	4282f0a56241cf7424adda1757e4a7d1681238c1ecc621e11be9e19e2711a569	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
75	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1108_seed1211108	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1108_seed1211108_bundle.tar.gz	1	75	100	1108	1211108	10000	3068766.441568202	pythia_info_weight_normalized_to_sigma_gen	10000.457397542148	10000.94531566921	1	1.1034032340549214	False	True	1657254790	1d0a88959574b9331a9341b48f10ad74d5e7e0c69477cc3cb1005e561c7c6dda	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
76	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1109_seed1211109	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1109_seed1211109_bundle.tar.gz	1	75	100	1109	1211109	10000	3082686.4248523554	pythia_info_weight_normalized_to_sigma_gen	10001.695304642417	10003.565895765489	1	1.1631926672901534	False	True	1654550466	00d8b00c8c5f37dacf27efc4a631cdd557a5ef7137f1d82d767d884292f617fc	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
77	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1110_seed1211110	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1110_seed1211110_bundle.tar.gz	1	75	100	1110	1211110	10000	3040149.014084365	pythia_info_weight_normalized_to_sigma_gen	10001.066196718246	10002.227153988928	1	1.1837575944219207	False	True	1657568485	2157296571a83e67a623617d5527fa1566b9c92fef882e95164fb2e3b9ace4d7	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
78	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1111_seed1211111	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1111_seed1211111_bundle.tar.gz	1	75	100	1111	1211111	10000	3075255.592522832	pythia_info_weight_normalized_to_sigma_gen	10001.869112399336	10003.903693084278	1	1.1376725675864425	False	True	1669223564	e91181ce1bfdea7fe9a0f667a67fe7ff6cae805153ba7c036f9a587ce50065e5	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
79	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1112_seed1211112	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1112_seed1211112_bundle.tar.gz	1	75	100	1112	1211112	10000	3075047.1140482733	pythia_info_weight_normalized_to_sigma_gen	10002.191175205022	10004.59298659953	1	1.1683809015849826	False	True	1660655411	7cae57a3b41108f7020f34977daa05568f1df84e0dd0d75bb6493fee46f90035	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
80	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1113_seed1211113	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1113_seed1211113_bundle.tar.gz	1	75	100	1113	1211113	10000	3071242.507307534	pythia_info_weight_normalized_to_sigma_gen	10001.67454022333	10003.522448672853	1	1.1786213403721324	False	True	1669012907	7740bb74f2a0d4730964506712558e97eef10c9ac034ef8f807c49485cb93061	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
81	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1114_seed1211114	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1114_seed1211114_bundle.tar.gz	1	75	100	1114	1211114	10000	3061935.053898067	pythia_info_weight_normalized_to_sigma_gen	10001.817976156266	10003.82267791874	1	1.1763520096673934	False	True	1673677919	979d9d6ddc0f2f0296142696b3fb148f0d7540519d4df18c91cf0d8cfc87327c	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
82	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1115_seed1211115	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1115_seed1211115_bundle.tar.gz	1	75	100	1115	1211115	10000	3096055.633211067	pythia_info_weight_normalized_to_sigma_gen	10001.68668845278	10003.5213140698	1	1.1597992623921858	False	True	1663592274	eed6705059916e5f2e700271553cc1c9de011d328316b2929f6c7cc3c5984c4f	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
83	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1116_seed1211116	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1116_seed1211116_bundle.tar.gz	1	75	100	1116	1211116	10000	3061607.167023304	pythia_info_weight_normalized_to_sigma_gen	10000.987771785023	10002.049793471366	1	1.1301767934801843	False	True	1670519580	78d2fd4efd43859cf043c6c6448b875be9ce6811ff8caf13c23f14fd97069b24	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
84	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1117_seed1211117	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1117_seed1211117_bundle.tar.gz	1	75	100	1117	1211117	10000	3068205.26060922	pythia_info_weight_normalized_to_sigma_gen	10001.143830654435	10002.361182727385	1	1.114097744066614	False	True	1679292636	c7242e5e3225452397b6653310e0d6664142549ab601a0f303a68abba3247d78	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
85	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1118_seed1211118	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1118_seed1211118_bundle.tar.gz	1	75	100	1118	1211118	10000	3042283.033806149	pythia_info_weight_normalized_to_sigma_gen	10001.684255580169	10003.509976815249	1	1.1651931310751005	False	True	1673278240	8099b0430736f82c0b467a044e1c04604198ecd56a4c43dd297271b873884fd6	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
86	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1119_seed1211119	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1119_seed1211119_bundle.tar.gz	1	75	100	1119	1211119	10000	3045822.694753808	pythia_info_weight_normalized_to_sigma_gen	10001.97602920089	10004.128624593817	1	1.1563986814013907	False	True	1660511442	8a6ce309d3b8048dfdde5a2f03fd92aebb98795d9d27c97ab92d53e12f27e7ce	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
87	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1120_seed1211120	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1120_seed1211120_bundle.tar.gz	1	75	100	1120	1211120	10000	3076121.724071574	pythia_info_weight_normalized_to_sigma_gen	10001.86952846093	10003.932390074662	1	1.1781838269060791	False	True	1659035046	513ba20ad3e2246c3b687bb26dcf692e6f267731eabe515463a990d1ba98e712	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
88	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1121_seed1211121	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1121_seed1211121_bundle.tar.gz	1	75	100	1121	1211121	10000	3054540.062871316	pythia_info_weight_normalized_to_sigma_gen	10000.994599695387	10002.08299061265	1	1.174186941669585	False	True	1655555510	b0d413e7f4cf3a646f3c9f6eb322bd854be869715bc849b196b3b22059e2a49b	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
89	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1122_seed1211122	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1122_seed1211122_bundle.tar.gz	1	75	100	1122	1211122	10000	3065583.701928365	pythia_info_weight_normalized_to_sigma_gen	10001.953520007615	10004.07267066263	1	1.158646112052454	False	True	1658589017	0d1c9712011606e862ad93a49e0f44fb3bd2926f0900b1471f43f84f149d375d	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
90	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1123_seed1211123	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1123_seed1211123_bundle.tar.gz	1	75	100	1123	1211123	10000	3068874.8809858467	pythia_info_weight_normalized_to_sigma_gen	10002.029954423879	10004.245027687055	1	1.1815592563447836	False	True	1669594456	3df10f0004bb9f0d4ecf905084e30918755ba63083dfc607348be3e509cb4072	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
91	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1124_seed1211124	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1124_seed1211124_bundle.tar.gz	1	75	100	1124	1211124	10000	3036910.57442068	pythia_info_weight_normalized_to_sigma_gen	10001.353161811878	10002.833341036056	1	1.1548875491554988	False	True	1666920938	a772d285a525e1c839efd0b55d59ced60e14f59dbc224e95aded0b2856af70f2	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
92	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1125_seed1211125	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1125_seed1211125_bundle.tar.gz	1	75	100	1125	1211125	10000	3061240.4723745524	pythia_info_weight_normalized_to_sigma_gen	10001.293822340285	10002.694638090057	1	1.1656545413298474	False	True	1670133767	627510f306ea607c4596897d63ae356316c0ee9e1bc28fe6985372c48b95dc0a	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
93	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1126_seed1211126	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1126_seed1211126_bundle.tar.gz	1	75	100	1126	1211126	10000	3077591.1046938566	pythia_info_weight_normalized_to_sigma_gen	10001.253081194574	10002.588590329953	1	1.1197970074133552	False	True	1671695070	da48d90c1890a0ca40c1adf2aadbd2f5c7bb9d700a6b0599043f0522a6094d52	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
94	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1127_seed1211127	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1127_seed1211127_bundle.tar.gz	1	75	100	1127	1211127	10000	3078620.3516866784	pythia_info_weight_normalized_to_sigma_gen	10001.976881132145	10004.127867847079	1	1.1569508158026118	False	True	1667946337	573c3563f195e4d24cdbee1067eb49a65c9c5964f1f91bbf3db2accc92f4f661	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
95	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1128_seed1211128	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1128_seed1211128_bundle.tar.gz	1	75	100	1128	1211128	10000	3071727.1336135524	pythia_info_weight_normalized_to_sigma_gen	10001.228794020786	10002.5598987033	1	1.1671083864641223	False	True	1673500405	04579753264f829bd0bc773913d8fc213df9c1a34f55bb0e19dda13c5bc37b5a	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
96	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1129_seed1211129	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1129_seed1211129_bundle.tar.gz	1	75	100	1129	1211129	10000	3071985.3191652084	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1660998376	7c3fdc123ed83e35d3267d788386a93ba7b9dffa6ed9b7320ea2c2af0c04a859	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
97	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1130_seed1211130	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1130_seed1211130_bundle.tar.gz	1	75	100	1130	1211130	10000	3082997.6589269913	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1670026054	c37983fd2bea4c4ca8cd077a27d16de91fb38e5ac782c390fbdcf475fe224b77	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
98	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1131_seed1211131	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1131_seed1211131_bundle.tar.gz	1	75	100	1131	1211131	10000	3082805.7104780604	pythia_info_weight_normalized_to_sigma_gen	10002.597765184935	10005.48493153715	1	1.1853063007715636	False	True	1661135852	aca426745a69c3e7f97af095d6395f785c01ff59e8150ce8d486859a3dfaa818	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
99	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1132_seed1211132	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1132_seed1211132_bundle.tar.gz	1	75	100	1132	1211132	10000	3086587.925680139	pythia_info_weight_normalized_to_sigma_gen	10001.690909388206	10003.535855422046	1	1.1666286006905797	False	True	1667204860	59221d148fe98b81dc80989e0229c59253dcc47f02b022f5a9d5e91234167191	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
100	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1133_seed1211133	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1133_seed1211133_bundle.tar.gz	1	75	100	1133	1211133	10000	3067568.63393728	pythia_info_weight_normalized_to_sigma_gen	10001.610497964697	10003.402975113735	1	1.1817735736869115	False	True	1665008855	b6862d0357fac67276688f91cd822913f3b830ae2f0b0a67ed4247c995e14dfb	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
101	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1134_seed1211134	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1134_seed1211134_bundle.tar.gz	1	75	100	1134	1211134	10000	3041675.2133145384	pythia_info_weight_normalized_to_sigma_gen	10000.015730614361	10000.03170868095	1	1.0157306143611338	False	True	1666696528	43e50aa0d938907e2ca62d0f31db3faca75db14df8064c042674ec7168094f4a	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
102	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1135_seed1211135	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1135_seed1211135_bundle.tar.gz	1	75	100	1135	1211135	10000	3080604.666551033	pythia_info_weight_normalized_to_sigma_gen	10001.00410085731	10002.084037401233	1	1.1699300905449896	False	True	1663378011	b951425b27b96107e254a28a4497d7adac140c5df8a2d2f7a6238229947cbd81	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
103	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1136_seed1211136	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1136_seed1211136_bundle.tar.gz	1	75	100	1136	1211136	10000	3081360.515279741	pythia_info_weight_normalized_to_sigma_gen	10001.64919380154	10003.43474976258	1	1.1902383709501734	False	True	1655906572	60ada0ab1f09a067e51dfc94469b1d23cbc226612d4d64c075a1e52299934b1b	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
104	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1137_seed1211137	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1137_seed1211137_bundle.tar.gz	1	75	100	1137	1211137	10000	3063591.3942839005	pythia_info_weight_normalized_to_sigma_gen	10001.57673108806	10003.295770590918	1	1.1636503610288493	False	True	1667602487	b85470e8a561972e2b75013ae65649412116c418c327c83a1df3d2b200f72262	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
