ordinal	sample_class	process_or_mode	campaign	source_tag	remote_bundle_path	bin_index	pthat_min_GeV	pthat_max_GeV	shard_id	seed	n_events	sigma_gen_pb	event_weight_convention	sum_event_weights	sum_squared_event_weights	min_event_weight	max_event_weight	weights_uniform_positive	per_event_generator_weight_transport_required	source_bundle_size_bytes	source_bundle_sha256	small_provenance_members_opened	identity_pass	exact_metadata_recovered	normalization_denominator_authorized	status
35	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1068_seed1201068	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1068_seed1201068_bundle.tar.gz	0	50	75	1068	1201068	10000	18235657.775612634	pythia_info_weight_normalized_to_sigma_gen	10000.019155374473	10000.038480500592	1	1.011975629170174	False	True	1602835630	3ff2aa84d51a062b150ab8ec32e784b0b7b4b4f101d5e5937f9f4a5c8d012b71	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
36	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1069_seed1201069	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1069_seed1201069_bundle.tar.gz	0	50	75	1069	1201069	10000	18105536.25991219	pythia_info_weight_normalized_to_sigma_gen	10000.0475708579	10000.095993927585	1	1.021311193024145	False	True	1615594660	7f915d8af0d500882dd30a635def7d84fb3cc2cfd741142857660d8eb3c5fb0c	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
37	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1070_seed1201070	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1070_seed1201070_bundle.tar.gz	0	50	75	1070	1201070	10000	18109935.749871682	pythia_info_weight_normalized_to_sigma_gen	10000.03516364967	10000.071349060607	1	1.0318767787409457	False	True	1604891385	ac07502d1a1e2da3474fe10f48519ffb717444d462b240195eb15b6fa55a36da	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
38	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1071_seed1201071	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1071_seed1201071_bundle.tar.gz	0	50	75	1071	1201071	10000	18130737.07868088	pythia_info_weight_normalized_to_sigma_gen	10000.006629504674	10000.013289303997	1	1.0053542966095603	False	True	1621328124	810e6a7969b99fce87bc638789b074e204bc5edd9a11fc5554ff6a9d07d691f9	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
39	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1072_seed1201072	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1072_seed1201072_bundle.tar.gz	0	50	75	1072	1201072	10000	18189226.682283	pythia_info_weight_normalized_to_sigma_gen	10000.086283100754	10000.175072237947	1	1.0322426001134501	False	True	1605242207	10bfddb1f1d87a496318c7b7ad0a03b23649f9cb6c9dfb7196d9889d323dda6c	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
40	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1073_seed1201073	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1073_seed1201073_bundle.tar.gz	0	50	75	1073	1201073	10000	18238482.507498503	pythia_info_weight_normalized_to_sigma_gen	10000.011556806163	10000.023247172092	1	1.011556806161767	False	True	1597260521	4092a8f0ee6d7eb57f795198f8076faba3ed25cac0bd49a8da0dc94173bb54dc	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
41	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1074_seed1201074	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1074_seed1201074_bundle.tar.gz	0	50	75	1074	1201074	10000	18106249.835472148	pythia_info_weight_normalized_to_sigma_gen	10000.01159597282	10000.023298448536	1	1.0102291039208944	False	True	1606690375	a5ad0b303af6a68691a0636e2ffb0942ce7f725f2edb6785032628d9c9ac7029	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
42	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1075_seed1201075	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1075_seed1201075_bundle.tar.gz	0	50	75	1075	1201075	10000	18186174.218317475	pythia_info_weight_normalized_to_sigma_gen	10000.044947745613	10000.090905278812	1	1.0231791515234003	False	True	1616016015	14b7197151bfefe128e8605a634c385d294984f3a5caa5d587b756094d73d9fc	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
43	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1076_seed1201076	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1076_seed1201076_bundle.tar.gz	0	50	75	1076	1201076	10000	18177421.450254582	pythia_info_weight_normalized_to_sigma_gen	10000.063677981476	10000.130259536407	1	1.0533392245276991	False	True	1596666146	7fae42c40236d68081d4568adcd6632cf7ae481225adc83208cea565f7dd4707	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
44	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1077_seed1201077	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1077_seed1201077_bundle.tar.gz	0	50	75	1077	1201077	10000	18159082.947387546	pythia_info_weight_normalized_to_sigma_gen	10000.067953868689	10000.139096272911	1	1.0555532384384478	False	True	1610826542	f462def066060c431d4c79d9b3872b0c8aae451e734a9411b2169b06fa02e287	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
45	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1078_seed1201078	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1078_seed1201078_bundle.tar.gz	0	50	75	1078	1201078	10000	18331349.767975595	pythia_info_weight_normalized_to_sigma_gen	10000.05488581416	10000.111383163909	1	1.0372188501911157	False	True	1605714356	d09524e0bd6c6b81183ee5ba69dffd304ad9df6d9bbce9d0f342cdea6e06f3ed	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
46	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1079_seed1201079	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1079_seed1201079_bundle.tar.gz	0	50	75	1079	1201079	10000	18146819.488878112	pythia_info_weight_normalized_to_sigma_gen	10000.067177436835	10000.135428333517	1	1.0225531901288232	False	True	1596489328	48c306f75999b5ebd99ff2348669c0ffffe62641e1e088b74d008bea5660167c	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
47	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1080_seed1201080	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1080_seed1201080_bundle.tar.gz	0	50	75	1080	1201080	10000	18155693.127152227	pythia_info_weight_normalized_to_sigma_gen	10000.04791723172	10000.096908436815	1	1.0269909933090633	False	True	1608002995	d06977ad694a0e27c86726179663bcf5fb0d613284c5a76f723cd56ec20b52b3	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
48	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1081_seed1201081	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1081_seed1201081_bundle.tar.gz	0	50	75	1081	1201081	10000	18138640.89844753	pythia_info_weight_normalized_to_sigma_gen	10000.050503310573	10000.101973695699	1	1.0251154301491394	False	True	1614353231	cca9a1005365923f4e5988cec5ab8c1bb7f4d90ef13dc39477cf878cd78bde1a	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
49	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1082_seed1201082	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1082_seed1201082_bundle.tar.gz	0	50	75	1082	1201082	10000	18027471.192266524	pythia_info_weight_normalized_to_sigma_gen	10000.008389499722	10000.016849383152	1	1.0083894997231901	False	True	1598326233	fb66ec79fc45985882855cb5b0cb4edf09b868d24eea91c21515d45c81edd22c	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
50	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1083_seed1201083	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1083_seed1201083_bundle.tar.gz	0	50	75	1083	1201083	10000	18263116.80101077	pythia_info_weight_normalized_to_sigma_gen	10000.043978944208	10000.089023165221	1	1.0289967197046619	False	True	1607589774	93bdd5fc0e269a73585aaa7647605a7166215b6bf4c53795db40d12ec427223b	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
51	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1084_seed1201084	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1084_seed1201084_bundle.tar.gz	0	50	75	1084	1201084	10000	18246590.49672319	pythia_info_weight_normalized_to_sigma_gen	10000.090287104267	10000.184432131819	1	1.0525841224108043	False	True	1609655314	f1fdc152307def2f74821f017e8e614ae327a7320327c74952d2b1274c94202f	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
52	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1085_seed1201085	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1085_seed1201085_bundle.tar.gz	0	50	75	1085	1201085	10000	18215974.504550222	pythia_info_weight_normalized_to_sigma_gen	10000.007924873496	10000.015912550614	1	1.0079248734969277	False	True	1611746553	44f7a38a21fc2f7e8e71d2cf7e1bff36a855239c989d42d9bb3fa78ab664bf24	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
53	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1086_seed1201086	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1086_seed1201086_bundle.tar.gz	0	50	75	1086	1201086	10000	18082867.306352407	pythia_info_weight_normalized_to_sigma_gen	10000.069075012523	10000.140049582613	1	1.0373377800821606	False	True	1610694468	f996a6ac725cd9a49c59e732cd00147f0d1fd5a2b53dce8e1e1591750feb1373	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
54	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1087_seed1201087	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1087_seed1201087_bundle.tar.gz	0	50	75	1087	1201087	10000	18206298.42959314	pythia_info_weight_normalized_to_sigma_gen	10000.07231590827	10000.146442349163	1	1.0287916071935805	False	True	1596041468	649ff84c733f6bbc597b565f95fb284c082dc0694f9a47b05da5fa014027c5c6	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
55	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1088_seed1201088	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1088_seed1201088_bundle.tar.gz	0	50	75	1088	1201088	10000	18194323.46633015	pythia_info_weight_normalized_to_sigma_gen	10000.039571941714	10000.080701919353	1	1.039471836861311	False	True	1600447788	13f152b4de7975377d19feec994582aff2bae9830705cfd8ca173809928aebac	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
56	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1089_seed1201089	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1089_seed1201089_bundle.tar.gz	0	50	75	1089	1201089	10000	18086866.588620648	pythia_info_weight_normalized_to_sigma_gen	10000.0868672003	10000.17641824506	1	1.0378829123821465	False	True	1610820655	d1a4b6bb76f0699fe7ec14cee1644e8df04fbca9eb7757862309c6136eebf065	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
57	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1090_seed1201090	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1090_seed1201090_bundle.tar.gz	0	50	75	1090	1201090	10000	18275270.05728098	pythia_info_weight_normalized_to_sigma_gen	10000.02091749114	10000.04216258955	1	1.0178356199621523	False	True	1612986190	f7af6dca6fd3f04a1f92f508efbc2171f3dfb679d9e0fb4212a1d03294da0359	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
58	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1091_seed1201091	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1091_seed1201091_bundle.tar.gz	0	50	75	1091	1201091	10000	18289088.475823846	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1609332028	f6067800ca2ab6bfa1ba497f4634351687048d18a9191468933313be68a3c08c	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
59	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1092_seed1201092	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1092_seed1201092_bundle.tar.gz	0	50	75	1092	1201092	10000	18190304.880517162	pythia_info_weight_normalized_to_sigma_gen	10000.105050345275	10000.214024461733	1	1.0452591009841274	False	True	1604096633	e964dbc588d17296e0c34bcd6b9456e38a58885ad5322632a887fd8872151f9c	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
60	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1093_seed1201093	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1093_seed1201093_bundle.tar.gz	0	50	75	1093	1201093	10000	18207027.31455203	pythia_info_weight_normalized_to_sigma_gen	10000.03321641461	10000.067124614849	1	1.0256406230294086	False	True	1617684321	37f7f5b865f3dc4bc29bff483ea91c6d45e28a7abfffdf7389eb84d6b3c4582d	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
61	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1094_seed1201094	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1094_seed1201094_bundle.tar.gz	0	50	75	1094	1201094	10000	18105152.98827245	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1612871926	08c24d9f3717ac10ba26025532438f45eaf14f3dbad52d4997e874a4991f70c7	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
62	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1095_seed1201095	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1095_seed1201095_bundle.tar.gz	0	50	75	1095	1201095	10000	18279750.893610206	pythia_info_weight_normalized_to_sigma_gen	10000.080952594008	10000.164761163973	1	1.0479856938532501	False	True	1605708726	7ede0a865d8515e20301f362947d6036d86b3bba67121d0fe3c05182a42b1165	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
63	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1096_seed1201096	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1096_seed1201096_bundle.tar.gz	0	50	75	1096	1201096	10000	18025975.088149175	pythia_info_weight_normalized_to_sigma_gen	10000.000646041597	10000.001292297718	1	1.0003770594646224	False	True	1603889595	221003a452f9439f247ef11d9075572822346b1e014026725746a99233200266	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
64	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1097_seed1201097	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1097_seed1201097_bundle.tar.gz	0	50	75	1097	1201097	10000	18251183.862669054	pythia_info_weight_normalized_to_sigma_gen	10000.130728809832	10000.267325429822	1	1.051185350094762	False	True	1597186524	c09d26027e39d2a864b0ad7cc93a208efcdfa230a796e0bfe18836d699feabcd	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
65	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1098_seed1201098	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1098_seed1201098_bundle.tar.gz	0	50	75	1098	1201098	10000	18464664.63764544	pythia_info_weight_normalized_to_sigma_gen	10000.168401467341	10000.343085387709	1	1.0508511673288221	False	True	1601573005	77e516372b3f66c9f5c679f6be9c5c53c7a767e073f6828a2d60193c1ac27922	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
66	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1099_seed1201099	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1099_seed1201099_bundle.tar.gz	0	50	75	1099	1201099	10000	18039659.908855572	pythia_info_weight_normalized_to_sigma_gen	10000.0499835865	10000.100873301231	1	1.021405564640259	False	True	1588846829	3a28c23c63369762c872eaea98a0d36533da7e7492a7b9502ebf4912bde933b4	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
67	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1100_seed1201100	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1100_seed1201100_bundle.tar.gz	0	50	75	1100	1201100	10000	18280736.886323053	pythia_info_weight_normalized_to_sigma_gen	10000.053732729797	10000.108656920649	1	1.0294551662645026	False	True	1604922443	41685414885ad355cdde9754fe71d212d8a2416c08e55d5a4ed555144b96455a	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
68	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1101_seed1201101	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1101_seed1201101_bundle.tar.gz	0	50	75	1101	1201101	10000	18264694.53854169	pythia_info_weight_normalized_to_sigma_gen	10000.016151029802	10000.032438673074	1	1.0098341487587559	False	True	1608921154	59d7c8a1d6efca363fc5529d155a6e7ebb20cfdf697b16690ec04238eb0c0f0d	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
69	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1102_seed1201102	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1102_seed1201102_bundle.tar.gz	0	50	75	1102	1201102	10000	18184633.616688058	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1623643929	4008a36c7694167a0c12291bd2bc6724db34a53724584b50e30bbd6559f238da	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
