qcd_threshold,top_threshold,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_sqrtB_10pct_syst,n_signal_test_rows,n_background_test_rows,neff_background_rows
0.775,0.575,40.78343010511397,153821.70161876926,0.0002651344360121003,0.10398601703863028,0.0026504829562045418,31,128,37.051406073794816
0.775,0.6,37.13783068167464,144264.30544800998,0.00025742910255134723,0.09777708536813415,0.002573399275655468,27,119,33.37802838535916
0.775,0.625,33.49223125823529,128494.29935131023,0.00026065149525945707,0.09343339957977852,0.002605501291065606,23,109,29.8321722741951
0.775,0.65,33.317892259637766,125504.60251002038,0.0002654714774860758,0.09404759478523587,0.002653657789957544,22,97,28.49862856302684
0.775,0.675,30.0209708333935,105855.99624602962,0.0002836019866424856,0.09227137676054538,0.0028346812497192066,20,89,26.01211497622789
0.775,0.7,30.0209708333935,104233.68410313214,0.0002880160198855659,0.09298666857423517,0.0028787796041385913,20,82,25.243163918949254
0.775,0.725,26.724049407149238,88049.62193291279,0.0003035112340120093,0.0900613635992803,0.0030333902830389486,18,70,21.521003808387086
0.775,0.75,17.1819631256115,74748.63003083276,0.0002298632512532227,0.06284506270954024,0.0022970964785491922,14,58,18.88464875294368
0.775,0.775,17.1819631256115,62194.97138088259,0.00027625968376750263,0.06889618058779691,0.0027603785957023073,14,49,16.69643088765421
0.775,0.8,13.710702700769689,48907.96673536699,0.0002803367961493075,0.06199689079372798,0.0028005063864610246,11,37,14.296640836900085
0.775,0.825,10.58812027312295,39088.38666102152,0.0002708763696221133,0.0535543796594251,0.002705305408989524,10,33,14.3666027065668
0.775,0.85,7.291198846878679,36608.202865905056,0.00019916844521393636,0.0381074367817946,0.0019889697418329823,8,29,12.987364751136656
0.775,0.875,4.168616419231942,34395.9011078413,0.00012119515072921331,0.022477012596452593,0.0012101935721841497,7,26,11.818969231259878
0.775,0.9,3.8199384220368735,26233.173327423272,0.00014561480513086228,0.023584732115010186,0.0014533805665627728,5,17,7.829415070114488
0.775,0.925,3.6455994234393394,18361.760955922156,0.00019854301731684056,0.026903685796897434,0.0019800457300075515,4,9,4.4492871941931815
0.775,0.95,3.296921426244271,5377.24131982021,0.0006131250636068729,0.044960262000714374,0.0060750225659648915,2,4,3.229530259829241
0.8,0.5,40.26041310932138,152889.61670954205,0.0002633299368249948,0.1029649068402715,0.002632438613816914,28,118,34.16428288536934
0.8,0.525,40.26041310932138,141055.31679859283,0.0002854228682978862,0.1071972135296451,0.0028532174797033,28,112,32.081631050156076
0.8,0.55,40.08607411072385,137119.61061284225,0.000292343844411191,0.10825394686976048,0.002922373009205923,27,108,30.61547186590459
0.8,0.575,39.911735112126316,135690.33925014012,0.0002941383692655562,0.10834930862926481,0.002940300432447671,26,102,29.99724256531177
0.8,0.6,36.4404746872845,126132.94307938089,0.00028890529149352317,0.10260529207449429,0.002887908354237296,23,93,26.57288145518664
0.8,0.625,32.9692142624427,112330.79007555639,0.0002935011339301256,0.09836921149837585,0.0029337057964628744,20,85,23.733220360580503
0.8,0.65,32.79487526384517,110074.43922983194,0.000297933611956637,0.09884682919054491,0.0029779837131020666,19,76,22.813766054136046
0.8,0.675,29.672292836198434,90632.86100260097,0.00032739000521396874,0.09856171724535552,0.0032720954123517405,18,69,20.07336282608832
0.8,0.7,29.672292836198434,89217.5768964633,0.0003325834871152467,0.09934039773509883,0.003323972546619159,18,63,19.46736340632045
0.8,0.725,26.549710408551704,75024.80119098345,0.00035387911713310175,0.0969298100664486,0.0035364351121221407,17,53,16.469797475737643
0.8,0.75,17.007624127013962,62236.139991144584,0.0002732756904498565,0.06817455702988746,0.0027305640724103065,13,43,13.957018515791278
0.8,0.775,17.007624127013962,53580.76689851628,0.00031742031910866365,0.07347493094707186,0.0031712452575186462,13,38,13.086822834005277
0.8,0.8,13.536363702172155,43041.82808516983,0.00031449323377684657,0.06524641594965694,0.003141285347097597,10,31,11.707634645719956
0.8,0.825,10.413781274525416,33222.248010824354,0.00031345805591278576,0.05713390965979581,0.0031298735900617295,9,27,11.345990603018643
0.8,0.85,7.116859848281146,30742.064215707902,0.00023150234149353996,0.040590266308050314,0.002311267338555919,7,23,10.04150434904437
0.8,0.875,3.994277420634407,30497.615550519433,0.00013097015450332073,0.02287206004953672,0.0013075595915268887,6,22,9.888725548585322
0.8,0.9,3.6455994234393394,24058.292197788203,0.00015153192892779384,0.023503716998207247,0.0015121798068885013,4,14,6.823564140187253
0.8,0.925,3.4712604248418057,16431.32849147556,0.00021125865913049376,0.027080137053656653,0.002106187253481622,3,7,3.7104607963405387
0.8,0.95,3.122582427646737,3446.8088553736156,0.0009059343174132196,0.0531869775429725,0.008930718888128141,1,2,2.0
0.825,0.5,33.49223125823529,131288.0121136751,0.0002551050223019312,0.09243395697509413,0.0025500792303957466,23,90,26.378491594707437
0.825,0.525,33.49223125823529,119966.04290496703,0.00027918092859632523,0.09669742614690942,0.0027906464297686056,23,86,24.41162930821521
0.825,0.55,33.317892259637766,116030.3367192165,0.0002871481131720252,0.097811910814705,0.0028702445471901947,22,82,23.073328878390996
0.825,0.575,33.14355326104023,115052.5420584626,0.0002880731939342872,0.09771268723271825,0.0028794808346881105,21,78,22.69538370437059
0.825,0.6,29.672292836198434,109186.40340826547,0.0002717581302247769,0.0897980335010034,0.0027163376876868247,18,72,20.763041371360792
0.825,0.625,26.37537140995417,98831.05925981459,0.00026687330488502195,0.08389804846207324,0.0026673839236098793,16,66,19.037380898006617
0.825,0.65,26.37537140995417,97561.94919014376,0.00027034485912688953,0.0844419686426332,0.002702064151878387,16,61,18.563272810770165
0.825,0.675,23.252788982307436,81835.06185533914,0.0002841421324201072,0.08128405161006437,0.00283968684767608,15,57,16.87414743301813
0.825,0.7,23.252788982307436,81176.55711663108,0.00028644709517427303,0.08161307406710218,0.002862708234002505,15,54,16.609764918196827
0.825,0.725,20.1302065546607,70637.61830328463,0.00028497855729267487,0.07574085569856438,0.002847770525260833,14,47,14.868015037953706
0.825,0.75,10.762459271720486,58337.8544338227,0.00018448500336825388,0.044559088130190105,0.001843270886087684,11,39,12.536298426385457
0.825,0.775,10.762459271720486,49682.481341194405,0.00021662483396932823,0.048284738301435454,0.0021640715324791385,11,34,11.570546570050741
0.825,0.8,10.413781274525416,39143.54252784796,0.00026604084868191787,0.052635455809393404,0.0026570167116573788,9,27,10.067414378946179
0.825,0.825,7.291198846878679,29568.41111869095,0.00024658744149663573,0.04240186398137509,0.002461715183492566,8,24,9.57653598507694
0.825,0.85,3.994277420634407,27088.22732357451,0.0001474543672763054,0.02426877932211836,0.0014718294427759715,6,20,8.325667701997173
0.825,0.875,3.994277420634407,26843.77865838604,0.00014879713737270698,0.02437902881705585,0.001485207554689789,6,19,8.181628478986251
0.825,0.9,3.6455994234393394,22127.859733341607,0.0001647515605834331,0.02450751301690351,0.0016438054583201,4,12,5.985045861072337
0.825,0.925,3.4712604248418057,14500.896027028968,0.00023938247804629068,0.028826358119655893,0.002385613169216987,3,5,3.014658700602983
0.825,0.95,3.122582427646737,1723.4044276868078,0.0018118686348264391,0.07521774498290495,0.01761484421599069,1,1,1.0
0.85,0.5,26.724049407149238,109002.80874336988,0.00024516844763208665,0.08094376880028484,0.002450560652587431,18,71,20.694386900916687
0.85,0.525,26.724049407149238,99404.24396234866,0.00026884213733642504,0.08476172816137142,0.002687070125889845,18,68,19.252821669676386
0.85,0.55,26.549710408551704,95468.53777659811,0.0002780990578349441,0.085927000706465,0.002779535225725119,17,64,17.97063009489175
0.85,0.575,26.37537140995417,94735.19178103268,0.00027841154817015836,0.08569252002250997,0.002782647224110796,16,61,17.701862904790815
0.85,0.6,22.904110985112368,92560.31065139762,0.00024745067106974456,0.07528371426491898,0.002473171093170192,13,58,17.00145281980399
0.85,0.625,19.78152855746563,82204.96650294674,0.00024063665979058013,0.06899391971485967,0.0024049042937007784,12,52,15.260557517164838
0.85,0.65,19.78152855746563,80935.85643327591,0.0002444099491771445,0.06953274328959276,0.0024425909904222352,12,47,14.803789766836157
0.85,0.675,16.658946129818894,65208.9690984713,0.0002554701655329409,0.06523698127127879,0.002552745047861002,11,43,13.018717092750933
0.85,0.7,16.658946129818894,64550.46435976326,0.0002580763174215528,0.06556889101782712,0.0025787664662721963,11,40,12.762793377287885
0.85,0.725,16.658946129818894,56186.40667605186,0.0002964942432760944,0.07028002295487583,0.002962307462189088,11,36,11.761295435848737
0.85,0.75,7.291198846878679,44375.54013696687,0.00016430670645076328,0.03461203358094174,0.0016412188669610202,8,30,9.633374911731554
0.85,0.775,7.291198846878679,43327.44536062032,0.00016828130036730814,0.03502816614082675,0.0016808743876016378,8,26,9.19606559151171
0.85,0.8,7.116859848281146,33239.983249222125,0.0002141053981562308,0.03903534438734116,0.0021378406298218577,7,21,7.720823538063791
0.85,0.825,3.994277420634407,23664.851840065123,0.00016878522830521197,0.025964880634351695,0.0016842973869049232,6,18,6.81250468946843
0.85,0.85,3.8199384220368735,21673.565375325612,0.00017624873230989965,0.025947240785599485,0.0017584353554766805,5,16,5.933831485374184
0.85,0.875,3.8199384220368735,21429.11671013714,0.00017825925695900638,0.026094815284677768,0.0017784477934857524,5,15,5.805116924188759
0.85,0.9,3.6455994234393394,18436.602212779526,0.0001977370548740458,0.026849024064971416,0.0019720296437843302,4,9,4.4836318248550775
0.85,0.925,3.4712604248418057,12777.49159934216,0.0002716699438112345,0.030708909530801243,0.0027061306323826065,3,4,2.4447696922926734
0.85,0.95,3.122582427646737,0.0,,,,1,0,0.0
0.875,0.5,23.252788982307436,82467.15040653296,0.00028196425931634194,0.08097194219256146,0.002817934591349794,15,47,13.915995395768977
0.875,0.525,23.252788982307436,80475.86394179348,0.0002889411538237812,0.0819676013932872,0.0028876180057570582,15,45,13.335068470341136
0.875,0.55,23.078449983709902,78508.0108489182,0.00029396299478434576,0.0823663175830515,0.0029377595497677785,14,43,12.770555554421438
0.875,0.575,22.904110985112368,77774.66485335279,0.0002944932135458118,0.08212858970794318,0.002943040712775181,13,40,12.53774637268036
0.875,0.6,19.607189558868093,75806.8117604775,0.0002586468036780101,0.07121331974083278,0.0025847637625557446,11,38,11.98659056723728
0.875,0.625,16.48460713122136,65963.7983142678,0.00024990384957343764,0.06418385140203071,0.002497146396757863,10,34,10.398359465555549
0.875,0.65,16.48460713122136,64939.136909785455,0.00025384703147690515,0.06468824147651227,0.002536518069602907,10,30,10.08415741212894
0.875,0.675,13.362024703574619,49456.69824016929,0.0002701762385892925,0.060084120816976234,0.002699035078763848,9,27,8.08913332029576
0.875,0.7,13.362024703574619,49005.221538221034,0.0002726653259419115,0.06036025862307124,0.002723875507117091,9,25,7.944816621119088
0.875,0.725,13.362024703574619,40641.16385450964,0.00032878056227447175,0.06628102288865678,0.0032837681514412175,9,21,6.763401013484389
0.875,0.75,7.116859848281146,31042.599073488418,0.0002292610818905051,0.040393303757925415,0.0022889270316461654,7,18,5.2572042591301615
0.875,0.775,7.116859848281146,30506.834999383023,0.00023328738784030132,0.04074645559592922,0.002329059726245824,7,16,5.081280698750449
0.875,0.8,6.9425208496836115,20663.82155317331,0.0003359746807636102,0.048296078786658855,0.003351646656701391,6,12,3.4946858208334057
0.875,0.825,3.8199384220368735,12812.094571703105,0.0002981509698245297,0.033747864305764264,0.0029699418428070713,5,10,2.554731904547616
0.875,0.85,3.6455994234393394,11088.690144016296,0.0003287673635110623,0.034620140249016905,0.0032729487094036785,4,9,2.006410283417573
0.875,0.875,3.6455994234393394,10844.241478827826,0.0003361783699262845,0.03500816578422868,0.003346389766594545,4,8,1.920796172938216
0.875,0.9,3.4712604248418057,9575.131409157013,0.0003625287504171614,0.035474380955704425,0.0036065037604858263,3,3,1.5054564271045248
0.875,0.925,3.296921426244271,9330.682743968544,0.00035334192756424364,0.034131225758489925,0.0035146357146741366,2,2,1.4309744709574608
0.875,0.95,3.122582427646737,0.0,,,,1,0,0.0
0.9,0.5,22.5554329879173,48466.63980804789,0.000465380580895397,0.1024541873534906,0.004649012185312078,11,29,7.84087652023446
0.9,0.525,22.5554329879173,48198.75777099519,0.00046796710187187846,0.10273850595964992,0.004674824004015005,11,28,7.7562986580384345
0.9,0.55,22.5554329879173,47954.30910580672,0.00047035257953880296,0.10300002955573125,0.004698629277867814,11,27,7.679355324183323
0.9,0.575,22.5554329879173,47220.96311024132,0.0004776571993091234,0.10379674826415898,0.004771522330271962,11,24,7.450736962942046
0.9,0.6,19.258511561673025,45497.558682554496,0.0004232867019534715,0.09028771701329796,0.004228222921840377,9,23,6.986141492441032
0.9,0.625,16.13592913402629,44985.22798031333,0.00035869395040273626,0.0760779873846732,0.003582959341509842,8,21,6.832723509725397
0.9,0.65,16.13592913402629,44228.448612883694,0.00036483145215556833,0.07672610023874636,0.0036441971042911725,8,18,6.6090337395627685
0.9,0.675,13.013346706379552,36621.17029660196,0.0003553503779639464,0.0680021887198335,0.003548661986338791,7,17,5.632279832302675
0.9,0.7,13.013346706379552,36169.6935946537,0.00035978592609098233,0.06842528038888698,0.003592895967504642,7,15,5.496631827855642
0.9,0.725,13.013346706379552,28317.966613183497,0.00045954382544971143,0.07733177307777872,0.004587345683750633,7,13,4.453101611987686
0.9,0.75,6.7681818510860765,18987.28386921496,0.00035645866453072156,0.049117991244952294,0.0035552367877325682,5,11,3.02351850294911
0.9,0.775,6.7681818510860765,18451.519795109558,0.0003668089093062098,0.04982599123733484,0.003658189511753795,5,9,2.8587375683847824
0.9,0.8,6.593842852488542,16215.78466518158,0.0004066311306320437,0.051780901636775664,0.0040538308734225335,4,6,2.2669734239511534
0.9,0.825,3.4712604248418057,8364.057683711375,0.0004150211005361583,0.0379558470036628,0.0041256214854670376,3,4,1.2048760944870984
0.9,0.85,3.296921426244271,8364.057683711375,0.000394177270281729,0.03604956987441475,0.003918418155742338,2,4,1.2048760944870984
0.9,0.875,3.296921426244271,8364.057683711375,0.000394177270281729,0.03604956987441475,0.003918418155742338,2,4,1.2048760944870984
0.9,0.9,3.296921426244271,7851.726981470205,0.0004198976141204206,0.03720711545957929,0.004172489685626585,2,2,1.0642007579185881
0.9,0.925,3.296921426244271,7607.278316281735,0.00043339040444831937,0.03780018664443781,0.004305696591476781,2,1,1.0
0.9,0.95,3.122582427646737,0.0,,,,1,0,0.0
0.925,0.5,19.08417256307549,17447.47410642371,0.0010938071864539515,0.14447977400667297,0.010906860249971331,8,11,2.6175308728250357
0.925,0.525,19.08417256307549,17179.59206937101,0.001110862963801108,0.14560185608401366,0.011076439213144983,8,10,2.539337594860306
0.925,0.55,19.08417256307549,17179.59206937101,0.001110862963801108,0.14560185608401366,0.011076439213144983,8,10,2.539337594860306
0.925,0.575,19.08417256307549,16935.143404182538,0.0011268976062146717,0.14664892900364968,0.011235851707542878,8,9,2.4688564832361033
0.925,0.6,15.961590135428755,16935.143404182538,0.0009425128417564306,0.12265399984303146,0.009397423922127597,7,9,2.4688564832361033
0.925,0.625,12.839007707782018,16935.143404182538,0.0007581280772981892,0.09865907068241324,0.0075589961367123135,6,9,2.4688564832361033
0.925,0.65,12.839007707782018,16178.364036752897,0.0007935912233533157,0.10094019929374709,0.007911499038147725,6,6,2.2568513728287294
0.925,0.675,12.839007707782018,16178.364036752897,0.0007935912233533157,0.10094019929374709,0.007911499038147725,6,6,2.2568513728287294
0.925,0.7,12.839007707782018,15971.33599999311,0.0008038781294055523,0.10159231023830138,0.008013732582507442,6,5,2.200274041537531
0.925,0.725,12.839007707782018,15971.33599999311,0.0008038781294055523,0.10159231023830138,0.008013732582507442,6,5,2.200274041537531
0.925,0.75,6.593842852488542,8364.057683711375,0.000788354540563458,0.0720991397488295,0.007836836311484676,4,4,1.2048760944870984
0.925,0.775,6.593842852488542,8364.057683711375,0.000788354540563458,0.0720991397488295,0.007836836311484676,4,4,1.2048760944870984
0.925,0.8,6.419503853891008,7851.726981470205,0.0008175913234172314,0.07244674355403953,0.008124340909062295,3,2,1.0642007579185881
0.925,0.825,3.296921426244271,7851.726981470205,0.0004198976141204206,0.03720711545957929,0.004172489685626585,2,2,1.0642007579185881
0.925,0.85,3.296921426244271,7851.726981470205,0.0004198976141204206,0.03720711545957929,0.004172489685626585,2,2,1.0642007579185881
0.925,0.875,3.296921426244271,7851.726981470205,0.0004198976141204206,0.03720711545957929,0.004172489685626585,2,2,1.0642007579185881
0.925,0.9,3.296921426244271,7851.726981470205,0.0004198976141204206,0.03720711545957929,0.004172489685626585,2,2,1.0642007579185881
0.925,0.925,3.296921426244271,7607.278316281735,0.00043339040444831937,0.03780018664443781,0.004305696591476781,2,1,1.0
0.925,0.95,3.122582427646737,0.0,,,,1,0,0.0
0.95,0.5,15.961590135428755,8387.491055575605,0.001903023207973289,0.17428504371826756,0.01891779238240427,7,4,1.2113864128223635
0.95,0.525,15.961590135428755,8387.491055575605,0.001903023207973289,0.17428504371826756,0.01891779238240427,7,4,1.2113864128223635
0.95,0.55,15.961590135428755,8387.491055575605,0.001903023207973289,0.17428504371826756,0.01891779238240427,7,4,1.2113864128223635
0.95,0.575,15.961590135428755,8143.042390387135,0.001960150686955949,0.1768816606346457,0.01948224678368138,7,3,1.1429810927418884
0.95,0.6,15.961590135428755,8143.042390387135,0.001960150686955949,0.1768816606346457,0.01948224678368138,7,3,1.1429810927418884
0.95,0.625,12.839007707782018,8143.042390387135,0.0015766843757240503,0.1422781179685076,0.01567091464561514,6,3,1.1429810927418884
0.95,0.65,12.839007707782018,7875.160353334435,0.001630316988065625,0.14467775356253817,0.01620063527203878,6,2,1.0703406023368232
0.95,0.675,12.839007707782018,7875.160353334435,0.001630316988065625,0.14467775356253817,0.01620063527203878,6,2,1.0703406023368232
0.95,0.7,12.839007707782018,7875.160353334435,0.001630316988065625,0.14467775356253817,0.01620063527203878,6,2,1.0703406023368232
0.95,0.725,12.839007707782018,7875.160353334435,0.001630316988065625,0.14467775356253817,0.01620063527203878,6,2,1.0703406023368232
0.95,0.75,6.593842852488542,7875.160353334435,0.0008372963287911505,0.07430343473228156,0.008320303681222803,4,2,1.0703406023368232
0.95,0.775,6.593842852488542,7875.160353334435,0.0008372963287911505,0.07430343473228156,0.008320303681222803,4,2,1.0703406023368232
0.95,0.8,6.419503853891008,7607.278316281735,0.000843863414350366,0.07360152471640652,0.008383710828728339,3,1,1.0
0.95,0.825,3.296921426244271,7607.278316281735,0.00043339040444831937,0.03780018664443781,0.004305696591476781,2,1,1.0
0.95,0.85,3.296921426244271,7607.278316281735,0.00043339040444831937,0.03780018664443781,0.004305696591476781,2,1,1.0
0.95,0.875,3.296921426244271,7607.278316281735,0.00043339040444831937,0.03780018664443781,0.004305696591476781,2,1,1.0
0.95,0.9,3.296921426244271,7607.278316281735,0.00043339040444831937,0.03780018664443781,0.004305696591476781,2,1,1.0
0.95,0.925,3.296921426244271,7607.278316281735,0.00043339040444831937,0.03780018664443781,0.004305696591476781,2,1,1.0
0.95,0.95,3.122582427646737,0.0,,,,1,0,0.0
