auc_all_combined_unweighted,auc_all_combined_weighted,auc_qcd_head_unweighted,auc_qcd_head_weighted,auc_top_head_unweighted,auc_top_head_weighted,qcd_threshold,top_threshold,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_sqrtB_10pct_syst,n_signal_test_rows,n_background_test_rows,neff_background_rows,best_epoch,best_val_metric,n_parameters
0.6934562403266651,0.567589695603669,0.7750227703114454,0.7436679514561136,0.7432943294329434,0.7220199812195105,0.95,0.6,15.961590135428755,8143.042390387135,0.001960150686955949,0.1768816606346457,0.01948224678368138,7.0,3.0,1.1429810927418884,9,0.7107838004858248,747396
