epoch,loss,qcd_loss,top_loss,assignment_loss,assignment_acc_batch_mean,assignment_events_seen,val_auc_all_combined_unweighted,val_auc_all_combined_weighted,val_auc_qcd_head_unweighted,val_auc_qcd_head_weighted,val_auc_top_head_unweighted,val_auc_top_head_weighted,val_model_selection_metric,lr
31,0.692315925298066,0.561367381749482,0.10633591376245022,0.04922526393583494,0.9869130869130869,644,0.658300663264048,0.5964966748746197,0.692291475296279,0.6696432462365529,0.6766273849607183,0.6608983481470962,0.6757398411736818,0.000125
32,0.6958869356533577,0.5658134062742365,0.10206505845718343,0.05601695023154928,0.9839854111405836,644,0.6604351077906814,0.6062156821771205,0.6941579117328662,0.6796996485842254,0.6663860830527497,0.6511844602170742,0.6736597008587658,0.000125
33,0.6799641652353878,0.5533967485715603,0.10184309655672004,0.04944864012364194,0.9892297357814599,644,0.6529715380000165,0.5978848791701266,0.6905998865581439,0.6719662185738609,0.6758323980546204,0.6573391508245787,0.6731346075375937,6.25e-05
34,0.6194742239754776,0.5146637918620274,0.08541821289791501,0.03878443118823082,0.9918285019578124,644,0.6602748395262633,0.6104025125336936,0.6926319681827384,0.6769917925140616,0.6758323980546201,0.6598565332529818,0.6762464019212073,6.25e-05
35,0.6419291665841793,0.5214345419201357,0.08683445150482244,0.06732035393009748,0.9798206273104855,644,0.6616260242785874,0.6154217999737404,0.6951651683306479,0.6850819645875433,0.6712495323606436,0.6572719659060375,0.6760135749899595,6.25e-05
36,0.5817641127726128,0.4901277510256603,0.07330547189661141,0.03666177665983359,0.9923655846069639,644,0.6576127425598541,0.6029204884606839,0.6904969857595333,0.6701841724569972,0.6608211747100635,0.6492737459776169,0.6696436343431503,6.25e-05
37,0.6439848752885029,0.5260453147107157,0.09135315143342676,0.053172821201111095,0.9881572450537968,644,0.6587494144044185,0.6106937563161314,0.6909654772003622,0.6780015073039847,0.666292555181444,0.6519554879272405,0.672002482262075,6.25e-05
38,0.6172073468052107,0.5018111873289635,0.08426734272005229,0.062257635449300165,0.985022640195054,644,0.6614156208135054,0.6088439341996499,0.6939295221554622,0.6771644468039637,0.6616629255518145,0.6429421406205639,0.6723360228402607,6.25e-05
39,0.6366571830264454,0.5119809009905519,0.09597033488660536,0.05741189574423358,0.9744867370628021,644,0.6575404163687321,0.6035503920384021,0.6923450171752309,0.6755774876050955,0.6643284698840255,0.6460114657289086,0.6714046344759961,3.125e-05
40,0.6098049904765754,0.5037708595908922,0.08224129450411119,0.04758567703036784,0.9874211277228518,644,0.6618093054219988,0.6095538284328161,0.6939153000938657,0.6800800929929252,0.664188178077067,0.6471246041488404,0.6733042611976439,3.125e-05
