target_index	fragment_id	sample_class	source_index	process_or_mode	campaign	member_id	final_split	generated_events_frozen	candidate_rows_metadata	root_tree_entries	event_weight_values	sum_generator_weights_candidate	sum_squared_generator_weights_candidate	min_generator_weight_candidate	max_generator_weight_candidate	negative_weight_events	zero_weight_events	positive_weight_events	uniform_event_weights	signed_weight_sample_candidate	bundle_sha256	root_member_sha256	normalization_denominator_authorized	reference_cross_section_assigned	physical_weight_calculated	denominator_source_branch	denominator_value_status	denominator_value_frozen	denominator_use_authorized_within_campaign	cross_campaign_process_aggregation_authorized	process_reference_cross_section_assigned	physical_weight_application_authorized	physical_yield_calculation_authorized
179	179_b776e92f8e753351	background	407	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard037_10k_bundle.tar.gz	train	10000	38	10000	10000	5133051.1474609375	2634821408.2450047	513.30511474609375	513.30511474609375	0	0	10000	True	False	b421b9be4d01f356b89e8d3a5c24c36a62b58a46d5dccf48977e0f4fcee9e69c	77cd32bd0cb83bed1e4517c43582127ce69a8413cb066e8747061e08898c1bc2	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
180	180_50be02ca9a4795db	background	408	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard038_10k_bundle.tar.gz	train	10000	27	10000	10000	5120075.68359375	2621517500.5728006	512.007568359375	512.007568359375	0	0	10000	True	False	65dae03a6b44f1148f8e72e7783ebc121cfe5a659936f79add932487ab72e7c3	2687bf8cf4ed40bfa4a0f81ffa278c2e074014995f552ee8d3b457b44601d153	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
181	181_fee037392c7265a3	background	409	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard040_10k_bundle.tar.gz	train	10000	32	10000	10000	5120801.3916015625	2622260689.2228498	512.08013916015625	512.08013916015625	0	0	10000	True	False	aa19273ac5bd274dc3c00e4b108c921d5a4e74dbae0601dcc9b6e9b5039f0aa6	afab3d4d3deefbec6e95f40c3ecf00f271661ce25c97e225cf3ec270cc370acc	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
182	182_96349a322a3683db	background	410	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard041_10k_bundle.tar.gz	train	10000	30	10000	10000	5115874.9389648438	2617217639.1128545	511.58749389648438	511.58749389648438	0	0	10000	True	False	84b7f35e260c5e2b004d3d823f7ccdee51a656601c4ac5ea6dd544085a7a56d9	9a8fce7afbd047c520f2391515a549401de3ad55200949cfda76676463bb313e	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
183	183_12705bdc17d94ce6	background	411	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard042_10k_bundle.tar.gz	train	10000	32	10000	10000	5121247.55859375	2622717655.6402445	512.124755859375	512.124755859375	0	0	10000	True	False	4e1a3915e0e8fd258cf8ef283acccf83994a00c2f7c345dc95356e1926d69730	cf5c6bb86b04358bbef432634b00a298d225d3d2d72cdf4fa181bac2c62e3379	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
184	184_97281e1911585fb3	background	412	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard043_10k_bundle.tar.gz	train	10000	37	10000	10000	5122097.16796875	2623587939.8113489	512.209716796875	512.209716796875	0	0	10000	True	False	8ac40a9ce7a295f9487e7c305604e03dbc0feb36e06bc8e031da6ef757a8990a	3c3d5b7909c222c5bd236f8c24fb0c679efccc722c0c81f204bc89debc312b6d	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
185	185_26b8207d4ecb83a9	background	413	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard045_10k_bundle.tar.gz	train	10000	27	10000	10000	5127157.5927734375	2628774498.113431	512.71575927734375	512.71575927734375	0	0	10000	True	False	5218f52c7167e5e63ebf04d9a840c9e4abd937e9754e47671605c57b1f8b2fc0	897cf881a08ff3e935098730a278a7fc19557c7ab008cc8387e9ab0dead65a27	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
186	186_9f591320232697e5	background	414	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard046_10k_bundle.tar.gz	train	10000	35	10000	10000	5119482.7270507812	2620910339.2571306	511.94827270507812	511.94827270507812	0	0	10000	True	False	8bc3aa96d00b226cb495ce46b4937d6a6409d932b8785fe125140e80606816d2	6a8f72938233bea86943b9e28952dc90a98d926605c42a6b4669d3c3df942754	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
187	187_96b2ceabce064163	background	415	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard047_10k_bundle.tar.gz	train	10000	28	10000	10000	5117019.3481445312	2618388700.9285483	511.70193481445312	511.70193481445312	0	0	10000	True	False	cd744d8a012fa7ccdb7e3f1782cf9de41e1abe7469b1524ff6e8390a62ada961	0f057f03075c167ad4043320849c42526782a7a1aec985e7d2350e27b4bbbf2f	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
188	188_8e950a3d634d69f2	background	416	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard048_10k_bundle.tar.gz	train	10000	33	10000	10000	5122655.6396484375	2624160080.2421942	512.26556396484375	512.26556396484375	0	0	10000	True	False	11fb4deb97c73f0b845e2bc7b9bf29212b2511862e58a9145d637b3433a26fa5	1dcdb3bac06c999faaa3e942ac4063a890074636714d223914d00de6c21e27f8	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
189	189_b1da9b3ab7e6fa40	background	417	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard005_10k_bundle.tar.gz	train	10000	38	10000	10000	5119575.5004882812	2621005330.5199838	511.95755004882812	511.95755004882812	0	0	10000	True	False	21d6278539d18a17be0f0b1ed9cb4e6d246af658a5f7bfc3ee50c354b1870c43	a2d91c3fff445c63ef87356f0b895c0dcc241f4670139499f35642da659c9fad	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
190	190_c0db7abff8ea72fe	background	418	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard050_10k_bundle.tar.gz	train	10000	35	10000	10000	5123535.7666015625	2625061875.164546	512.35357666015625	512.35357666015625	0	0	10000	True	False	c91ae5a041abcf1c8809c4f6a31ca906df241b7384c33688d83de203ed084429	e08e04919fc6e0f6fd332fa1a879842af93db76b7125622c02fcfbafc9260701	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
191	191_a4654a20a0dc5dec	background	419	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard051_10k_bundle.tar.gz	train	10000	23	10000	10000	5129002.685546875	2630666854.8347054	512.9002685546875	512.9002685546875	0	0	10000	True	False	a491c05a62666d8207dd834ab6f6dbda0093d2b3ee1e479c7916eab456eec545	1f04cf4220d1f231cd85ed27004fb58cbe84c6bedad4d9e437cb936805f55a80	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
192	192_a312b2c5e820be71	background	420	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard052_10k_bundle.tar.gz	train	10000	32	10000	10000	5126265.2587890625	2627859550.3467693	512.62652587890625	512.62652587890625	0	0	10000	True	False	e8099725b70006bd924d9e8b871a892af1268bee55da112d147e406a08ac6432	ffd72edf4d13396a00666dd75bade8c42f16e42684e651f8b4e0344703857322	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
193	193_ade493019dee7c53	background	421	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard053_10k_bundle.tar.gz	train	10000	27	10000	10000	5123704.2236328125	2625234497.1272721	512.37042236328125	512.37042236328125	0	0	10000	True	False	64a417b3cbf4eb43f791d47ee49776e4b953f0feb98d15a1029ef3f21e3c0cd7	c6dc208e275251d635b92934319cb12732bb31f8c20834fa711bf818d87f4f7e	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
194	194_e30902d0b7dfc2a5	background	422	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard055_10k_bundle.tar.gz	train	10000	34	10000	10000	5118170.4711914062	2619566897.217566	511.81704711914062	511.81704711914062	0	0	10000	True	False	85607b536602f4f8bbcc36aead2d9b2cc7511a0bfaa57e32549f1f7f1bfb9cc1	3514e17c2b874258e7c601bf41a3245d3a167be898976dd968408b85e3a56b66	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
195	195_d149e0e405878bb5	background	423	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard056_10k_bundle.tar.gz	train	10000	30	10000	10000	5129088.7451171875	2630755135.5287805	512.90887451171875	512.90887451171875	0	0	10000	True	False	7d7c060c0d2c01ef5ea27c4a76b907a2647c091cf373b8db139a07eecd478454	d6d8fcc8c9a1da6d99f6975daa713d796765895facbea13bd54b3efef9707993	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
196	196_f105dc1bf955f3ca	background	424	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard057_10k_bundle.tar.gz	train	10000	34	10000	10000	5115517.2729492188	2616851696.9841814	511.55172729492188	511.55172729492188	0	0	10000	True	False	9d613c2c46ffba41a73d1d1bb9c15030a10135e39fda7fb7008f7d90af084875	186a7ee610700bd05f63ec67fb5ccf5648a5fc462dcfe95b8fa3e57f56e7df30	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
197	197_3b60f2747c2d2261	background	425	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard058_10k_bundle.tar.gz	train	10000	30	10000	10000	5122633.6669921875	2624137568.6201825	512.26336669921875	512.26336669921875	0	0	10000	True	False	d401887bdcace5346e1802be510ca0130d2659f160177cb1136789978b26df27	7ac02c7904839ee9db413d6b99f3d48e2ab77a7b38412b8de0607924d06e5a56	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
198	198_8f339d60b918b3ff	background	426	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard006_10k_bundle.tar.gz	train	10000	28	10000	10000	5131547.8515625	2633278335.287571	513.15478515625	513.15478515625	0	0	10000	True	False	145e705f96212911affbf0d3b9a0cb042a31d9f7d4fd47f5650f5e8e7a60235b	e8135cd33d05d4e111910b32ddaec0546500733db1831f7d7d7c72d770928a85	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
199	199_5377248e8d84fc4c	background	427	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard060_10k_bundle.tar.gz	train	10000	23	10000	10000	5126105.3466796875	2627695602.5258079	512.61053466796875	512.61053466796875	0	0	10000	True	False	07f59f59cc29346bee26ae57e13fc1ec9b8514089b9037e4fe7d0575d1d5b59b	7f15a0dda3f0669710773f526844bd63ee32b1f0c7e74a41d6033abb83626d15	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
200	200_e13d5671274e6596	background	428	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard061_10k_bundle.tar.gz	train	10000	29	10000	10000	5121084.5947265625	2622550742.634572	512.10845947265625	512.10845947265625	0	0	10000	True	False	b209ffe0e7d02f1d346fbac611a8c4ce63d46b36bc5884c44fd6b08f3916faad	5fcfa6224acef64ecde4784ccd6c76a3309d38f3f8df9e79180de17fb24579f3	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
201	201_330f01f21f0df765	background	429	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard062_10k_bundle.tar.gz	train	10000	25	10000	10000	5122501.8310546875	2624002500.9158626	512.25018310546875	512.25018310546875	0	0	10000	True	False	c32be46bbabb37e6d9474de7fa7338c26fa3b78dd5f2b822d33b60c6b7fdcb6b	587eefecd96bf18e0c047657c4a9d649dee5efb829af271fdeb94fd16579a522	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
202	202_7f3579b39e9eefe4	background	430	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard063_10k_bundle.tar.gz	train	10000	27	10000	10000	5127656.8603515625	2629286487.7510443	512.76568603515625	512.76568603515625	0	0	10000	True	False	91f50697b7a0e24db2f16fa207a81d2a95eb896931d749c63d012636bb1ce6c7	c7dd039d0684afe610b4f2d27eea0c307145e098a60c7a2649820a825f9bc95b	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
203	203_16558072be308c01	background	431	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard065_10k_bundle.tar.gz	train	10000	31	10000	10000	5122912.59765625	2624423348.3225107	512.291259765625	512.291259765625	0	0	10000	True	False	4d5d94e5cebdb9c758bf0e53b367b1b0d173c45fb64b5185178b05d36fad628d	a279c8d5a801f68d415b39e3a3dada14a76283b185430b23d7ba2ff99e074769	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
204	204_b79738fc8e30529c	background	432	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard066_10k_bundle.tar.gz	train	10000	31	10000	10000	5127165.52734375	2628782634.4782114	512.716552734375	512.716552734375	0	0	10000	True	False	5abfbc9530fca4125ecdd445102e53fc8660cbd4808df3b5c04a55c12f4a2521	59ba89363b74de48ab7727dadf1a77efb451d2d5f82cdfb752eda4524a39151b	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
205	205_1a2d226b25745dba	background	433	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard067_10k_bundle.tar.gz	train	10000	38	10000	10000	5119752.5024414062	2621186568.625504	511.97525024414062	511.97525024414062	0	0	10000	True	False	a940aac18c41fbd26dbdba0cab0508005fc7faffe877e5312b68986892688528	ac6eaebd3bb1c9691249bd8f052719bf26ee2c50e625a4334cd33418a6a05337	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
206	206_a483993210c1ac78	background	434	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard068_10k_bundle.tar.gz	train	10000	40	10000	10000	5125273.4375	2626842780.9143066	512.52734375	512.52734375	0	0	10000	True	False	574a8dbdbf8d9cdad615f416a5719712fcf8a333e3a1ce6189a7cbd7fe984d99	ed5c30760e532747dfcec7ccede8122954dc25da8d07ed8a3768e28f1acbd142	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
207	207_b8a4c7eead855e62	background	435	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard007_10k_bundle.tar.gz	train	10000	30	10000	10000	5123611.4501953125	2625139429.2572513	512.36114501953125	512.36114501953125	0	0	10000	True	False	02ab0b8ab61a9503d83b9f6b59989e54706e3f779d309a05b70fb5415c20a8e7	a67dc9fe92fb1dcdd16c029f8ae9e9f82031fa8db3736cc0ead022a867627068	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
208	208_eceb1b522e760bb6	background	436	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard070_10k_bundle.tar.gz	train	10000	34	10000	10000	5130439.453125	2632140898.2181549	513.0439453125	513.0439453125	0	0	10000	True	False	a38c5722b3afe0d6fc0e9144f73175c8f71db25a86d25b1b718e317fcf914d46	336a133078b405e48e7c65930de27fe74b0e658ac99a5edd60f739d812a1728d	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
209	209_7988f70d9ba88e08	background	437	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard071_10k_bundle.tar.gz	train	10000	31	10000	10000	5127645.263671875	2629274595.005661	512.7645263671875	512.7645263671875	0	0	10000	True	False	48153413fd4d0851796cf26b404ccc35c1b2b7ac0aeea15e1100e9d26efdffce	17381fffa7433f64a5faf507a7bd3e2b7bbb9461d0559929607abff505c12882	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
210	210_acd0d1c0966a2ac2	background	438	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard072_10k_bundle.tar.gz	train	10000	35	10000	10000	5121753.5400390625	2623235932.4902668	512.17535400390625	512.17535400390625	0	0	10000	True	False	2aa8841ce71b7cd3774de114d0aacdecd7c0229af93f5d31b7f6b5324cdb79fb	91970efd27ad42caf097d043ecc4124b2480797528f058f14a1aecc0e434ce79	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
211	211_5ba75edbd15fdbdd	background	439	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard073_10k_bundle.tar.gz	train	10000	38	10000	10000	5130296.630859375	2631994352.0607052	513.0296630859375	513.0296630859375	0	0	10000	True	False	b2b59591e6f65558ce3e17c9b4752ea34a5a6cb2ff698ca69bc9cca5b2a5960a	2124da056d7e76b362eed15644ebf47aed38d9bf6114f1a56b97bb65851a9667	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
212	212_fbfcf117dd0dd6e4	background	440	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard008_10k_bundle.tar.gz	train	10000	29	10000	10000	5128114.6240234375	2629755959.7123041	512.81146240234375	512.81146240234375	0	0	10000	True	False	efec57d5a2414ccceb7440381bb9de7a601e646b30f169aec874fbb37717e1a3	42e16ee7e83e48065d84912ee0328a4c7690d73e6904cf44ba4a2a6a8bb00640	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
213	213_5a987df17e7706f9	background	456	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz	train	10000	314	10000	10000	68993.020057678223	476003.68166791898	6.8993020057678223	6.8993020057678223	0	0	10000	True	False	ec24daa44530a8eb9081da20eedcae378e46f618fc735392f6844d781b98affe	1931aff918a9cfd8345aba4e7bb3a03cab1a11cbf4c46538a7de456ac445d250	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
214	214_d2859779d1ff3bae	background	457	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	train	10000	295	10000	10000	69136.910438537598	477991.23849863693	6.9136910438537598	6.9136910438537598	0	0	10000	True	False	26f02f41f04bca1bdd090393112f48f431c8893031fe3911d72d556055c0c2a7	ca853d9e5ca7cdc1d17bf649f3637de030258c9730cd80acdec081d696b8137b	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
215	215_4f402a158f1e234a	background	458	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard002_10k_bundle.tar.gz	train	10000	302	10000	10000	69096.221923828125	477428.78841469064	6.9096221923828125	6.9096221923828125	0	0	10000	True	False	392c18039dec1154321a0dfd26c3405a04c44c44ee15ccfb4530469c6fd7d633	479c7b4e6b62fb77a7971e7ad7402c17ee8dae5dec2ea6d6d218d1bdee6b53a3	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
216	216_5028d9c94d6897cb	background	459	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard003_10k_bundle.tar.gz	train	10000	276	10000	10000	68680.868148803711	471706.16496733599	6.8680868148803711	6.8680868148803711	0	0	10000	True	False	652551fcfd5f2588828ab7242a06ab96b0b9c79c26edd2b24783e9ff219d2feb	b104034ea4f62442c1ac57f7424b84845121ea8561d188d5494580fbf76a5e7a	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
