target_index	fragment_id	sample_class	source_index	process_or_mode	campaign	member_id	final_split	generated_events_frozen	candidate_rows_metadata	root_tree_entries	event_weight_values	sum_generator_weights_candidate	sum_squared_generator_weights_candidate	min_generator_weight_candidate	max_generator_weight_candidate	negative_weight_events	zero_weight_events	positive_weight_events	uniform_event_weights	signed_weight_sample_candidate	bundle_sha256	root_member_sha256	normalization_denominator_authorized	reference_cross_section_assigned	physical_weight_calculated	denominator_source_branch	denominator_value_status	denominator_value_frozen	denominator_use_authorized_within_campaign	cross_campaign_process_aggregation_authorized	process_reference_cross_section_assigned	physical_weight_application_authorized	physical_yield_calculation_authorized
102	102_8a18a503cb966b7a	background	282	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4310_10kevt_bundle.tar.gz	train	10000	2	10000	10000	581360.01586914062	33797946.80513674	58.136001586914062	58.136001586914062	0	0	10000	True	False	5b9079e921fe11cc116cff0d7acb1c2d52b523509ddb0708781d0d144abae012	7c88c93a3a654832f39bf234c3986674069b565fa4b79580ffa4bd309481cdd5	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
103	103_51b98df280e38241	background	283	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4311_10kevt_bundle.tar.gz	train	10000	4	10000	10000	581759.98687744141	33844468.233164079	58.175998687744141	58.175998687744141	0	0	10000	True	False	c5e17c86fb9fa2ebea776b9664d85b68294501410ed34a3f387db4a1dffd84c0	f3204db0422e5e4818c8d8d48e5ea271de38287db9ed25ef68446f6a5405ba12	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
104	104_c74e48e981782bc7	background	284	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4312_10kevt_bundle.tar.gz	train	10000	4	10000	10000	581949.99694824219	33866579.894805908	58.194999694824219	58.194999694824219	0	0	10000	True	False	c0bb5f81a406a17d0ed691808166e8fbe468f4cbbd7d57c5ef96ededfa7fb62d	cf3320ceb22a9304b63d97229fc0ac778a449a5871f7860cd9b53c1ee7cdf04b	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
105	105_9328c12066b6d659	background	287	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_pilot_shard4201_10kevt_bundle.tar.gz	train	10000	7	10000	10000	1003600.0061035156	100721297.22509766	100.36000061035156	100.36000061035156	0	0	10000	True	False	88cac128c9af2146c79082c4c704363c96d2489716e3324e8b14fb7088780529	81f8ded63940644cbcaaaef975f1964946d6f52ff13f8ab86367896efd0ed7a5	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
106	106_3e4a5f347d5338c2	background	288	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4301_10kevt_bundle.tar.gz	train	10000	7	10000	10000	1006429.9774169922	101290129.94435674	100.64299774169922	100.64299774169922	0	0	10000	True	False	a99b2c1ed553606788ae500317345203c01495e35459eb8ccf158f22fafc6a9d	7d685e63c751937cdec80dbfae60897d6ac4a36a3a8c63fb759b44cd5d1c995b	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
107	107_d79866d7461e5b3f	background	289	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4302_10kevt_bundle.tar.gz	train	10000	4	10000	10000	1005690.0024414062	101141238.10105957	100.56900024414062	100.56900024414062	0	0	10000	True	False	985192545a6d3e373511a238f7173339b65d2b02fb01fea865a019d7d3e6c016	34097df4c4fc2a27345206ea71f26f6ee2eab514019d94d1e995da1a874b6227	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
108	108_a2d1906bb966b525	background	290	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4303_10kevt_bundle.tar.gz	train	10000	1	10000	10000	1008160.0189208984	101638662.37505864	100.81600189208984	100.81600189208984	0	0	10000	True	False	0a94b352882d08401b6e069baa950a3672394330c9393e8b10f851c712b409c8	d5019761b35a117d29d15a1f4e2b3b29b4de50ba998da1cfab0e8620f3f88420	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
109	109_eaa49f4760ad8229	background	291	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4304_10kevt_bundle.tar.gz	train	10000	0	10000	10000	1003880.0048828125	100777506.42035156	100.38800048828125	100.38800048828125	0	0	10000	True	False	4a85b42ca48a8b23a791a0c57e7a4b7fa57e8f1750c4df0bd996d16a52ed86d9	3d8dae2d9b2a3b9c73a5f3aaf82e05b5ef4bb5c25aae5d660ce8eb671b4fe918	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
110	110_86cc89c5449cf600	background	292	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4305_10kevt_bundle.tar.gz	train	10000	0	10000	10000	1003239.9749755859	100649044.73890144	100.32399749755859	100.32399749755859	0	0	10000	True	False	b3dc5b7b842b5d3b067521d87263720efefce66a735fdf77fae1a55118fafa51	4c249d9c872bc0f81a44d145fd536436e6974a438b87825859b2f6b17161c9ab	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
111	111_d8acecdf4ee9e8de	background	295	tw_antitop	unified_background_5m_single_top_pilot50k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_pilot50k_20260722_v1/tw_antitop_run2_frozen_v2_single_top_pilot_shard4205_10kevt_bundle.tar.gz	train	10000	18	10000	10000	279978.5041809082	7838796.2803378832	27.99785041809082	27.99785041809082	0	0	10000	True	False	3110569a0cd6b9c52b538734d66bb16ba0b112b8e38002541a02a07b1ed621e0	ebf21ac565d8a8d2183195b0bb2a2abb2f806d4c7ad21f94a29e1642c2a993d2	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
112	112_3fc97b8991ab3e1f	background	296	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4323_10kevt_bundle.tar.gz	train	10000	17	10000	10000	280147.0947265625	7848239.4683733582	28.01470947265625	28.01470947265625	0	0	10000	True	False	a930f37b2c9e9ffbd973d82e92591c145639d88f10b2854a1650f8648233dcb1	95fe469f7f49e5f698be6d261e70fa1982dddf165da55e6db6a754842ce8415d	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
113	113_ac9f8f6dcf0635ec	background	297	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4324_10kevt_bundle.tar.gz	train	10000	15	10000	10000	280346.39358520508	7859410.0396230714	28.034639358520508	28.034639358520508	0	0	10000	True	False	685097cf67871b5b8e56b05b7df1635549a06791af9b93e6609154bb3f7750b0	c52c801c0d0010b25c73cbb2b67a7c6318f39cc5b5fc727902b094ddf51dd021	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
114	114_e1f3e4fd3dcabc6d	background	298	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4325_10kevt_bundle.tar.gz	train	10000	14	10000	10000	280849.20883178711	7887627.8101440771	28.084920883178711	28.084920883178711	0	0	10000	True	False	630a0c522110d501fa79be60d7746c8ee3cbb713b6e70c7cc93f6730136efeb7	2c60cd40a428fd5137801e2bbc5621fd78657bdd3bbcd1b7a333cde813ee7925	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
115	115_8cc26e74ee89afd4	background	302	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_top_run2_frozen_v2_single_top_scaleout_shard4317_10kevt_bundle.tar.gz	train	10000	9	10000	10000	280348.09112548828	7859505.2197705079	28.034809112548828	28.034809112548828	0	0	10000	True	False	fb7e3718513642e9a579dcafdf662f319133681f40873c9f713839ff6575c72c	3c6b433b0ef919cd732bdb375989123b3a9f87a710c341512e56f1c98cab69f1	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
116	116_a0035672afe052f1	background	303	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_top_run2_frozen_v2_single_top_scaleout_shard4318_10kevt_bundle.tar.gz	train	10000	11	10000	10000	280068.20678710938	7843820.0452947058	28.006820678710938	28.006820678710938	0	0	10000	True	False	cc6a142a2dad970ec8af3d48665098723e9097bedf00ec1c626aa0ba8ea2bd33	d8070087a5c77ec01049cba2efd30f7bab72a3ba49d147f7cf0b71be8f23a930	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
117	117_286fec180aec1d60	background	304	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_top_run2_frozen_v2_single_top_scaleout_shard4319_10kevt_bundle.tar.gz	train	10000	7	10000	10000	280552.00576782227	7870942.7940348182	28.055200576782227	28.055200576782227	0	0	10000	True	False	cf5f80ba93b1786fe4ec01f5ce2407c86baccfd812ec55a075bcf1c292bdc215	bb008ca1dd410ac1fa0d0d737ee79d3ea65b1d2275d16d6f4929c1f401804ca8	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
118	118_26e9d0984f933875	background	305	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_top_run2_frozen_v2_single_top_scaleout_shard4320_10kevt_bundle.tar.gz	train	10000	10	10000	10000	280308.20846557617	7857269.1733180908	28.030820846557617	28.030820846557617	0	0	10000	True	False	4cb47835616db073a077242fecc219da28e40b7f8641bb183086314713affab5	ae9ab6c96ca7e6cf0a6afa2b3b0295acc0f469f5c687b48c8c245b8bafc7e505	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
119	119_1e6086ec44cdb4ac	background	306	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_top_run2_frozen_v2_single_top_scaleout_shard4321_10kevt_bundle.tar.gz	train	10000	10	10000	10000	280148.20098876953	7848301.4517244007	28.014820098876953	28.014820098876953	0	0	10000	True	False	b9775adbc725b923539ed8f26e9e624d57409f54174c1b0256e199c350cea46b	425b0518b54c581d9fa0059ef64e78d790ab3022853002ebc0578836e225e8e5	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
120	120_84158ac2249f0a9b	background	309	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9901_5200_bundle.tar.gz	train	5200	9	5200	5200	497.16589617729187	47.680042725786009	-0.09575614333152771	0.09575614333152771	4	0	5196	False	True	975fe361b082fb12ebc655daa6b5b737da3a30c65e7cd565cd0674e7f4d8bc42	3498922a5e4441e0094efc32c8c229f50d8944806df774f23f12a86a96e631e6	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
121	121_15d61db3bc7371b6	background	310	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9902_5200_bundle.tar.gz	train	5200	9	5200	5200	493.58571624755859	47.14097107146813	-0.09521329402923584	0.09521329402923584	8	0	5192	False	True	76d5820f72657e789a8f8430776f5ce10b54cbb747e11b8919b241cb070d5036	98eac3de9eb01e3ad3e85260965701f7ffe21b5b41e9f81d293e9d0043229ab5	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
122	122_4bb35aab3b0e259c	background	311	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9903_5200_bundle.tar.gz	train	5200	10	5200	5200	495.90987846255302	47.659484775684227	-0.095735497772693634	0.095735497772693634	10	0	5190	False	True	1cddfa6260638230bac9a398aab96f442d8d5d9bea884c7af4bee29c4da3f825	58d3beb44e04ad44ff86e89e889f744d502903b4aaab8ab27348ce2e47acbd9b	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
123	123_c66d7980bc270866	background	312	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9904_5200_bundle.tar.gz	train	5200	5	5200	5200	495.21264959871769	47.488886405821098	-0.095564000308513641	0.095564000308513641	9	0	5191	False	True	3c63c714819c7d8f5c4e578205ae14c79d57b5f7733d0cc46b704a0eb8ef751c	c5c48cb4e461d021afef6fcda321583af484a9d30b46097e361106ecb4748d42	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
124	124_d181d55d40f44187	background	314	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9911_3300_bundle.tar.gz	train	3300	9	3300	3300	100.66672565415502	3.0820425887001601	-0.030560633167624474	0.030560633167624474	3	0	3297	False	True	ad68a0d5a944394f35ba92c6025a0d3a66416dee2ee38db69d39183ffe91fb01	c004c4abc8e0e0b32c35b46d09526c4c427e63ec861ef589f1e9fa899aae0f46	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
125	125_b79b3358bcdf5f25	background	315	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9912_3300_bundle.tar.gz	train	3300	20	3300	3300	100.03685921803117	3.0733791277445079	-0.03051765076816082	0.03051765076816082	11	0	3289	False	True	1ffd7a2af3b2e810619e907259864aa4a1e58e9ea1ed31ab6318b76df2e2bfc6	a2a02daff2b6896f852c334e492c4f5fee3553cfaf6e1352b871cfb58ddf8fc6	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
126	126_2f08834c715d7db4	background	316	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9913_3300_bundle.tar.gz	train	3300	20	3300	3300	100.83515885844827	3.0923648196835631	-0.030611766502261162	0.030611766502261162	3	0	3297	False	True	25fb6de6b5fe19413a3a9902bc8df5dc109f1390977983d5ab34179af2bf9eb7	3cd4e50b3e4a8b872d8ffc87c8e81e55cd40fde27ec26c248cb542d1543d0972	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
127	127_06ebff65e23c5239	background	317	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9914_3300_bundle.tar.gz	train	3300	19	3300	3300	100.47161588817835	3.0850740722735872	-0.03057565912604332	0.03057565912604332	7	0	3293	False	True	3ab59356faf7cb011282505fd36b16caa1fa239ae6005e57cf764c02be0906f9	b05a226ca124566794447d75b6ff8c52df211da7a66dd5981cbf514a35703b11	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
128	128_86635a7384981347	background	319	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9921_1500_bundle.tar.gz	train	1500	12	1500	1500	15.761973477900028	0.16606909429619371	-0.010522011667490005	0.010522011667490005	1	0	1499	False	True	aa4fce800d71bd13a075841ddc4009f8e96d9fd148c67628b0a2d57cb1b50ff0	36f069e04ed96481aa39879c09d60a84303081f58acb61dd28d8f9ff15f84c9b	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
129	129_5d287ee2da0a5a24	background	320	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9922_1500_bundle.tar.gz	train	1500	18	1500	1500	15.647666286677122	0.16498815412711301	-0.010487711988389492	0.010487711988389492	4	0	1496	False	True	c6139d6d1efee53918d8a8dd93433c988c4170b58fe3b30b7fc2f450f723013d	556e8de75ef3dd65dfe4e289a29e18e94923db971f71de811de3f551a14ce9e1	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
130	130_0957ae68ef33041c	background	321	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9923_1500_bundle.tar.gz	train	1500	15	1500	1500	15.704029183834791	0.16752353455494995	-0.010567987337708473	0.010567987337708473	7	0	1493	False	True	1c159778a5c7a33ec1f8bb4e6ca5485e3d499b8672eedb96b8e719db4df28336	6e9330adf26e1d401832fcfbea44df181a5379e1263e8af0fb6f8c0b01254396	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
131	131_5d4746de2f33f0ad	background	351	qcd_bbbb_general	unified_background_5m_wavea_pilots_20260720_retry1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/qcd_bbbb_general_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz	train	10000	334	10000	10000	3470123.9013671875	1204175989.0839829	347.01239013671875	347.01239013671875	0	0	10000	True	False	233ab3e392c4947202d8a62578c9fdbcc4386c63be47822fab27b26fad5b093f	6427a58847e7016d8ee3d3010088106f1192421b49596f722bdbc61ceec6302b	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
132	132_f50e80e4c57fa853	background	352	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	train	10000	382	10000	10000	3474596.8627929688	1207282335.893074	347.45968627929688	347.45968627929688	0	0	10000	True	False	9606f29b52c098c1a8665bb8d6c73e21eb32a8343c406d26d31017de0a77e806	bfa6c8ee053b94b8843fa40f93fa1f24c2556954e71169bbf72a3c9896ec29c1	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
133	133_401e9c70e6875243	background	353	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard010_10k_bundle.tar.gz	train	10000	353	10000	10000	3467995.3002929688	1202699140.2854118	346.79953002929688	346.79953002929688	0	0	10000	True	False	4d41a18e7e5a49334272abac50e579d9e3ffe453bb3b8252ea61a9ee3b9cff7c	f81454c2905055e46fc688a9ebf52b97d824e1958f2c54254eb249943537b00f	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
134	134_88a1922288f4e1e2	background	355	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard012_10k_bundle.tar.gz	train	10000	368	10000	10000	3470920.1049804688	1204728637.5157628	347.09201049804688	347.09201049804688	0	0	10000	True	False	6e6bf22ba432e3e8979aec48f2a41c4581bbc7bc8d1454c0a1bdc9ef8f8c1408	462647f98989307c6f8c144e44b583c17f883bac0263ab2eca4e030050f29aa6	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
135	135_0da11df67300c997	background	356	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard013_10k_bundle.tar.gz	train	10000	352	10000	10000	3471458.1298828125	1205102154.7529473	347.14581298828125	347.14581298828125	0	0	10000	True	False	231d4edb0852d3c2fa41f040f55bdc3f36d6054dc5032b9c47ebf528a6e390ae	5c04d34f4d5e145ac7a8c1cbe1e93d1fea3044e6781f9c3779aca813c2692885	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
136	136_32557f65e428d00e	background	357	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard002_10k_bundle.tar.gz	train	10000	367	10000	10000	3459758.30078125	1196992749.9824762	345.975830078125	345.975830078125	0	0	10000	True	False	148e3fdda798be174fb72f9b75e5ed283f9e1d5538b16ea30a1224f4006a1f4c	14b78be9b15b24a3013370479ca9eca3642551f4e488b53a32b14d508b96fcb9	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
137	137_c247b175bd137134	background	358	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard003_10k_bundle.tar.gz	train	10000	379	10000	10000	3473646.240234375	1206621820.2294409	347.3646240234375	347.3646240234375	0	0	10000	True	False	d9ce98485b2a42a48bcc6720f92a48e89da0bde6a6a959e0e437d46e9bd36d63	a53468f6dd93288db5c40d2ac8f8df1fd7579e05ee51e30aa29116e24061232d	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
138	138_f1b43584806e2277	background	359	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard005_10k_bundle.tar.gz	train	10000	395	10000	10000	3478510.4370117188	1210003486.0399458	347.85104370117188	347.85104370117188	0	0	10000	True	False	32705269945cb2eccafc41018119d106602fbcb65d8e6d91de8943d07ac10486	b81c5205ea355407f5f36abd21887e6c7ebfe5740a0085edcedbf47e28edd15d	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
139	139_308ef684aadac859	background	360	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard006_10k_bundle.tar.gz	train	10000	324	10000	10000	3471008.9111328125	1204790286.1163392	347.10089111328125	347.10089111328125	0	0	10000	True	False	15c17305c4bdc84f31ff5b199f44a880be2ecd57674d2dc475fcf0d9c8bf512f	1839cb35f295b5785109132e2b0c16ca56f051c0376ca0893d156907328d5aef	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
