canary_class	source_uid	sample_class	process_or_mode	root_resolution_mode	root_resolution_chain	parquet_a	parquet_b	parquet_sha256	parquet_byte_identical	source_entries_total	rows_materialized	weight_branch	raw_weight_available_rows	broad_eligible_rows	assignment_matchable_rows	max_selected_jets	jet_order	jet_storage	truth_match_rule	readback_rows	readback_event_uid_unique	readback_assignment_matchable_rows	readback_broad_eligible_rows	readback_raw_weight_available_rows	readback_max_selected_jets	status	error
ordinary_background_bundle	c660746595f512710f2aca2a::background::321::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9923_1500_bundle.tar.gz	background	zzz_zbb	zzz_zbb_run2_frozen_v2_train_shard9923_1500_bundle.tar.gz::root/zzz_zbb_run2_frozen_v2_train_shard9923_1500_delphes.root	tar_member	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/hh4b_seven_class_feature_materialization_canary_v1_20260804T234939Z/run_a/ordinary_background_bundle.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/hh4b_seven_class_feature_materialization_canary_v1_20260804T234939Z/run_b/ordinary_background_bundle.parquet	dc7e9a9c25f2d7c858277b1f1ad909b9228a5381f8c6d157dae2848eb130a82f	True	1500	512	Event/Event.Weight	512	235	0	9	selected jets sorted by descending Jet.PT	all selected jets; no extraction-time truncation	exactly four direct b daughters of exactly two Higgs mothers; minimum-cost one-to-one jet matching with deltaR < 0.4	512	512	0	235	512	9	pass	NA
hard_qcd_bundle	256666d525d1d35b7272b519::background::216::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9818_seed1229818_bundle.tar.gz	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9818_seed1229818_bundle.tar.gz::root/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9818_seed1229818_delphes.root	tar_member	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/hh4b_seven_class_feature_materialization_canary_v1_20260804T234939Z/run_a/hard_qcd_bundle.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/hh4b_seven_class_feature_materialization_canary_v1_20260804T234939Z/run_b/hard_qcd_bundle.parquet	cea775ea8061352b6a104f5882570cdda0d2814f3acccd547c33cb801b93bfe3	True	1052	512	Event/Event.Weight	512	76	0	6	selected jets sorted by descending Jet.PT	all selected jets; no extraction-time truncation	exactly four direct b daughters of exactly two Higgs mothers; minimum-cost one-to-one jet matching with deltaR < 0.4	512	512	0	76	512	6	pass	NA
qcd_bbbb_general_bundle	331e1d9ade0b6f4ee6de7411::background::359::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard005_10k_bundle.tar.gz	background	qcd_bbbb_general	qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard005_10k_bundle.tar.gz::root/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard005_10k_delphes.root	tar_member	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/hh4b_seven_class_feature_materialization_canary_v1_20260804T234939Z/run_a/qcd_bbbb_general_bundle.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/hh4b_seven_class_feature_materialization_canary_v1_20260804T234939Z/run_b/qcd_bbbb_general_bundle.parquet	130dc40b336a178dd00617529650a7fba7f0f2fde384d1a455390f525db125b2	True	10000	512	Event/Event.Weight	512	151	0	7	selected jets sorted by descending Jet.PT	all selected jets; no extraction-time truncation	exactly four direct b daughters of exactly two Higgs mothers; minimum-cost one-to-one jet matching with deltaR < 0.4	512	512	0	151	512	7	pass	NA
qcd_bbbb_iht400to600_bundle	0f1d84b89957afb5ad1b5c6d::background::367::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	background	qcd_bbbb_iht400to600	qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz::root/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_delphes.root	tar_member	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/hh4b_seven_class_feature_materialization_canary_v1_20260804T234939Z/run_a/qcd_bbbb_iht400to600_bundle.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/hh4b_seven_class_feature_materialization_canary_v1_20260804T234939Z/run_b/qcd_bbbb_iht400to600_bundle.parquet	ba55c7d5fe0e2a3409db721f394f183bc95e85e8e65be2167b575f025e528d9d	True	10000	512	Event/Event.Weight	512	411	0	9	selected jets sorted by descending Jet.PT	all selected jets; no extraction-time truncation	exactly four direct b daughters of exactly two Higgs mothers; minimum-cost one-to-one jet matching with deltaR < 0.4	512	512	0	411	512	9	pass	NA
direct_ttbar_root	7f85bc41fcf2f1234d2e9cdd::background::338::event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_200k_shard011_event_summary.parquet	background	ttbar_inclusive	direct_root	/uscms_data/d3/iturkmen/hh4b_delphes/root/ttbar_200k_shard011_pythia8_delphes.root	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/hh4b_seven_class_feature_materialization_canary_v1_20260804T234939Z/run_a/direct_ttbar_root.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/hh4b_seven_class_feature_materialization_canary_v1_20260804T234939Z/run_b/direct_ttbar_root.parquet	7f092c745c58f6aa1dd371acf4d35d763725e1f9b49f52235b95bdc4fa97fec1	True	10000	512	Event/Event.Weight	512	354	0	10	selected jets sorted by descending Jet.PT	all selected jets; no extraction-time truncation	exactly four direct b daughters of exactly two Higgs mothers; minimum-cost one-to-one jet matching with deltaR < 0.4	512	512	0	354	512	10	pass	NA
ggf_signal_bundle	b79f897061f17eef98bf9b4a::signal::71::ggf_shard_071	signal	ggf_hh4b	HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard071_seed86071_bundle.tar.gz::products/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard071_seed86071_reconstruction.tar.gz::root/HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16071_1000_pythia8_delphes.root	nested_tar_member	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/hh4b_seven_class_feature_materialization_canary_v1_20260804T234939Z/run_a/ggf_signal_bundle.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/hh4b_seven_class_feature_materialization_canary_v1_20260804T234939Z/run_b/ggf_signal_bundle.parquet	1f4ccf11cf4a881e4116ab45653b8416b64bf7c33862f99bf30cf7f300a42658	True	1000	512	Event/Event.Weight	512	287	107	12	selected jets sorted by descending Jet.PT	all selected jets; no extraction-time truncation	exactly four direct b daughters of exactly two Higgs mothers; minimum-cost one-to-one jet matching with deltaR < 0.4	512	512	107	287	512	12	pass	NA
vbf_signal_bundle	4e26b2a32ca02ef1e27285e1::signal::108::vbf_hh4b_sm_run2_frozen_v2_train_shard9408_10k	signal	vbf_hh4b	vbf_hh4b_sm_run2_frozen_v2_train_shard9408_10k_bundle.tar.gz::root/vbf_hh4b_sm_run2_frozen_v2_train_shard9408_10k_delphes.root	tar_member	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/hh4b_seven_class_feature_materialization_canary_v1_20260804T234939Z/run_a/vbf_signal_bundle.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/hh4b_seven_class_feature_materialization_canary_v1_20260804T234939Z/run_b/vbf_signal_bundle.parquet	c49d1729c699355345e0c296d5db17d05615818e8db7159a6caed064f9ce5f52	True	10000	512	Event/Event.Weight	512	339	120	11	selected jets sorted by descending Jet.PT	all selected jets; no extraction-time truncation	exactly four direct b daughters of exactly two Higgs mothers; minimum-cost one-to-one jet matching with deltaR < 0.4	512	512	120	339	512	11	pass	NA
