sample,collection,n_jets_audited,median_n_constituents,p10_n_constituents,p90_n_constituents,frac_ge5_constituents,frac_ge10_constituents,median_sum_const_pt_over_jet_pt,p10_sum_const_pt_over_jet_pt,p90_sum_const_pt_over_jet_pt,median_lead_const_pt_frac
ttbar_ak4ak8_smoke10k,FatJet,168,36.5,23.0,56.0,1.0,0.9940476190476191,1.0165343610157733,1.0025699844675549,1.0533615186767469,0.18142581774630306
ttbar_ak4ak8_smoke10k,Jet,4800,12.0,6.0,21.0,0.9595833333333333,0.699375,0.960787178196193,0.9139019201637407,0.9892364007514627,0.2727061536741181
ttbar_extra50k_ak4ak8_shard000,FatJet,179,37.0,22.0,53.0,1.0,1.0,1.01439739323106,1.0028961663162794,1.0520402444956065,0.17994082281991933
ttbar_extra50k_ak4ak8_shard000,Jet,4694,12.0,6.0,21.0,0.9559011504047721,0.6996165317426501,0.9606578462829162,0.9142877887042175,0.98807832420607,0.26944250718302876
