row_type,model_label,target_epsilon_sm,s_450,b_qcd_450_central,z_a_450_central,b_qcd_450_95up,z_a_450_using_b_qcd_95up_mcstat,yang_li_reference_s,yang_li_reference_b,yang_li_reference_z_a,b_max_for_yangli_z,b_qcd_central_over_b_max,b_qcd_95up_over_b_max,remaining_background_budget_central,remaining_background_budget_95up,positive_b95_headroom,interpretation_label
MODEL_DIAGNOSTIC,Step2j BDT-K,0.15,180.23428935533994,13166788.063838195,0.049670268214132611,13182938.070224803,0.049639834280801653,20.5,32.700000000000003,3.2837638591231246,2953.0435906186822,4458.7178142804405,4464.1867502751256,-13163835.020247577,-13179985.026634185,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-KF,0.15,180.23428935533994,236417.79393591033,0.37063136677388292,238591.82784744291,0.36893934451020099,20.5,32.700000000000003,3.2837638591231246,2953.0435906186822,80.059026113589894,80.795227204030653,-233464.75034529166,-235638.78425682423,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 2M primary checkpoint,0.15,180.23428935533994,148236.35490012934,0.46802826737182901,149960.24044612463,0.46533143759255835,20.5,32.700000000000003,3.2837638591231246,2953.0435906186822,50.197821451417468,50.781587147078639,-145283.31130951067,-147007.19685550596,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 10M primary checkpoint,0.15,180.23428935533994,160841.01462135365,0.44932226233164063,162636.21653785219,0.4468364597289684,20.5,32.700000000000003,3.2837638591231246,2953.0435906186822,54.466183679888175,55.074099500095365,-157887.97103073497,-159683.17294723351,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-K,0.10,120.15540474602248,7633649.5202974565,0.043488663706296976,7645949.2499637725,0.043453670582504052,20.5,32.700000000000003,3.2837638591231246,1299.4236795207962,5874.6424592728736,5884.1079860753798,-7632350.0966179362,-7644649.8262842521,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-KF,0.10,120.15540474602248,101422.18077309959,0.37721688158075312,102850.1029588711,0.37459020493312351,20.5,32.700000000000003,3.2837638591231246,1299.4236795207962,78.051664265886131,79.150553110437656,-100122.7570935788,-101550.6792793503,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 2M primary checkpoint,0.10,120.16722710908465,51310.615964937497,0.53028951645163869,52329.598423725511,0.52510511695467266,20.5,32.700000000000003,3.2837638591231246,1299.6832239507908,39.479324668793481,40.263348375501415,-50010.932740986704,-51029.915199774718,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 10M primary checkpoint,0.10,120.15776921863493,48422.657386118699,0.5458182883200664,49412.879014175487,0.54032605123149635,20.5,32.700000000000003,3.2837638591231246,1299.4755863329219,37.26322979469424,38.025246133032041,-47123.18179978578,-48113.403427842568,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-K,0.075,90.11714467766997,5258599.6963644205,0.0392980613600038,5268810.208446688,0.039259964938472697,20.5,32.700000000000003,3.2837638591231246,723.68248034154385,7266.4460439647655,7280.5551489377758,-5257876.0138840787,-5268086.5259663463,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-KF,0.075,90.11714467766997,54761.54368443742,0.38499096055201387,55813.851825778067,0.38134637231268215,20.5,32.700000000000003,3.2837638591231246,723.68248034154385,75.670677641101065,77.124779640149058,-54037.861204095876,-55090.169345436523,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 2M primary checkpoint,0.075,90.11714467766997,20464.293828136229,0.62949279405892955,21112.090488319391,0.61977389140123662,20.5,32.700000000000003,3.2837638591231246,723.68248034154385,28.278000896854724,29.173140240116748,-19740.611347794686,-20388.408007977847,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 10M primary checkpoint,0.075,90.126602568119694,14827.29113378359,0.73940606761006356,15380.431163699475,0.72601471447074506,20.5,32.700000000000003,3.2837638591231246,723.83742095114735,20.484283769551482,21.248460936834487,-14103.453712832443,-14656.593742748328,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-K,0.05,60.078884609317463,3140519.6956459265,0.033901562563914828,3148412.9621285098,0.033859039505891343,20.5,32.700000000000003,3.2837638591231246,315.29288625468394,9960.6424139525643,9985.6771255705353,-3140204.4027596717,-3148097.6692422549,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-KF,0.05,60.081249081929897,20654.387304210377,0.41785196272123759,21305.131773058529,0.41142711582021235,20.5,32.700000000000003,3.2837638591231246,315.3184468236625,65.503263485758126,67.567032590938553,-20339.068857386716,-20989.813326234867,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 2M primary checkpoint,0.05,60.083613554542325,2522.3942017531258,1.191623160582699,2757.480794108958,1.1400764168779705,20.5,32.700000000000003,3.2837638591231246,315.34400842954392,7.9988651578160379,8.7443576551258655,-2207.0501933235819,-2442.1367856794141,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 10M primary checkpoint,0.05,60.083613554542325,248.58377640465585,3.6709814933937595,330.94991031093917,3.2096873945180873,20.5,32.700000000000003,3.2837638591231246,315.34400842954392,0.78829395758187026,1.0494884997470375,66.760232024888069,-15.605901881395255,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-K,0.04,48.062634792931483,2374486.8547923556,0.031190420168082256,2381351.7779261624,0.031145430399364901,20.5,32.700000000000003,3.2837638591231246,198.78647208631509,11944.911692790289,11979.445849273665,-2374288.0683202692,-2381152.991454076,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-KF,0.04,48.067363738156345,10740.281398189396,0.46346721007591002,11212.795410687615,0.45361092524496244,20.5,32.700000000000003,3.2837638591231246,198.82705535219446,54.018208835635981,56.394716457605369,-10541.454342837202,-11013.968355335421,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 2M primary checkpoint,0.04,48.062634792931483,365.56437706567039,2.4615024034335486,462.70999636241476,2.1972625248474187,20.5,32.700000000000003,3.2837638591231246,198.78647208631509,1.8389801540767756,2.3276734654333087,-166.7779049793553,-263.92352427609967,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 10M primary checkpoint,0.04,48.091008464280677,124.29188820232793,4.0725721308581857,186.43220321786418,3.3849667527661715,20.5,32.700000000000003,3.2837638591231246,199.0300338934743,0.62448810247830211,0.93670387112352715,74.738145691146372,12.597830675610112,TRUE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-K,0.03,36.048749449157931,1668720.9571418308,0.027905947938001687,1674477.7787443406,0.027857936932324388,20.5,32.700000000000003,3.2837638591231246,109.07377334148097,15299.011907450102,15351.791062568233,-1668611.8833684893,-1674368.7049709992,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-KF,0.03,36.051113921770373,2939.1375916079896,0.66362769627753759,3191.9536659816749,0.63690688720991506,20.5,32.700000000000003,3.2837638591231246,109.08879635569261,26.942616380372371,29.260141945045014,-2830.0487952522972,-3082.8648696259825,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 2M primary checkpoint,0.03,36.053478394382807,65.801587871820672,4.110402483096629,114.82535316064349,3.2081816849332037,20.5,32.700000000000003,3.2837638591231246,109.10382040666821,0.60310984186030403,1.0524411769693227,43.302232534847533,-5.721532753975282,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 10M primary checkpoint,0.03,36.060571812220097,80.424162954447482,3.7658151348090625,133.12037210091822,2.9982146639981311,20.5,32.700000000000003,3.2837638591231246,109.14889878017939,0.73682981553866023,1.2196217606282609,28.724735825731912,-23.971473320738824,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-K,0.02,24.032499632771959,1010134.7979954017,0.02391154048390013,1014616.3433445484,0.0238586739990315,20.5,32.700000000000003,3.2837638591231246,46.116478442925967,21903.988164351071,22001.166992840612,-1010088.6815169587,-1014570.2268661055,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-KF,0.02,24.032499632771959,21.933862623940222,4.4669921404379025,56.689212372297909,2.9988205971024016,20.5,32.700000000000003,3.2837638591231246,46.116478442925967,0.47561876718504653,1.2292615196638836,24.182615818985745,-10.572733929371942,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 2M primary checkpoint,0.02,24.05614435889629,36.556437706567039,3.6310649410779683,76.863821149674919,2.616716863578247,20.5,32.700000000000003,3.2837638591231246,46.214074244302381,0.79102391001749839,1.6632123959326366,9.6576365377353426,-30.649746905372538,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 10M primary checkpoint,0.02,24.098704865920091,51.179012789193855,3.1456482377518373,96.129640635492777,2.364651394745604,20.5,32.700000000000003,3.2837638591231246,46.390007854316323,1.1032335443856136,2.0722057417489417,-4.7890049348775321,-49.739632781176454,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-K,0.015,18.024374724578966,712484.97090099158,0.021353571460691622,716250.60707045789,0.02129736552525022,20.5,32.700000000000003,3.2837638591231246,24.67577143927366,28873.868144483178,29026.472742022648,-712460.29512955225,-716225.93129901856,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-KF,0.015,18.026739197191404,UNDEFINED,UNDEFINED,21.902660048745776,3.4499437761191611,20.5,32.700000000000003,3.2837638591231246,24.682893649068937,UNDEFINED,0.8873619260427339,UNDEFINED,2.7802336003231609,TRUE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 2M primary checkpoint,0.015,18.066935231602766,29.24515016525363,3.0635400298248618,66.924009618630521,2.1188627361422094,20.5,32.700000000000003,3.2837638591231246,24.804129675261734,1.1790435926651812,2.6980994896739645,-4.4410204899918959,-42.119879943368787,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 10M primary checkpoint,0.015,18.232448314473096,29.24515016525363,3.0895139848941544,66.924009618630521,2.137524815243169,20.5,32.700000000000003,3.2837638591231246,25.306490540452479,1.155638318102828,2.6445393331664202,-3.9386596248011507,-41.617519078178042,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-K,0.01,12.016249816385979,431548.74712602387,0.018291612952217071,434481.95736351213,0.018229765147188968,20.5,32.700000000000003,3.2837638591231246,9.9212767153459325,43497.2997435418,43792.948209121969,-431538.82584930852,-434472.03608679678,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-KF,0.01,12.028072179448145,UNDEFINED,UNDEFINED,21.902660048745776,2.3764901281199267,20.5,32.700000000000003,3.2837638591231246,9.9437520143409159,UNDEFINED,2.2026554983629598,UNDEFINED,-11.95890803440486,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 2M primary checkpoint,0.01,12.016249816385979,14.622575082626815,2.8148895431115788,46.030357470273081,1.7013985525757362,20.5,32.700000000000003,3.2837638591231246,9.9212767153459325,1.4738602200268294,4.6395598863878789,-4.7012983672808826,-36.109080754927149,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 10M primary checkpoint,0.01,12.418210160499639,14.622575082626815,2.9003158997416358,46.030357470273081,1.756132004205301,20.5,32.700000000000003,3.2837638591231246,10.699928264771888,1.366604964144454,4.301931408439625,-3.9226468178549272,-35.33042920550119,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-K,0.005,6.0081249081929897,196052.17542031902,0.013569095592313035,198032.96280140238,0.013501064575519943,20.5,32.700000000000003,3.2837638591231246,1.8312666245275517,107058.23652025466,108139.88533892103,-196050.34415369449,-198031.13153477784,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-KF,0.005,6.079059086565989,UNDEFINED,UNDEFINED,21.902660048745776,1.2448903467316395,20.5,32.700000000000003,3.2837638591231246,1.888190460602976,UNDEFINED,11.599815011114591,UNDEFINED,-20.014469588142802,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 2M primary checkpoint,0.005,6.1358064292643872,UNDEFINED,UNDEFINED,21.902660048745776,1.2560520477747179,20.5,32.700000000000003,3.2837638591231246,1.9343870993706691,UNDEFINED,11.322790591330742,UNDEFINED,-19.968272949375105,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 10M primary checkpoint,0.005,6.3746181631201502,7.3112875413134075,2.1003433723390152,34.683757550987757,1.0515596114969215,20.5,32.700000000000003,3.2837638591231246,2.1352103903961401,3.4241532235879402,16.243718982911545,-5.1760771509172674,-32.548547160591617,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-K,0.003,3.6058207339607664,110122.61294726255,0.010865845055601356,111610.03682327432,0.010793198578248774,20.5,32.700000000000003,3.2837638591231246,0.4364945477941049,252288.63339481514,255696.29079518522,-110122.17645271475,-111609.60032872652,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-KF,0.003,4.0976310373468916,UNDEFINED,UNDEFINED,21.902660048745776,0.85018767632827508,20.5,32.700000000000003,3.2837638591231246,0.63880195332987788,UNDEFINED,34.287089972993904,UNDEFINED,-21.263858095415898,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 2M primary checkpoint,0.003,3.6720259671088988,UNDEFINED,UNDEFINED,21.902660048745776,0.7640955519216609,20.5,32.700000000000003,3.2837638591231246,0.46128848343919115,UNDEFINED,47.481480321051784,UNDEFINED,-21.441371565306586,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 10M primary checkpoint,0.003,4.152013907432857,7.3112875413134075,1.4166102246242287,34.683757550987757,0.6916029394695844,20.5,32.700000000000003,3.2837638591231246,0.66376091860815012,11.014941278321345,52.253389102384382,-6.6475266227052572,-34.019996632379609,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-K,0.002,2.4046686468446561,70575.858636298319,0.0090515861538816959,71768.923534200367,0.0089760362858225685,20.5,32.700000000000003,3.2837638591231246,0.11398787909575103,619152.30984352157,629618.90425133449,-70575.744648419219,-71768.809546321267,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-KF,0.002,3.0548986152638102,UNDEFINED,UNDEFINED,21.902660048745776,0.63839764325051485,20.5,32.700000000000003,3.2837638591231246,0.25909200958288248,UNDEFINED,84.536223575583506,UNDEFINED,-21.643568039162894,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 2M primary checkpoint,0.002,2.5678172571025528,UNDEFINED,UNDEFINED,21.902660048745776,0.53844681617000867,20.5,32.700000000000003,3.2837638591231246,0.14408965557381498,UNDEFINED,152.00716499405726,UNDEFINED,-21.758570393171961,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 10M primary checkpoint,0.002,2.553630421427953,UNDEFINED,UNDEFINED,21.902660048745776,0.53552564385920931,20.5,32.700000000000003,3.2837638591231246,0.14130827215580199,UNDEFINED,154.99913568114826,UNDEFINED,-21.761351776589976,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-K,0.001,1.2035165597285444,33829.327453657133,0.0065433901111403188,34658.895659874819,0.0064646080185373454,20.5,32.700000000000003,3.2837638591231246,0.0051595032788201017,6556702.3850003975,6717486.8949401602,-33829.322294153855,-34658.890500371541,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,Step2j BDT-KF,0.001,2.1469411320894269,UNDEFINED,UNDEFINED,21.902660048745776,0.45154132819037496,20.5,32.700000000000003,3.2837638591231246,0.074639719630595874,UNDEFINED,293.44510077403299,UNDEFINED,-21.82802032911518,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 2M primary checkpoint,0.001,1.6102058490670705,UNDEFINED,UNDEFINED,21.902660048745776,0.339967484857575,20.5,32.700000000000003,3.2837638591231246,0.022404123411198101,UNDEFINED,977.61736296267316,UNDEFINED,-21.880255925334577,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
MODEL_DIAGNOSTIC,SPA-Net 10M primary checkpoint,0.001,1.551094033756238,UNDEFINED,UNDEFINED,21.902660048745776,0.32762765323698584,20.5,32.700000000000003,3.2837638591231246,0.018851145558774998,UNDEFINED,1161.8742203468018,UNDEFINED,-21.883808903187003,FALSE,DIAGNOSTIC_ONLY_NOT_DEMONSTRATED_IMPROVEMENT
