production_row_index	source_uid	generated_events	broad_eligible_rows	assignment_matchable_rows	transport_class	output_sha256	status
58	265659ec6844ada669a1c22b::background::200::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9788_seed1209788_bundle.tar.gz	10000	122	0	qcd_variable_frozen_fragment	7e791cfa8d314298afbacdd809848af0484abf40eca79c440952adda7c621c02	pass
59	286a8961f7e75524ed52e3b1::background::161::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1837_seed1201837_bundle.tar.gz	10000	142	0	qcd_variable_frozen_fragment	b7edb2d782dd10438695dfa93553639241f1ab9eff9f9fe87c5f8542bc6cb1f8	pass
60	28cad4a2f5ab5c25d207948a::background::64::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1076_seed1201076_bundle.tar.gz	10000	144	0	qcd_variable_frozen_fragment	5f75681f5f0936ec91f6148849750bad0edb25f88d25c4cca123366d0257f8cb	pass
61	2b5c1961e0da5a94d3dd6922::background::139::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1176_seed1221176_bundle.tar.gz	10000	1492	0	qcd_uniform_constant	2920b0ef9f71b5fd7e49f8812273372cd8c632cf77ea38c88084d1c9a71ee76b	pass
62	2c2137bd1a11d29566552454::background::110::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1139_seed1211139_bundle.tar.gz	10000	576	0	qcd_variable_frozen_fragment	5778298b7a660bb9f152ba6927b2d9ec3b83459e5d430a0b6c1c8d3b47293a65	pass
63	2df9f3c8fd1857d7df03536d::background::204::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9797_seed1209797_bundle.tar.gz	10000	129	0	qcd_uniform_constant	5c3bf97649d92ba8c85798a5d95b1a783e73e2b8d668c1533d41d01d2bcfbd75	pass
64	2e18dbab0788c0655351bce6::background::160::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1836_seed1201836_bundle.tar.gz	10000	136	0	qcd_variable_frozen_fragment	42856f3a4356e634f5d366ba26357a42df1e20d785bf12bc9796669bf620517e	pass
65	2f862e1d6690070145517b88::background::38::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1038_seed1201038_bundle.tar.gz	10000	133	0	qcd_uniform_constant	3ab002cfe6794d26e5b09bfb02d4957131f63d9a5c0eb7a575d64732a0733f71	pass
66	2fc1765f92bee7ca2ad0745c::background::45::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1050_seed1201050_bundle.tar.gz	10000	128	0	qcd_variable_frozen_fragment	7b4f8b9380e0f11c567b53f1f1f47d0f3d8405b87df86a1b4a975008ff009646	pass
67	326a5afd73acd1973ad9efce::background::67::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1083_seed1201083_bundle.tar.gz	10000	135	0	qcd_variable_frozen_fragment	85cf04100467dbff1f8f9916e7a44fa6007c26cd667f5daafcd4f5a849bdd5d0	pass
68	34b1e9d59bdb22c9ae6729b8::background::208::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9806_seed1219806_bundle.tar.gz	10000	560	0	qcd_variable_frozen_fragment	0044a8893a817c4f28733753179188fee51442b5b9018baf5f077b8d85ed3783	pass
69	369607981cba9e3f933173ba::background::153::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1826_seed1201826_bundle.tar.gz	10000	126	0	qcd_variable_frozen_fragment	6e0faa4ff6bf866a7b7a54e4acf5ee9d3bd0bf8be560b4dec8c53f12922f41e4	pass
70	397083e42d53f7591ed40e84::background::141::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin03_pthat200to300_shard1178_seed1231178_bundle.tar.gz	10000	3371	0	qcd_uniform_constant	837d514e85251e0b96917ffa9a0dde6ec208a86fbda6eb32a6a4aaf3f34d4708	pass
71	3985a321950cc46302e7b4a2::background::184::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin04_pthat300to500_shard1866_seed1241866_bundle.tar.gz	2855	1341	0	qcd_uniform_constant	fc2ff44a3bc442eef7950ad84fe8de0e0e01e8df90b3936f4061f959f7f78f53	pass
72	3c218500a70136d42696cdbd::background::205::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9798_seed1209798_bundle.tar.gz	10000	129	0	qcd_variable_frozen_fragment	475a9aa389e455108f7c3cda821bb593496c322522ea48bccdefa87647416d40	pass
73	3c9b389d779c1cd8f768600b::background::219::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin05_pthat500to700_shard9824_seed1259824_bundle.tar.gz	2527	1372	0	qcd_uniform_constant	04421f5df646f32d37ed258d0f9579f3143c0372ed6e76a3e1be0cf1ed2019ad	pass
74	3ce04d39eb1f03650a156ab1::background::182::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin03_pthat200to300_shard1863_seed1231863_bundle.tar.gz	10000	3418	0	qcd_uniform_constant	6c237482295cf54d860daabbf9ccc559c6b6a80035c634e7395050df8ff6271b	pass
75	3d9f6517f0e585392bc55730::background::80::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1100_seed1201100_bundle.tar.gz	10000	132	0	qcd_variable_frozen_fragment	c90eadb06bf51299fde1bb5613580d5ae1f600604655e5825320f7ffe7a1f0db	pass
76	3da88a15811d3039fa596d87::background::82::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1102_seed1201102_bundle.tar.gz	10000	145	0	qcd_uniform_constant	3c399a63367ae9c1487f03424cf75096ee4fcc036640b2e2eb588833734591a6	pass
77	3ece5afaee693d683e829846::background::85::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1106_seed1211106_bundle.tar.gz	10000	555	0	qcd_variable_frozen_fragment	2485e7e343e83fe8d081757b9c15cf6bd636f79b409cf22c45ff94b3afbfbf37	pass
78	3faaceda80411cc24d45d24c::background::81::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1101_seed1201101_bundle.tar.gz	10000	130	0	qcd_variable_frozen_fragment	bd62c413ab823391b2cf24fd9d747ec3de3996dea8509ecc17220d0d8056b987	pass
79	40c218a668fd9e2befeac9d4::background::51::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1058_seed1201058_bundle.tar.gz	10000	117	0	qcd_variable_frozen_fragment	565c6c1f349bd1754785daa5559114504457f337d440219e6fcc9bb851c5205c	pass
80	41afb3ef62ff0a95f27b7b11::background::90::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1113_seed1211113_bundle.tar.gz	10000	582	0	qcd_variable_frozen_fragment	45af599db8942c6076d2053ca4f1cdf4c066b9cf94db1b23b88d644ece0ec581	pass
81	41ffdcf26e0a406be3a3a34a::background::192::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9776_seed1209776_bundle.tar.gz	10000	139	0	qcd_variable_frozen_fragment	b1fd7889d30d2ef3d7809dba1cb74c4aefa5775b383bcdf49cd6f7c7b633ff7f	pass
82	426a61c13fb8814690689d5e::background::120::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1149_seed1211149_bundle.tar.gz	10000	587	0	qcd_variable_frozen_fragment	fbcd8099c644b02ad403ab54bdf2c6acd984b6706533ef77d8ca76825a481023	pass
83	470da0a2b752a837467fce78::background::63::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1075_seed1201075_bundle.tar.gz	10000	152	0	qcd_variable_frozen_fragment	b40deb43b89c2814a4e1cca07f400572fcf00a65ecb279929207f04df25ea098	pass
84	482e13bb945af35911ca709c::background::47::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1052_seed1201052_bundle.tar.gz	10000	139	0	qcd_variable_frozen_fragment	18791fffa1ddaa1c521e5b010dfe9d6d729fb4e0e94a70d8ee5ee2174706f290	pass
85	4882f035b3e6e255725894b5::background::147::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1820_seed1201820_bundle.tar.gz	10000	144	0	qcd_variable_frozen_fragment	b1e941a84900595112c70a51e897ad4dd55df674f3afc81e242fb191246a19b3	pass
86	48cdfcb72bf85bd30fb3d338::background::155::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1828_seed1201828_bundle.tar.gz	10000	136	0	qcd_variable_frozen_fragment	6f5f45587947c59b62032ecf77cc1f4f0c483271b945d5a0d86eb377acd14bab	pass
87	49065a145a9da5b3c4c63196::background::158::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1834_seed1201834_bundle.tar.gz	10000	125	0	qcd_variable_frozen_fragment	16d957b30856dbe8ed0fc702fe7310968e5536e03f8db5a98384957c694c2c4a	pass
88	492d76164620425fd4a38568::background::55::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1063_seed1201063_bundle.tar.gz	10000	107	0	qcd_variable_frozen_fragment	386c69f5a844c26af186381271fa200f8e439f52bc55ce2b62041a8467e9628f	pass
89	49a2638e63d98ff43df450c1::background::207::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9801_seed1209801_bundle.tar.gz	10000	117	0	qcd_variable_frozen_fragment	84873a9ff65e3806b9130c1cef7db7c1aacae5840b96f38460c276d2419ac161	pass
90	4b23df1afb18cd2abd379780::background::175::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1855_seed1211855_bundle.tar.gz	10000	640	0	qcd_variable_frozen_fragment	69d5577d05df4cd6bb4329b510986e6348fadb8a58559d779ea296b3d43b2c77	pass
91	4cb37ad30a944e05dde81444::background::114::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1143_seed1211143_bundle.tar.gz	10000	570	0	qcd_variable_frozen_fragment	325c96824e3cdaee377d480a90cc4ed34233088a0ea65c0a9ff89b8653a1faaf	pass
92	4d0d6d647ec04b0075933ba3::background::75::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1094_seed1201094_bundle.tar.gz	10000	116	0	qcd_uniform_constant	cbb9b1814f81009df55161ad984bc464628690e2737b6419a99a4b0127515ad9	pass
93	4fa0b8f81b9772eb078d3c0b::background::102::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1129_seed1211129_bundle.tar.gz	10000	546	0	qcd_uniform_constant	f5358f7fbe03dc0e0faf057abb32dd006dbf199272a7c73aca4efee4c0d5c37f	pass
94	5044a6e1019c07aac38c4f37::background::209::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9808_seed1219808_bundle.tar.gz	10000	520	0	qcd_variable_frozen_fragment	98adb02d95d0bc77f155b4b2969dde7e31cb2f5a86148be9e582f477f0a5e6fc	pass
95	506a4a33bb3114c64f3d002d::background::183::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin04_pthat300to500_shard1865_seed1241865_bundle.tar.gz	10000	4509	0	qcd_uniform_constant	613e3c4f676078c1bcfcd40574ab2804937aeb25b6f08a6790993d93fa6a7920	pass
96	50c17982fbf2dcc3aa3dcac3::background::188::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin07_pthat1000toInf_shard1871_seed1271871_bundle.tar.gz	10000	6067	0	qcd_uniform_constant	928c3897cd058df330768e104c5e2ea3a12cf1007ac2587337a117050d4123e0	pass
97	511e38f39d0e1b4e5d6037de::background::174::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1853_seed1211853_bundle.tar.gz	10000	579	0	qcd_variable_frozen_fragment	5d50936589a77dcd80e3dd5fb85716b70148987875105cc53f90c5520a8f9929	pass
98	51c3cc0bc21cda0e4a5807a5::background::150::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1823_seed1201823_bundle.tar.gz	10000	123	0	qcd_uniform_constant	94400b8e2699ada5b1c8605fe9ca95aa98291d28b5b24f2b31f495546a8a0331	pass
99	51e48b6b65534c3e081aa2c8::background::101::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1127_seed1211127_bundle.tar.gz	10000	562	0	qcd_variable_frozen_fragment	ce97ed7045890a92ccbf4a899125c0f87209c652f7966e985b66274d222174d2	pass
100	528035c1f4af388b7ffcff08::background::43::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1047_seed1201047_bundle.tar.gz	10000	112	0	qcd_variable_frozen_fragment	e363e0550570236eef630550587ff997df6e28df13dd67c3455c392518e3ecfe	pass
101	5304d983da8e8e8103487569::background::171::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1849_seed1201849_bundle.tar.gz	9163	113	0	qcd_variable_frozen_fragment	2d862950e123eb08904d7d55e5ddd053813e2493a2897ec92521d8f316fd2d71	pass
102	553eefefde62b55ae18e586a::background::215::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin02_pthat100to200_shard9817_seed1229817_bundle.tar.gz	10000	1487	0	qcd_uniform_constant	f8dcfb8b5fe96e81aed8b96ac8f884b02092426bbe654c6319d2c39720235ccc	pass
103	557f71440ffa2dc12f05f308::background::163::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1839_seed1201839_bundle.tar.gz	10000	140	0	qcd_variable_frozen_fragment	d5185821d3ecd8810d3d1963b92e99e44756b301419cee10843e5d335b7a2689	pass
104	5a4d100c18764fd8791866fa::background::178::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin02_pthat100to200_shard1858_seed1221858_bundle.tar.gz	10000	1453	0	qcd_uniform_constant	b220a14d51614ca85e26f897e6bf6572aa1984e0c8872bec70c93b870f1d69a0	pass
105	5b34e7d7c8b92209ca4ab29d::background::117::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1146_seed1211146_bundle.tar.gz	10000	575	0	qcd_variable_frozen_fragment	07c7f8c01d36819d177d6ce1b122ae6e7508300c6e7c22e34cf782f27803895c	pass
106	5b5ad486c37751f1b6e55e38::background::77::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1097_seed1201097_bundle.tar.gz	10000	130	0	qcd_variable_frozen_fragment	e0b91ae88e82fcbb44050ebb456c8a8f4cd7456b7840b94f50ddf045fbcd31c7	pass
107	5c4621b09ef7a6bc49957556::background::122::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1151_seed1221151_bundle.tar.gz	10000	1444	0	qcd_uniform_constant	73d837a55dc2d1c9dea0505b79dfe98608f63635e17deacefd47a7f30ff291fb	pass
108	5cccbd7357ae1fde4772487e::background::71::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1088_seed1201088_bundle.tar.gz	10000	138	0	qcd_variable_frozen_fragment	127e1c7e70c93bfe2e65cf5c4d703466d2b60b252013f986702ea273c3f988dc	pass
109	5d07a37aee258b91dbc13e21::background::187::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin06_pthat700to1000_shard1869_seed1261869_bundle.tar.gz	10000	5891	0	qcd_uniform_constant	f2049ae1173c3154fb0016674988e77ac074976ae3855cbc62407df0db8903a1	pass
110	5f4a77010b81f56c455a25c5::background::107::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1135_seed1211135_bundle.tar.gz	10000	580	0	qcd_variable_frozen_fragment	cf72ff8bd9d4cd39205270c96b4036a307793e4f5d3ec9eee25bd296ae868906	pass
111	5fad593f0101e0bee8ad1cf4::background::149::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1822_seed1201822_bundle.tar.gz	10000	128	0	qcd_variable_frozen_fragment	6bee45f185d1bf70483c68d36946114535858f4db70aa7bf7439820b7ce233b5	pass
112	6313c1575ba1599e63fd3a9e::background::86::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1107_seed1211107_bundle.tar.gz	10000	556	0	qcd_variable_frozen_fragment	aab83fa9f24818387bae71fb4a6b5f0be18ffd0e1bd1f457543d1008e73cd9fa	pass
113	63e1239b3f2a4c8a53dbae19::background::129::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1162_seed1221162_bundle.tar.gz	10000	1430	0	qcd_uniform_constant	5e3dfdf4863ca6465776721e98fa30fc048ce8cee52b53e1973e920368bdf1d1	pass
114	64e7772611d569e565da936f::background::56::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1066_seed1201066_bundle.tar.gz	10000	138	0	qcd_variable_frozen_fragment	60c10876a062e4069379b047d7ccac98535647fc8eba590421af8da84eddcead	pass
115	66f7a8f538a41bb2bdcea168::background::70::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1086_seed1201086_bundle.tar.gz	10000	109	0	qcd_variable_frozen_fragment	486526ae6c3bdffb64a1fff152232b70cefbc4de212d89607d52ca502a77b7dc	pass
116	670bcfb31fc0bc05834f5639::background::132::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1167_seed1221167_bundle.tar.gz	10000	1478	0	qcd_uniform_constant	8deb1cdfbd872e71fa436c1239d1a8ad85ee448c5cb8e44e72f9b2c33f95552e	pass
117	67adedb754dee181165dd546::background::181::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin02_pthat100to200_shard1862_seed1221862_bundle.tar.gz	8521	1306	0	qcd_uniform_constant	a0f2496d7529fc44447ce58a2cb52036ece9e25d5d82c399cd21aa998db68138	pass
118	6898f98238d3c3fd31ffa828::background::52::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1059_seed1201059_bundle.tar.gz	10000	136	0	qcd_variable_frozen_fragment	fe101d6b4591fa6abac9fc109acec9742c80299aa92d0fbb2704d8d3d9fd131a	pass
