sample_group	remote_path	remote_size_bytes	remote_adler32	identity_status
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid129.root	969878081	74d4133c	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid13.root	972841438	64003492	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid130.root	971536700	b3364bc2	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid131.root	970070695	cb40d594	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid132.root	968930383	33fb80b2	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid133.root	973185071	07591b2d	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid134.root	972148892	247b3229	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid135.root	970936482	3e88d866	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid136.root	969162870	ec6e2765	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid137.root	970553438	baaf4941	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid138.root	971142317	89fe7ab6	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid139.root	975324102	fac90c9c	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid14.root	970875094	5921aa6c	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid140.root	972153016	afe0a472	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid141.root	970623194	0209caff	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid142.root	961005564	1d2cf95c	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid143.root	963809879	171992b5	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid144.root	971475764	3b67dafe	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid145.root	976116625	a0b274fd	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid146.root	968322901	9dcef807	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid147.root	971496150	5296ab5e	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid148.root	966853729	13c4c914	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid149.root	970041932	7f9a2249	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid15.root	968784365	a3c6ee29	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid150.root	963559241	00d35707	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid151.root	971346436	e71930d3	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid152.root	972403615	c319090b	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid153.root	967958463	63888c12	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid154.root	968545565	bd6c7e2c	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid155.root	970735216	4a7aec77	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid156.root	972468181	9ca08ffe	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid157.root	969480508	8d804e03	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid158.root	972810134	e300f3a2	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid159.root	969522038	1be8bbd3	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid16.root	970780955	2bcc80eb	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid160.root	970563870	623c8af7	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid161.root	971208649	2a6562f1	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid162.root	973546443	7ef0c52e	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid163.root	973613870	1253384b	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid164.root	971763802	54534e9e	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid165.root	970159410	8a99ca45	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid166.root	973133759	1ec3d7f1	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid167.root	973955595	f7863442	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid168.root	966119641	2439f6b8	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid169.root	973466580	f38242ca	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid17.root	972739298	e668fd22	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid170.root	976218946	6235f962	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid171.root	973825616	3a1cc062	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid172.root	972472943	84ca1212	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid173.root	970009111	2904889c	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid174.root	971497410	89688550	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid175.root	972884421	e425a1d3	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid18.root	973531538	3b698dd1	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid19.root	965295460	31065b8e	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid2.root	970809973	557be801	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid20.root	966524219	fed0f262	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid21.root	972699828	b339a386	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid22.root	975058263	37c46d30	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid23.root	968646546	976e6a3e	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid24.root	964908516	7d1f04c9	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid25.root	970007347	5c4b7f89	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid26.root	969389249	3ff3cf38	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid27.root	972411386	b7f24a12	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid28.root	970427492	b882dbf1	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid29.root	969040524	7f4f68a7	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid3.root	968674541	f5951c6c	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid30.root	975030888	2acce1b2	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid31.root	970813337	01c10969	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid32.root	971651359	8fbea340	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid33.root	970366064	3033f8be	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid34.root	970052966	3644011a	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid35.root	966455560	1646496e	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid36.root	972317968	9bc278a4	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid37.root	973182643	96bdf7f4	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid38.root	965053403	5211de31	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid39.root	969973486	a8130448	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid4.root	972882578	23e4fcaa	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid40.root	969679397	dabb9eb7	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid41.root	970934750	fc6c452c	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid42.root	973594349	1b919dd8	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid43.root	970611795	fa1f8694	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid44.root	970322700	381856c8	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid45.root	975564640	a23304da	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid46.root	971255860	1a2c9902	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid47.root	970136683	0c52301e	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid48.root	969466047	df8549c5	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid49.root	972057410	4e15d5f5	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid5.root	969754988	2327c0b1	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid50.root	966997284	acff3a9f	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid51.root	963158006	49e7a5a5	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid52.root	969629706	1a9a3265	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid53.root	971240706	9652b150	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid54.root	969260459	b76615e1	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid55.root	969957652	732ca66b	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid56.root	968654777	d8c0448b	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid57.root	974431909	c5126408	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid58.root	969262291	9b9026bf	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid59.root	965725089	70c01fee	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid6.root	964221816	e4d51e16	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid60.root	970066314	070ed296	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid61.root	970944093	152e918d	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid62.root	970883574	a635adbc	complete
QCD_DelphesHH4JTrig_forInfer_merged_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/QCD_DelphesHH4JTrig_forInfer_merged_ntuple/QCD_DelphesHH4JTrig_forInfer_ntuple_mergeid63.root	973411481	f581becf	complete
