role	path	bytes	sha256
returned_root	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar8_exact_regeneration_20260727_v1/members/ttbar_100k_shard003/root/ttbar_100k_shard003_pythia8_delphes.root	913864894	127c87510087d164038b7629ea9d5210008cc4cb1473aa9b069a5cd4b859629e
canonical_payload	/uscms_data/d3/iturkmen/hh4b_delphes/condor_inputs/hh4b_ttbar8_exact_regeneration_canary_retry2_20260727_v1/hh4b_ttbar8_exact_regeneration_canary_retry1_payload.tar.gz	10522	3cc059b75cb63d27b57c51dfbd6643397fcb794e8e184ce689b4d905f53fad97
portable_python39_environment	/uscms_data/d3/iturkmen/hh4b_delphes/condor_inputs/hh4b_ttbar8_exact_regeneration_canary_retry2_20260727_v1/python39_site_packages.tar.gz	83876186	6f47dbb493681b424342045f38cd514a56dba056e41ce2cce04790d99ce515cd
