model	weighting	background_efficiency	signal_efficiency_central	signal_efficiency_p16	signal_efficiency_p84	signal_efficiency_p2p5	signal_efficiency_p97p5	valid_replicas	support_pass
bdt	development_hierarchical	0.42	0.7965264604680482	0.7761350842896481	0.8086551665166073	0.7604768413172398	0.8185778978377994	1000	True
bdt	development_hierarchical	0.43	0.8013167207931083	0.7854485352015558	0.81225407225353	0.7658637309205097	0.8212151824549283	1000	True
bdt	development_hierarchical	0.44	0.8069481361466107	0.7923687487575821	0.8156596897971865	0.7737350882716683	0.8257205968294405	1000	True
bdt	development_hierarchical	0.45	0.8112362715631535	0.7976481568693086	0.8193140107490137	0.784005305531268	0.833961639105361	1000	True
bdt	development_hierarchical	0.46	0.8112362715631535	0.8018269117256794	0.8249078681508084	0.7903120055243096	0.8411851503456472	1000	True
bdt	development_hierarchical	0.47000000000000003	0.8144017230931565	0.8053707064973861	0.8331560681045534	0.7941512394960583	0.8460499090394079	1000	True
bdt	development_hierarchical	0.48	0.820566728556199	0.8093171456420517	0.8393455159523516	0.7994678996909479	0.8506277769692415	1000	True
bdt	development_hierarchical	0.49	0.830667223204703	0.8130365965528339	0.8450965119859917	0.802757005865456	0.8563093706151124	1000	True
bdt	development_hierarchical	0.5	0.8369458010050727	0.8182934346158403	0.8497092927651471	0.8061574628870279	0.863218165427774	1000	True
bdt	development_hierarchical	0.51	0.844261009674062	0.8259858636801256	0.8551553400807836	0.8110834761938899	0.8682709444709574	1000	True
bdt	development_hierarchical	0.52	0.8461554882006865	0.8337012704895116	0.8611161562722555	0.8172251771740643	0.872358667543091	1000	True
bdt	development_hierarchical	0.53	0.8510869175180811	0.8395786662421749	0.8662742617183047	0.8256972572911081	0.8770303929828218	1000	True
bdt	development_hierarchical	0.54	0.8591626680851288	0.8445097248241478	0.8706091463323905	0.8329168126344529	0.8815214700422664	1000	True
bdt	development_hierarchical	0.55	0.8652457922853232	0.8493432473425898	0.8745342799802046	0.8389689212842996	0.8864276109278708	1000	True
bdt	development_hierarchical	0.56	0.867721805759858	0.8554224797798624	0.8792112620994202	0.84192680125248	0.8912048359369525	1000	True
bdt	development_hierarchical	0.5700000000000001	0.8678375732986401	0.8606696991955638	0.8839351753725183	0.847527390562909	0.8948848372222928	1000	True
bdt	development_hierarchical	0.58	0.8731223834201186	0.864574501168222	0.8882631131000737	0.8537760554454543	0.8996669277234434	1000	True
bdt	development_hierarchical	0.59	0.8801313717561537	0.8672398767510944	0.8924634232881941	0.8597819244041803	0.905901527662587	1000	True
bdt	development_hierarchical	0.6	0.8840055275176937	0.870171943306076	0.8963709413715252	0.8622289874515761	0.912265430466837	1000	True
bdt	development_hierarchical	0.61	0.8895085214973673	0.8752298224212977	0.90120101382414	0.864110043944666	0.9182059297100559	1000	True
bdt	development_hierarchical	0.62	0.8927554908737416	0.8804051302930883	0.9071887549284413	0.8664469658785858	0.923338498979973	1000	True
bdt	development_hierarchical	0.63	0.8974266301515543	0.8849470833414608	0.9138525016589079	0.8696304484883967	0.9263161940308199	1000	True
bdt	development_hierarchical	0.64	0.90274789316093	0.889193020762062	0.9194577717752125	0.8758739786821048	0.9291677369534033	1000	True
bdt	development_hierarchical	0.65	0.9099395824292995	0.8931903561458949	0.9241041096750046	0.8810508628660804	0.9316172968544475	1000	True
bdt	development_hierarchical	0.66	0.9155578264124936	0.8982550738732443	0.9270925693830244	0.8849593847347798	0.9323475013574951	1000	True
bdt	development_hierarchical	0.67	0.9222363898127401	0.9044212166573482	0.9291897894049934	0.8893464981269691	0.933934572709054	1000	True
bdt	development_hierarchical	0.68	0.9252260254713908	0.9112986896105019	0.9303745178761176	0.8935565363527641	0.9345163254312268	1000	True
bdt	development_hierarchical	0.6900000000000001	0.9285910655592343	0.9174866223415638	0.9312849357322155	0.8987883469847625	0.934979469250725	1000	True
bdt	development_hierarchical	0.7000000000000001	0.9285910655592343	0.9219929205052434	0.932220181836522	0.9060477985266066	0.9368651145670065	1000	True
bdt	development_hierarchical	0.71	0.930083825452175	0.9243100822345451	0.9331652326373562	0.9121729158246613	0.9398141252068545	1000	True
bdt	development_hierarchical	0.72	0.930083825452175	0.9259050303202913	0.9343435602985639	0.9175394685060432	0.9438872329368722	1000	True
bdt	development_hierarchical	0.73	0.930083825452175	0.9269462898936774	0.9376324863317654	0.9215011730525344	0.9477186369326205	1000	True
bdt	development_hierarchical	0.74	0.9313520074853935	0.9279395837968027	0.9411076876838671	0.9240236398751982	0.9537935908998475	1000	True
bdt	development_hierarchical	0.75	0.9371576580814186	0.9296204563503412	0.9454540847952337	0.9249943922533795	0.9571285399563649	1000	True
bdt	development_hierarchical	0.76	0.9402904345993769	0.9313811354063756	0.9511042584639736	0.9267130681678177	0.9589207420695329	1000	True
bdt	development_hierarchical	0.77	0.9441154164084654	0.9350622152117253	0.955662276833916	0.9282468245108028	0.9599889566696044	1000	True
bdt	development_hierarchical	0.78	0.9499775107354408	0.9393009181878444	0.9577197687602703	0.9312061002882933	0.9608850688548856	1000	True
bdt	development_hierarchical	0.79	0.9558517575486205	0.9433533973447087	0.9590303132918294	0.935415158920879	0.9622345729356635	1000	True
bdt	development_hierarchical	0.8	0.9577390932564099	0.9496764083539186	0.9602529913729332	0.9393216325470172	0.9643234283282528	1000	True
bdt	development_hierarchical	0.81	0.9578548339971507	0.9543896170412843	0.9628806784450852	0.9446017601410397	0.9664939663073323	1000	True
bdt	development_hierarchical	0.8200000000000001	0.9598899517518743	0.9565459218979752	0.9654201757889184	0.9504457717338842	0.9692145663153288	1000	True
bdt	development_hierarchical	0.8300000000000001	0.9635933158729161	0.9583099822284314	0.9677642656002765	0.9546304822220054	0.9733029245768863	1000	True
bdt	development_hierarchical	0.84	0.9654682490040368	0.9610378590976376	0.9712780812114921	0.9563683174540792	0.9756323886590669	1000	True
bdt	development_hierarchical	0.85	0.9679906895772477	0.9640296309971669	0.974536174958012	0.9588306915507849	0.9775874280319042	1000	True
bdt	development_hierarchical	0.86	0.9733890350914435	0.9664762210477118	0.9765188045477473	0.9624809551253224	0.9798621226767616	1000	True
bdt	development_hierarchical	0.87	0.9746310756321666	0.9698726089677069	0.9788490306700367	0.9651188293601343	0.981421596978379	1000	True
bdt	development_hierarchical	0.88	0.9777876424590483	0.9734338480920133	0.9808266817251772	0.9682445895726395	0.9826770649689683	1000	True
bdt	development_hierarchical	0.89	0.9803858994804691	0.9762120261383332	0.9821634059344303	0.971987984719199	0.985054677300735	1000	True
bdt	development_hierarchical	0.9	0.9809226253064358	0.9785649964868371	0.9844454939110784	0.9748914275060244	0.9873153693515343	1000	True
bdt	development_hierarchical	0.91	0.983449058364164	0.9801997290994687	0.9867807326924223	0.9775368919399934	0.9886758857948397	1000	True
bdt	development_hierarchical	0.92	0.9864767609717062	0.9824149357834464	0.9880776309113873	0.9796379356680269	0.9897066494364484	1000	True
bdt	development_hierarchical	0.93	0.9873725171223485	0.9852743184788552	0.9893788669950073	0.9821059953465061	0.9916190365000387	1000	True
bdt	development_hierarchical	0.9400000000000001	0.9888782370026471	0.9869610512789933	0.9913743386345123	0.9848863816315786	0.9930666842358642	1000	True
bdt	development_hierarchical	0.9500000000000001	0.991703381870425	0.9889297550057182	0.992895598568697	0.9868287553217991	0.994316068014616	1000	True
bdt	development_hierarchical	0.96	0.9926523926960527	0.9911868359178436	0.9947929108130668	0.9893013899807435	0.9964468471860166	1000	True
bdt	development_hierarchical	0.97	0.9955441096459883	0.9933305685798447	0.9966761774127881	0.9914164633129001	0.9976503325186239	1000	True
bdt	development_hierarchical	0.98	0.9974535288342076	0.9960630473931619	0.9981652540862539	0.9946319960485793	0.9986578214547492	1000	True
bdt	development_hierarchical	0.99	0.9984698955172114	0.9979296666798716	0.9987421457663447	0.997365959649509	0.9990360635679837	1000	True
bdt	development_hierarchical	1.0	1.0	1.0	1.0	1.0	1.0	1000	True
single_head	development_hierarchical	0.0	8.445945945946423e-05	0.0	0.0013351122587961094	0.0	0.0021348652940107004	1000	True
single_head	development_hierarchical	0.01	0.03232261231204338	0.028145627173226013	0.036905984320290214	0.0222487416934906	0.04412548372775831	1000	True
single_head	development_hierarchical	0.02	0.05783151677069089	0.04477573154658681	0.06586758592693431	0.03450030018792254	0.0847312490933857	1000	True
single_head	development_hierarchical	0.03	0.08526400707513707	0.06395285819332513	0.09393655869695249	0.05441629546249068	0.10189638027903189	1000	True
single_head	development_hierarchical	0.04	0.09682240019147867	0.0873513332490151	0.11586444727307535	0.07222978252319476	0.13036658028782558	1000	True
single_head	development_hierarchical	0.05	0.12598010529405312	0.10288781764356515	0.1354234850170191	0.09097281716142577	0.14543866262033903	1000	True
single_head	development_hierarchical	0.06	0.13576666690168404	0.12519769201937275	0.1469764466085853	0.11436101144044476	0.16039465143336143	1000	True
single_head	development_hierarchical	0.07	0.14487181230795457	0.1360807406323823	0.15830318412527597	0.12319955700839985	0.18865095907383841	1000	True
single_head	development_hierarchical	0.08	0.14487181230795457	0.14075816840990188	0.18432791635099544	0.1326291370521535	0.2187184922572761	1000	True
single_head	development_hierarchical	0.09	0.1671773984338659	0.14480842351541678	0.21165781259410882	0.1378917625238883	0.24068159592828461	1000	True
single_head	development_hierarchical	0.1	0.1933516060521969	0.15200664530936264	0.23453520358529184	0.14007955129189725	0.2533310352550312	1000	True
single_head	development_hierarchical	0.11	0.21987775777887267	0.17696055881777822	0.24475227588834136	0.14649183726716575	0.26662381599927915	1000	True
single_head	development_hierarchical	0.12	0.23767745173633611	0.20546938085586994	0.25595468461481224	0.1542852782061259	0.29075657697896334	1000	True
single_head	development_hierarchical	0.13	0.245045561380965	0.22654878425317085	0.2732317751692036	0.18542656830842466	0.3161969321113842	1000	True
single_head	development_hierarchical	0.14	0.25840298296597713	0.2364844260422189	0.2971252865085787	0.2111492342716039	0.3415218703604697	1000	True
single_head	development_hierarchical	0.15	0.28168320413639336	0.24432045537125088	0.32466642245257565	0.23013128124103296	0.35912512207677816	1000	True
single_head	development_hierarchical	0.16	0.3021116530470163	0.2577265747563814	0.34429452446030856	0.23691959852566027	0.3748752863497075	1000	True
single_head	development_hierarchical	0.17	0.32985986618727864	0.2775689250730889	0.35728936185946875	0.24622344899334664	0.393168315201878	1000	True
single_head	development_hierarchical	0.18	0.3503809894681274	0.2990652303266296	0.374564733232431	0.2606792972472734	0.41028926063003857	1000	True
single_head	development_hierarchical	0.19	0.3539203389292816	0.3243997186557069	0.3923418341143978	0.2801880069672767	0.4296178740753338	1000	True
single_head	development_hierarchical	0.2	0.3787710949592103	0.343500760745883	0.40999760906432214	0.3029422348310996	0.45004382515555075	1000	True
single_head	development_hierarchical	0.21	0.39437051334800777	0.3564062237335755	0.42809174202886185	0.32886111083516545	0.47084341089060033	1000	True
single_head	development_hierarchical	0.22	0.41253964842884455	0.3724948345932078	0.44877557299263704	0.3440317313974906	0.4833210206424136	1000	True
single_head	development_hierarchical	0.23	0.42937565595934457	0.39063700849117783	0.46699397648147545	0.35701546319582794	0.4931165938225333	1000	True
single_head	development_hierarchical	0.24	0.45135206389246707	0.4083784506134794	0.4796224515433762	0.37613125881469184	0.5016917582132652	1000	True
single_head	development_hierarchical	0.25	0.46804741458905486	0.42706933308853284	0.49013300789976766	0.3965621667868161	0.515919020482901	1000	True
single_head	development_hierarchical	0.26	0.48110186004744715	0.4464634078904444	0.4980185657334606	0.41446087186926545	0.531977014761476	1000	True
single_head	development_hierarchical	0.27	0.4872742079228663	0.46233218079129645	0.509863733950022	0.4341750230093413	0.546968963280948	1000	True
single_head	development_hierarchical	0.28	0.49110860764959985	0.4736611739259261	0.5268242322904259	0.4500209044119697	0.5634187761713024	1000	True
single_head	development_hierarchical	0.29	0.5079115777724091	0.4815066355903887	0.5405896239182886	0.46261024819100494	0.5744857826405626	1000	True
single_head	development_hierarchical	0.3	0.524668594896269	0.4904959076900598	0.5559777638853859	0.47257075289422296	0.5828689278244381	1000	True
single_head	development_hierarchical	0.31	0.5321766875228937	0.5004967005224004	0.5701217701643017	0.4784677385364638	0.5898633578296715	1000	True
single_head	development_hierarchical	0.32	0.5514738140463774	0.5157638238628891	0.5798326539401178	0.4851486134731005	0.5946315491694872	1000	True
single_head	development_hierarchical	0.33	0.5678365747532655	0.528485668997087	0.5863997498907223	0.49983015356311633	0.607006796306885	1000	True
single_head	development_hierarchical	0.34	0.5748378091626305	0.5423897372251678	0.5934192986704852	0.5144992096248274	0.6196545327695266	1000	True
single_head	development_hierarchical	0.35000000000000003	0.5801752907446295	0.5570295744541225	0.6032493771325866	0.526630634907653	0.6307299710633133	1000	True
single_head	development_hierarchical	0.36	0.5818903507220765	0.5670563895649781	0.6163556201954483	0.5382900106455739	0.6441335392451883	1000	True
single_head	development_hierarchical	0.37	0.597325103576385	0.5745291639650301	0.628850884497005	0.5524575897620269	0.6535917751121035	1000	True
single_head	development_hierarchical	0.38	0.6096376283288518	0.5822976571711828	0.6408197715466776	0.5627035567999829	0.6621751603047118	1000	True
single_head	development_hierarchical	0.39	0.6231180095289782	0.5917626298663122	0.6512657655637232	0.5680956360496504	0.6681620430154203	1000	True
single_head	development_hierarchical	0.4	0.6354526666011252	0.6036767282091494	0.6585900363424166	0.5768247736094415	0.6735453751642904	1000	True
single_head	development_hierarchical	0.41000000000000003	0.6524510466346475	0.6180473136770457	0.6645922467731912	0.5871718425520894	0.6863325214045051	1000	True
single_head	development_hierarchical	0.42	0.6531022676380991	0.6304681864712911	0.6710570099942221	0.5985289750847419	0.6981302658002803	1000	True
single_head	development_hierarchical	0.43	0.6585138105401872	0.6401886259655272	0.6819309804946089	0.6132805987491134	0.7083618214619372	1000	True
single_head	development_hierarchical	0.44	0.6671551212938002	0.6476967098405392	0.6946420674562013	0.6245911050403071	0.7204159021743006	1000	True
single_head	development_hierarchical	0.45	0.6787578189740622	0.6551023415240383	0.7058135304615005	0.6366942570507798	0.7281506452531796	1000	True
single_head	development_hierarchical	0.46	0.6918354226399429	0.663492585641085	0.7170229967578482	0.6459256434414956	0.7371292112884814	1000	True
single_head	development_hierarchical	0.47000000000000003	0.704038941557853	0.6747894851416909	0.726850673056433	0.6532074239030917	0.744427624654013	1000	True
single_head	development_hierarchical	0.48	0.7117952732797481	0.6868931476187942	0.7343028378284311	0.6611544036882953	0.7556306812269028	1000	True
single_head	development_hierarchical	0.49	0.7240795300140427	0.698592309255374	0.742457913804284	0.6727737752872684	0.7653615878088066	1000	True
single_head	development_hierarchical	0.5	0.7306982293555514	0.7086645908660872	0.7497025059040094	0.6875957749903063	0.7716249945304687	1000	True
single_head	development_hierarchical	0.51	0.7389236998533578	0.7181852649308186	0.7576413596315273	0.6986832094768383	0.7787748609867282	1000	True
single_head	development_hierarchical	0.52	0.7471201599579294	0.726762258472833	0.7660063009298168	0.7074233853222607	0.7846225310018325	1000	True
single_head	development_hierarchical	0.53	0.7471201599579294	0.734048808369492	0.7740871293014253	0.7178379477907653	0.7902145723535796	1000	True
single_head	development_hierarchical	0.54	0.7578816770884325	0.7410974531765179	0.7800189906072906	0.7262532938908041	0.7995113820481777	1000	True
single_head	development_hierarchical	0.55	0.7679038532608414	0.7455440408883214	0.785284599861827	0.7326839629539849	0.8084238854274248	1000	True
single_head	development_hierarchical	0.56	0.7759394996469401	0.7501969086200303	0.7926594811927973	0.7367617383062138	0.8165903528254695	1000	True
single_head	development_hierarchical	0.5700000000000001	0.7759394996469401	0.7574935840364868	0.8007085547881606	0.7414041279366061	0.8232407891268553	1000	True
single_head	development_hierarchical	0.58	0.7800903394041236	0.7652646494117656	0.8086199819646319	0.7462727126483605	0.8293698503933948	1000	True
single_head	development_hierarchical	0.59	0.7905404979351296	0.7706908867384384	0.8164273490648483	0.7531011712910352	0.8368053067732836	1000	True
single_head	development_hierarchical	0.6	0.7994997334110883	0.7752232999769406	0.8227013923914268	0.7606000266157363	0.8465689863066651	1000	True
single_head	development_hierarchical	0.61	0.8063783981414874	0.7810973919592413	0.8300353438941898	0.7646750136569335	0.8559135248841386	1000	True
single_head	development_hierarchical	0.62	0.8161752586024374	0.7883523041771284	0.8380457048449401	0.7699325408592336	0.8630102299124836	1000	True
single_head	development_hierarchical	0.63	0.8205917255954381	0.7968233164545409	0.8466947336966469	0.7740652853492821	0.8710566133073389	1000	True
single_head	development_hierarchical	0.64	0.8269168963746132	0.8058230922240931	0.8557131740356517	0.7817912756954174	0.879308929207339	1000	True
single_head	development_hierarchical	0.65	0.8362063702183121	0.8127305305880387	0.8639120967287666	0.7905522004174467	0.886561755247733	1000	True
single_head	development_hierarchical	0.66	0.8439270502416337	0.8185073719400655	0.8704894398455418	0.7992029340211749	0.8967380204524381	1000	True
single_head	development_hierarchical	0.67	0.8537027145967311	0.8256201895912739	0.8776430296388827	0.8060044859648429	0.9027688696078996	1000	True
single_head	development_hierarchical	0.68	0.8617951518105192	0.8335119819153858	0.8865245369287754	0.8145037600076946	0.9096120158647939	1000	True
single_head	development_hierarchical	0.6900000000000001	0.8677998084954276	0.842329740142389	0.8953428458048744	0.8218678517287898	0.9146325359843049	1000	True
single_head	development_hierarchical	0.7000000000000001	0.8755350309631268	0.8516453696290787	0.9029413163912015	0.8309704157960657	0.9205174800808918	1000	True
single_head	development_hierarchical	0.71	0.8846702498708533	0.8592509494956071	0.9086363285773116	0.8398120074643417	0.9264067981665364	1000	True
single_head	development_hierarchical	0.72	0.8959440023799938	0.8670340865112937	0.9137536614620175	0.8489649062056889	0.9310118744858177	1000	True
single_head	development_hierarchical	0.73	0.9008725644160054	0.8744827584884964	0.9194465771982573	0.8547198582145227	0.9364440822524529	1000	True
single_head	development_hierarchical	0.74	0.9068821757700586	0.8837130380964267	0.9256950289077601	0.8618844290964898	0.9411571785885001	1000	True
single_head	development_hierarchical	0.75	0.9111076392174141	0.8923704247075966	0.9306822677711328	0.8687731026445372	0.9444238309545433	1000	True
single_head	development_hierarchical	0.76	0.9173761269920414	0.8995605869038551	0.9360917347464988	0.8795949262203917	0.9501536910032012	1000	True
single_head	development_hierarchical	0.77	0.924946040191122	0.9056431180094725	0.9402288030884706	0.8882100882820219	0.9558478852169224	1000	True
single_head	development_hierarchical	0.78	0.9286016247469521	0.9108814593043993	0.9439743965360161	0.8962644458403538	0.9582029375401947	1000	True
single_head	development_hierarchical	0.79	0.9356377434228429	0.9166077855264545	0.9505964809082663	0.9032157825106237	0.9608503023766332	1000	True
single_head	development_hierarchical	0.8	0.9392142492261788	0.9233245704433848	0.9534740825867063	0.9096989404581445	0.9617969596565032	1000	True
single_head	development_hierarchical	0.81	0.9428626948966532	0.9287351497902543	0.9564078430943472	0.9156158538671874	0.9626782873579536	1000	True
single_head	development_hierarchical	0.8200000000000001	0.9521501783802928	0.9340611366757638	0.9584945114126984	0.9215087695002003	0.9635457842399107	1000	True
single_head	development_hierarchical	0.8300000000000001	0.9538645829278695	0.9387447949192483	0.9600393175343988	0.9268228250111441	0.9639498307782978	1000	True
single_head	development_hierarchical	0.84	0.9556452244655128	0.9432110319006488	0.9610092828298863	0.9338819973121564	0.9647909382610307	1000	True
single_head	development_hierarchical	0.85	0.9603938228619014	0.9502423862164529	0.9618564223043352	0.9378957425382852	0.9649987952168853	1000	True
single_head	development_hierarchical	0.86	0.9603938228619014	0.9527372332992184	0.96266965109484	0.9430557902380617	0.9665260611698384	1000	True
single_head	development_hierarchical	0.87	0.9603938228619014	0.9547912965672136	0.9638837342626795	0.9482070199603441	0.969589967253588	1000	True
single_head	development_hierarchical	0.88	0.9603938228619014	0.957066430478098	0.9671789596404814	0.9513354726715155	0.9723406532963828	1000	True
single_head	development_hierarchical	0.89	0.9667613149786302	0.9600416789469174	0.9704451804378567	0.954800825885669	0.9762618851246759	1000	True
single_head	development_hierarchical	0.9	0.9686597813388776	0.9642246525186912	0.9746212716300418	0.9585798609077594	0.9793440756401358	1000	True
single_head	development_hierarchical	0.91	0.9732746328851369	0.9681312784453244	0.9777550485549937	0.9633400972060326	0.9811384034947656	1000	True
single_head	development_hierarchical	0.92	0.976955415663142	0.972394531111375	0.9798716421304227	0.967113794546638	0.9834968185445478	1000	True
single_head	development_hierarchical	0.93	0.9780330235746748	0.97564040699935	0.982979910449775	0.9714916428199285	0.9878144513449812	1000	True
single_head	development_hierarchical	0.9400000000000001	0.9829939746937787	0.9787028448531533	0.9874278618122827	0.9748213087332755	0.9899019942406675	1000	True
single_head	development_hierarchical	0.9500000000000001	0.9875602644749522	0.9834586439723071	0.9896312499546825	0.9791363572554611	0.9920643914725381	1000	True
single_head	development_hierarchical	0.96	0.9894042421641368	0.9873840147865041	0.9920953510731849	0.9846770826774511	0.9938298506094584	1000	True
single_head	development_hierarchical	0.97	0.9924359884264524	0.9905870875872087	0.9943859957808512	0.9884752749415715	0.9962432052309197	1000	True
single_head	development_hierarchical	0.98	0.9950667082655835	0.9934516169764392	0.9964391784711222	0.991698579969658	0.9975057373868235	1000	True
single_head	development_hierarchical	0.99	0.9970644432238	0.9961220175012715	0.9978542107380135	0.9950171815238904	0.9985272141611848	1000	True
single_head	development_hierarchical	1.0	1.0	1.0	1.0	1.0	1.0	1000	True
