path	file_count	total_bytes	summary_present	summary_status	sha256sums_present	classification
/tmp/iturkmen_track_b_40J7I_bounded_multifile_sophon_canary_20260806_v1_P3pYEp	4	6037	False		False	incomplete_attempt
