sample_class	process_or_mode	campaign	source_type	representative_locator	representative_exists	representative_size_bytes	metadata_access_method	event_payload_opened	bundle_downloaded	bundle_content_indexed	status	diagnostic
background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	eos_bundle	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9901_5200_bundle.tar.gz	True	472106981	xrdfs_stat_only	False	False	False	representative_bundle_stat_pass	none
background	wz_zbb	unified_background_5m_wavec1_pilot40k_20260721_v1	eos_bundle	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_pilot40k_20260721_v1/wz_zbb_run2_frozen_v2_wavec1_pilot_shard3203_10kevt_bundle.tar.gz	True	754415624	xrdfs_stat_only	False	False	False	representative_bundle_stat_pass	none
background	wz_zbb	unified_background_5m_wavec1_scaleout180k_20260721_v2	eos_bundle	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavec1_scaleout180k_20260721_v2/wz_zbb_run2_frozen_v2_wavec1_scaleout_shard3501_10kevt_bundle.tar.gz	True	760265475	xrdfs_stat_only	False	False	False	representative_bundle_stat_pass	none
background	wzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	eos_bundle	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_pilot10k_20260722_v1/wzz_zbb_run2_frozen_v2_pilot_validation_shard9602_3300_bundle.tar.gz	True	291219832	xrdfs_stat_only	False	False	False	representative_bundle_stat_pass	none
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	eos_bundle	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9911_3300_bundle.tar.gz	True	291764214	xrdfs_stat_only	False	False	False	representative_bundle_stat_pass	none
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	eos_bundle	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/zbbbb_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz	True	846981639	xrdfs_stat_only	False	False	False	representative_bundle_stat_pass	none
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	eos_bundle	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	True	850787671	xrdfs_stat_only	False	False	False	representative_bundle_stat_pass	none
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	eos_bundle	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_zbbbb_remaining15_20260721_v1/zbbbb_run2_frozen_v2_unified5m_wavea_shard010_10k_bundle.tar.gz	True	854468021	xrdfs_stat_only	False	False	False	representative_bundle_stat_pass	none
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	eos_bundle	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_pilot10k_20260722_v1/zzz_zbb_run2_frozen_v2_pilot_validation_shard9603_1500_bundle.tar.gz	True	130964009	xrdfs_stat_only	False	False	False	representative_bundle_stat_pass	none
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	eos_bundle	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9921_1500_bundle.tar.gz	True	131197947	xrdfs_stat_only	False	False	False	representative_bundle_stat_pass	none
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	eos_bundle	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext20k_frozen_v2_20260716/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000_bundle.tar.gz	True	185192232	xrdfs_stat_only	False	False	False	representative_bundle_stat_pass	none
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	eos_bundle	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard020_seed86020_bundle.tar.gz	True	185982525	xrdfs_stat_only	False	False	False	representative_bundle_stat_pass	none
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	eos_bundle	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/vbf_hh4b_sm_pilot10k_20260722_v1/vbf_hh4b_sm_run2_frozen_v2_pilot_shard9301_10k_bundle.tar.gz	True	880212701	xrdfs_stat_only	False	False	False	representative_bundle_stat_pass	none
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	eos_bundle	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/vbf_hh4b_sm_scaleout90k_20260722_v1/vbf_hh4b_sm_run2_frozen_v2_train_shard9401_10k_bundle.tar.gz	True	879313063	xrdfs_stat_only	False	False	False	representative_bundle_stat_pass	none
