sample_class	process_or_mode	campaign	search_root	artifact_path	bytes	artifact_types	event_payload	content_opened
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_antitop_shard4325.sub	2078		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_antitop_shard4326.sub	2078		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_antitop_shard4327.sub	2083		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_antitop_shard4328.sub	2083		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/unified_background_5m_single_top_scaleout280k_20260722_v1_manifest.csv	20685	manifest_or_submission_record	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/unified_background_5m_single_top_scaleout280k_20260722_v1_submit_plan.tsv	4550		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/unified_background_5m_single_top_scaleout280k_20260722_v1_authorization.json	5121	manifest_or_submission_record	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/unified_background_5m_single_top_scaleout280k_20260722_v1_clusters.tsv	4802	manifest_or_submission_record	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/unified_background_5m_single_top_scaleout280k_20260722_v1_submitted.json	5121		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_top_shard4301.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_top_shard4301.classads	3268		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_top_shard4302.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_top_shard4302.classads	3268		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_top_shard4303.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_top_shard4303.classads	3268		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_top_shard4304.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_top_shard4304.classads	3268		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_top_shard4305.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_top_shard4305.classads	3268		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_top_shard4306.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_top_shard4306.classads	3273		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_top_shard4307.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_top_shard4307.classads	3273		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_antitop_shard4308.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_antitop_shard4308.classads	3311		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_antitop_shard4309.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_antitop_shard4309.classads	3311		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_antitop_shard4310.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_antitop_shard4310.classads	3311		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_antitop_shard4311.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_antitop_shard4311.classads	3311		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_antitop_shard4312.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_antitop_shard4312.classads	3311		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_antitop_shard4313.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_antitop_shard4313.classads	3316		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_antitop_shard4314.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tchannel_antitop_shard4314.classads	3316		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/schannel_single_top_shard4315.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/schannel_single_top_shard4315.classads	3345		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/schannel_single_top_shard4316.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/schannel_single_top_shard4316.classads	3350		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_top_shard4317.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_top_shard4317.classads	3201		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_top_shard4318.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_top_shard4318.classads	3201		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_top_shard4319.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_top_shard4319.classads	3201		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_top_shard4320.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_top_shard4320.classads	3201		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_top_shard4321.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_top_shard4321.classads	3201		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_top_shard4322.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_top_shard4322.classads	3206		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_antitop_shard4323.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_antitop_shard4323.classads	3245		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_antitop_shard4324.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_antitop_shard4324.classads	3245		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_antitop_shard4325.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_antitop_shard4325.classads	3245		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_antitop_shard4326.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_antitop_shard4326.classads	3245		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_antitop_shard4327.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_antitop_shard4327.classads	3250		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_antitop_shard4328.stdout	166	generator_stdout_or_summary	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/unified_background_5m_single_top_scaleout280k_20260722_v1/dryrun/tw_antitop_shard4328.classads	3250		False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/unified_background_5m_single_top_scaleout280k_20260722_v1/receipts/tw_antitop_shard4326_59862480_0_receipt.json	1948	manifest_or_submission_record	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/unified_background_5m_single_top_scaleout280k_20260722_v1/receipts/tw_antitop_shard4325_59862479_0_receipt.json	1947	manifest_or_submission_record	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/unified_background_5m_single_top_scaleout280k_20260722_v1/receipts/tw_top_shard4319_59862469_0_receipt.json	1935	manifest_or_submission_record	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/unified_background_5m_single_top_scaleout280k_20260722_v1/receipts/tw_top_shard4320_59862470_0_receipt.json	1936	manifest_or_submission_record	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/unified_background_5m_single_top_scaleout280k_20260722_v1/receipts/tw_top_shard4318_59862468_0_receipt.json	1936	manifest_or_submission_record	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/unified_background_5m_single_top_scaleout280k_20260722_v1/receipts/schannel_single_top_shard4315_59862465_0_receipt.json	1974	manifest_or_submission_record	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/unified_background_5m_single_top_scaleout280k_20260722_v1/receipts/tchannel_antitop_shard4308_3610230_0_receipt.json	1963	manifest_or_submission_record	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/unified_background_5m_single_top_scaleout280k_20260722_v1/receipts/tchannel_top_shard4304_3610226_0_receipt.json	1952	manifest_or_submission_record	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/unified_background_5m_single_top_scaleout280k_20260722_v1/receipts/tchannel_antitop_shard4313_59862463_0_receipt.json	1969	manifest_or_submission_record	False	False
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/unified_background_5m_single_top_scaleout280k_20260722_v1	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/unified_background_5m_single_top_scaleout280k_20260722_v1/receipts/tw_antitop_shard4324_59862478_0_receipt.json	1948	manifest_or_submission_record	False	False
