lumi_fb,threshold,S,B,S_over_B,S_over_sqrtB_stat,S_over_sqrtB_10pct_syst,signal_test_rows,background_test_rows
138,0.22,90.0909046898969,1618697.944243596,5.565640273423318e-05,0.0708105618824785,0.0005565468364191249,180,3835
138,0.23,89.07984877113401,1597207.761109606,5.5772236361566896e-05,0.07048533450808274,0.0005577049051425252,178,3754
138,0.24,89.07984877113401,1577022.4121201045,5.6486101964383355e-05,0.0709349943304299,0.0005648431113962057,178,3677
138,0.25,88.06879285237113,1559753.0968093737,5.646329090964742e-05,0.0705170466687659,0.0005646148098934148,176,3603
138,0.26,88.01532889237113,1539845.8342638095,5.7158532973822476e-05,0.07092832352943657,0.0005715667708189228,175,3525
138,0.27,86.84388109360825,1483497.7452315674,5.8539948154792984e-05,0.07130102591674845,0.000585379752165478,170,3451
138,0.28,86.84388109360825,1448564.8118300736,5.995167105011496e-05,0.07215563589934815,0.000599496018100396,170,3387
138,0.29,86.84388109360825,1408765.8911484068,6.164536041031934e-05,0.07316776851487544,0.0006164317260611741,170,3313
138,0.3,85.83282517484535,1389402.587687124,6.1776785170472e-05,0.07281810215462294,0.0006177456214846223,168,3235
138,0.31,85.83282517484535,1358621.523172169,6.317640616677345e-05,0.07363836924924184,0.000631740812765161,168,3164
138,0.32,85.77936121484535,1334255.52694731,6.429005500250987e-05,0.07426142909062934,0.0006428764592718232,167,3080
138,0.33,84.71484133608247,1294006.392489733,6.546709647476074e-05,0.07447170395924456,0.0006546456699335104,164,2999
138,0.34,83.70378541731958,1265807.077620035,6.61268110261313e-05,0.07439801341744912,0.0006612419913943898,162,2927
138,0.35000000000000003,83.54339353731959,1218863.2151932965,6.854205828508053e-05,0.07567189801484023,0.0006853924673739667,159,2856
138,0.36,82.5858015785567,1198460.1408750932,6.890992763284901e-05,0.07543859496490618,0.0006890705287660229,158,2789
138,0.37,82.5323376185567,1160666.9475735226,7.110768320843278e-05,0.07660733201092275,0.0007110462018122892,157,2717
138,0.38,81.5212816997938,1131487.4655417046,7.204788756609436e-05,0.07663834639493892,0.0007204470400841216,155,2649
138,0.39,80.56368974103093,1112213.480025351,7.243545523220471e-05,0.07639154103418569,0.000724321990870333,154,2585
138,0.4,80.51022578103093,1075454.851898839,7.486155800857737e-05,0.07763453443919342,0.0007485807779099359,153,2507
138,0.41000000000000003,76.62639398597938,1057681.1772547187,7.244753488463152e-05,0.07450767310406868,0.0007244411029886767,148,2445
138,0.42,76.62639398597938,1034047.9425403661,7.410332812783303e-05,0.07535430191300058,0.0007409974522075675,148,2391
138,0.43,76.62639398597938,1002974.8092730764,7.639912117186243e-05,0.07651267319273133,0.0007639531283051622,148,2317
138,0.44,75.66880202721649,976013.0769853785,7.752847150463955e-05,0.07659299290246638,0.0007752450011755965,147,2241
138,0.45,74.65774610845361,925387.1903985356,8.067730662697074e-05,0.07760918679428515,0.000806729478693941,145,2174
138,0.46,70.82737827340206,895661.419129524,7.907829539228988e-05,0.07483921659775404,0.0007907388124244819,141,2117
138,0.47000000000000003,69.70939443463918,874576.1635526842,7.970648794207608e-05,0.07454053264468931,0.000797019314690884,137,2040
138,0.48,66.83661855835052,850344.8593401116,7.859942683750375e-05,0.07247978966886713,0.0007859480562446161,134,1964
138,0.49,66.78315459835052,827457.4917401032,8.070886452173968e-05,0.07341656881666882,0.0008070398804465866,133,1899
138,0.5,65.82556263958763,804018.5927802054,8.187069705934322e-05,0.07341106658826378,0.0008186560619070094,132,1827
138,0.51,65.77209867958763,770845.1872365007,8.532465372895724e-05,0.07491316002454189,0.0008531911978035716,131,1748
138,0.52,63.74998684206187,731037.1860056715,8.720484821078212e-05,0.07456076666720483,0.0008719888436214287,127,1678
138,0.53,62.79239488329899,701706.9114056987,8.948521649517422e-05,0.07495992963165374,0.000894788409235647,126,1614
138,0.54,60.71681908577321,678996.4505965051,8.942140865748692e-05,0.07368435038630407,0.0008941482456322849,121,1527
138,0.55,59.70576316701033,650272.547725495,9.181652120460486e-05,0.07404036378801038,0.0009180946216965798,119,1465
138,0.56,59.59883524701033,622724.2743082821,9.57066196162215e-05,0.07552485057618766,0.0009569893603150018,117,1399
138,0.5700000000000001,58.534315368247434,582611.3360273623,0.00010046889195011883,0.0766868815776638,0.00100460270768711,114,1326
138,0.58,58.534315368247434,548311.0482805267,0.00010675384993938721,0.0790491209257045,0.0010674411648149782,114,1250
138,0.59,57.52325944948454,528936.817023322,0.00010875261013821281,0.07909364455371277,0.0010874233129312075,112,1196
138,0.6,57.469795489484554,499536.71749808727,0.00011504618875128955,0.08131224347772757,0.001150346751913579,111,1129
138,0.61,56.45873957072167,478415.5307659315,0.00011801192883586496,0.08162600539278299,0.0011799959714677499,109,1052
138,0.62,54.43662773319589,460370.65175372304,0.00011824521725228688,0.08023011200785908,0.0011823237695103195,105,1004
138,0.63,52.46797985567012,433136.3224638296,0.00012113502639818813,0.07972270771164389,0.0012112104534315559,102,942
138,0.64,50.55279593814434,404375.0958033961,0.0001250146125782254,0.0794974100141206,0.001249991576909163,100,880
138,0.65,47.573092141855696,382745.5415734563,0.00012429430776981498,0.07689645346985503,0.0012427807375220074,95,826
138,0.66,45.55098030432991,364521.4104462152,0.00012496105578152568,0.07544599784423657,0.0012494391887990118,91,782
138,0.67,45.49751634432991,346930.07784320763,0.00013114318777771744,0.07724434820337489,0.001311242913412051,90,734
138,0.68,44.326068545567026,323371.5078680458,0.00013707474983743655,0.07794860330474604,0.0013705356012796031,85,685
138,0.6900000000000001,41.453292669278355,298046.1210167158,0.00013908348321350393,0.07593068111845198,0.0013906015653948006,82,631
138,0.7000000000000001,39.4846447917526,280045.20465991826,0.00014099382576360136,0.07461294209522941,0.0014096865909862303,79,590
138,0.71,36.504940995463926,259396.55808477633,0.00014073024432164336,0.0716753044307369,0.0014070312569510353,74,543
138,0.72,36.39801307546392,241863.56059930593,0.00015048985876696126,0.0740103495946653,0.0015045875792466452,72,502
138,0.73,35.33349319670104,225733.67961031775,0.00015652734345046327,0.07436839264704213,0.0015649268416596644,69,455
138,0.74,32.46071732041238,195099.73546140842,0.00016638011960212653,0.07349025806282783,0.0016633749622622213,66,410
138,0.75,31.39619744164948,169497.54568212343,0.0001852309855891959,0.07625974426832104,0.0018517636855526782,63,372
138,0.76,30.2782136028866,142989.11298723143,0.00021175188075745575,0.08007164714421214,0.002116778748160623,59,332
138,0.77,28.30956572536083,130601.0219683218,0.00021676373812930434,0.07833573444760983,0.0021668079875649536,56,293
138,0.78,26.340917847835048,121120.62897287369,0.00021747672606401664,0.0756870964898799,0.0021738700470312153,53,263
138,0.79,26.28745388783505,96447.6192924164,0.0002725567938399285,0.08464528427433676,0.002724156057877771,52,231
138,0.8,26.23398992783505,84414.00967052263,0.0003107776781393191,0.0902936236846371,0.003105937620852848,51,197
138,0.81,22.2966941727835,77031.55879857755,0.0002894488248781904,0.0803352471022563,0.002892611308221816,45,183
138,0.8200000000000001,21.285638254020615,69337.77522041595,0.0003069847307092892,0.08083542495333257,0.0030676360083112886,43,165
138,0.8300000000000001,19.263526416494837,57219.47304846363,0.0003366603254136761,0.08053114349114943,0.0033636652710152897,39,136
138,0.84,18.199006537731954,52515.15194092409,0.00034654772699133725,0.07941551705524239,0.0034621824723842553,36,121
138,0.85,16.12343074020618,44604.19039913618,0.00036147793729529126,0.07634307097630552,0.0036107341110837438,31,106
138,0.86,15.1658387814433,36418.07051630927,0.0004164371853432354,0.07947087023251684,0.004158666148554367,30,93
138,0.87,14.047854942680413,29942.18387552931,0.0004691660101039333,0.08118359473425765,0.00468384513848725,26,73
138,0.88,12.13267102515464,28747.57372507914,0.0004220415657050807,0.07155760948802671,0.004213094279585945,24,63
138,0.89,11.068151146391754,22737.23774438501,0.0004867852142296858,0.07340171882812317,0.004857182741842643,21,49
138,0.9,8.195375270103094,14603.130794903069,0.0005612067292421654,0.06781813732510415,0.005592950132072792,18,37
138,0.91,8.034983390103093,11573.995101455499,0.0006942273017804065,0.07468671125951158,0.0069124751468247194,15,27
138,0.92,5.0018156338144335,8001.976276038718,0.0006250725397414602,0.05591509278850326,0.006212030313665726,9,16
138,0.93,3.990759715051547,7762.711031986324,0.0005140935555384689,0.04529485457765084,0.005108139066665561,7,13
138,0.9400000000000001,3.990759715051547,5279.883856222348,0.0007558423298172427,0.05492162707682062,0.0074878467084115805,7,10
138,0.9500000000000001,2.97970379628866,2564.977667469173,0.0011616880076888512,0.058834396118371775,0.011396841624779056,5,4
138,0.96,1.9151839175257732,2407.862915121975,0.000795387439001591,0.03902964554512197,0.007793682518029943,2,2
138,0.97,0.9575919587628866,2332.898654479974,0.000410473021159311,0.019825883696603902,0.00401948622886638,1,1
138,0.98,0.0,0.0,,,,0,0
138,0.99,0.0,0.0,,,,0,0
350,0.0,249.81918500000003,5551515.170795458,4.5000180547863704e-05,0.10602786628674638,0.00044999775256954574,202,6154
350,0.01,249.81918500000003,5541934.258490444,4.507797699282845e-05,0.10611947735358083,0.00045077570299381257,202,6111
350,0.02,249.81918500000003,5505980.821232155,4.5372331127026025e-05,0.10646538772626422,0.00045371919104948867,202,5996
350,0.03,247.11931574226807,5458124.0365543775,4.5275503833780655e-05,0.10577547696555337,0.00045275089086136506,199,5837
350,0.04,241.99077122680416,5405104.333253914,4.4770786335797494e-05,0.10408706506492582,0.0004477037218870287,195,5698
350,0.05,239.5620959690722,5345538.985004987,4.481533043554236e-05,0.10361493372427105,0.0004481491125702926,194,5555
350,0.06,239.42649896907218,5285909.654501941,4.5295231023321735e-05,0.10413874679440514,0.00045294802576835555,193,5400
350,0.07,239.2909019690722,5221395.65013479,4.5828915869054075e-05,0.10472078406205082,0.00045828477018403167,192,5267
350,0.08,239.1553049690722,5144558.396157253,4.6487042531718596e-05,0.10544013862748565,0.0004648659073040494,191,5125
350,0.09,236.59103271134023,5080616.1126539195,4.6567390148230295e-05,0.10496393154718289,0.0004656693187012288,189,5001
350,0.1,236.59103271134023,4977789.288470403,4.7529338628160565e-05,0.10604251652107989,0.00047528861221225835,189,4904
350,0.11,234.0267604536083,4901619.371121642,4.774478447518778e-05,0.1057050483150352,0.00047744297451917246,187,4808
350,0.12,231.46248819587632,4787792.317299255,4.834430419205024e-05,0.10578229028712831,0.0004834379932943616,185,4708
350,0.13,231.05569719587632,4733422.289023948,4.881366653713903e-05,0.10620110994912284,0.0004881315091767673,182,4604
350,0.14,231.05569719587632,4654798.09909605,4.963817812865971e-05,0.10709427554753133,0.0004963764494357525,182,4507
350,0.15,231.05569719587632,4580534.652381734,5.044295365732789e-05,0.10795893583170026,0.0005044240304335413,182,4414
350,0.16,231.05569719587632,4536309.733868299,5.09347268487431e-05,0.10848391043614652,0.0005093416544654908,182,4327
350,0.17,230.92010019587633,4457392.557651545,5.180609452929598e-05,0.10937581332023123,0.0005180551341351824,181,4241
350,0.18,230.92010019587633,4362734.384008484,5.2930130480166144e-05,0.1105560085832551,0.0005292952387412605,181,4152
350,0.19,230.92010019587633,4315648.515715472,5.3507624486790046e-05,0.11115748291380514,0.0005350700457191026,181,4074
350,0.2,230.92010019587633,4252366.0894908495,5.4303908773650575e-05,0.11198153443777738,0.0005430327027087496,181,3995
350,0.21,230.92010019587633,4185082.1647912925,5.517695736981837e-05,0.11287811357540511,0.0005517629817166644,181,3921
350,0.22,228.49142493814435,4105393.3368497016,5.5656402734233167e-05,0.11276972451716005,0.0005565572490166731,180,3835
350,0.23,225.9271526804124,4050889.249191031,5.577223636156689e-05,0.1122517819893643,0.0005577154797933326,178,3754
350,0.24,225.9271526804124,3999694.523493021,5.648610196438334e-05,0.11296789005212311,0.0005648539584742291,178,3677
350,0.25,223.36288042268043,3955895.535386095,5.64632909096474e-05,0.11230228535396149,0.0005646257726314262,176,3603
350,0.26,223.22728342268044,3905406.101393722,5.715853297382245e-05,0.11295726643369204,0.0005715780120055954,175,3525
350,0.27,220.25622016494847,3762494.281384412,5.853994815479296e-05,0.11355081553747973,0.00058539170229607,170,3451
350,0.28,220.25622016494847,3673896.2618878693,5.995167105011494e-05,0.11491182906067889,0.000599508551527279,170,3387
350,0.29,220.25622016494847,3572956.970303932,6.164536041031932e-05,0.11652370606311357,0.0006164449776256069,170,3313
350,0.3,217.6919479072165,3523847.1426847363,6.177678517047199e-05,0.11596684310269766,0.0006177590863599317,168,3235
350,0.31,217.6919479072165,3445779.2254366623,6.317640616677343e-05,0.11727316368301144,0.0006317548946510764,168,3164
350,0.32,217.5563509072165,3383981.408924338,6.429005500250987e-05,0.11826542083791984,0.0006428910510618371,167,3080
350,0.33,214.85648164948455,3281900.270807295,6.546709647476073e-05,0.11860029516141375,0.0006546609910136396,164,2999
350,0.34,212.2922093917526,3210380.2693261765,6.612681102613131e-05,0.11848293891007397,0.0006612578115956281,162,2927
350,0.35000000000000003,211.88541839175255,3091319.7486786516,6.85420582850805e-05,0.12051167037746251,0.0006854094969067795,159,2856
350,0.36,209.4567431340206,3039572.8210600205,6.890992763284897e-05,0.12014012240537128,0.0006890879411456505,158,2789
350,0.37,209.3211461340206,2943720.51920821,7.110768320843276e-05,0.1220014005990259,0.0007110647545329573,157,2717
350,0.38,206.75687387628867,2869714.5865188166,7.204788756609436e-05,0.12205079271580335,0.0007204663228438467,155,2649
350,0.39,204.3281986185567,2820831.289919369,7.243545523220471e-05,0.12165774156917224,0.0007243417132824276,154,2585
350,0.4,204.19260161855672,2727602.8852506797,7.486155800857736e-05,0.12363727710925176,0.0007486018575054023,153,2507
350,0.41000000000000003,194.34230358762886,2682524.724921389,7.24475348846315e-05,0.11865757800799909,0.0007244618456139435,148,2445
350,0.42,194.34230358762886,2622585.361515422,7.4103328127833e-05,0.12000588107202496,0.0007410191537669638,148,2391
350,0.43,194.34230358762886,2543776.690185339,7.639912117186242e-05,0.12185065121126817,0.000763976195292652,148,2317
350,0.44,191.9136283298969,2475395.485107844,7.752847150463955e-05,0.12197856477810516,0.0007752690557056805,147,2241
350,0.45,189.34935607216497,2346996.4973875904,8.067730662697075e-05,0.12359690958698571,0.0008067558794676168,145,2174
350,0.46,179.63465504123712,2271605.048516909,7.907829539228988e-05,0.11918557930405442,0.000790765548677945,141,2117
350,0.47000000000000003,176.79918878350514,2218127.951039417,7.970648794207604e-05,0.11870990863841686,0.0007970469129655461,137,2040
350,0.48,169.51316301030928,2156671.7447031825,7.859942683750372e-05,0.11542806181350637,0.0007859760466188108,134,1964
350,0.49,169.37756601030927,2098624.073253886,8.070886452173964e-05,0.11691993426335845,0.0008070694169093549,133,1899
350,0.5,166.9488907525773,2039177.5903845797,8.187069705934318e-05,0.11691117166121309,0.0008186868968915623,132,1827
350,0.51,166.81329375257732,1955042.14154185,8.532465372895722e-05,0.11930333828868948,0.0008532247164349722,131,1748
350,0.52,161.68474923711338,1854079.8195796025,8.720484821078204e-05,0.11874213243504105,0.0008720249660434373,127,1678
350,0.53,159.25607397938143,1779691.4419709758,8.948521649517414e-05,0.11937782146703975,0.0008948270253563421,126,1614
350,0.54,153.99193246391755,1722092.4471650496,8.942140865748689e-05,0.11734639117932896,0.0008941881246950227,121,1527
350,0.55,151.4276602061855,1649241.9688690095,9.181652120460475e-05,0.11791336215325604,0.0009181373773353888,119,1465
350,0.56,151.1564662061855,1579373.1594775275,9.57066196162214e-05,0.12027748922274535,0.0009570358986753778,117,1399
350,0.5700000000000001,148.45659694845358,1477637.4464462092,0.00010046889195011876,0.12212808767067677,0.0010046549247641802,114,1326
350,0.58,148.45659694845358,1390643.9630303215,0.00010675384993938714,0.12589008409381294,0.0010675001185804893,114,1250
350,0.59,145.89232469072164,1341506.4199866864,0.00010875261013821277,0.12596099042659042,0.0010874855698837947,112,1196
350,0.6,145.7567276907216,1266940.9501763086,0.00011504618875128944,0.12949423155367598,0.0011504164870628133,111,1129
350,0.61,143.19245543298965,1213372.7229570728,0.00011801192883586486,0.12999391470523045,0.0011800706616536603,109,1052
350,0.62,138.06391091752576,1167606.7254623417,0.00011824521725228678,0.12777087751574379,0.0011824015400539647,105,1004
350,0.63,133.0709634020618,1098534.1511763795,0.00012113502639818802,0.1269628081941364,0.0012112951328980316,102,942
350,0.64,128.21361288659796,1025589.0110955699,0.00012501461257822537,0.12660400918719994,0.0012500851825243738,100,880
350,0.65,120.6563931134021,970731.4460196359,0.00012429430776981492,0.12246184246545117,0.0012428790616894165,95,826
350,0.66,115.52784859793817,924510.8235954735,0.00012496105578152562,0.12015191189892319,0.0012495429810405081,91,782
350,0.67,115.39225159793817,879895.1249646571,0.00013114318777771744,0.12301588401260229,0.0013113573620725139,90,734
350,0.68,112.42118834020623,820145.128650841,0.00013707474983743655,0.12413744909639922,0.0013706639386413273,85,685
350,0.6900000000000001,105.13516256701033,755914.0750423955,0.00013908348321350387,0.12092379674008662,0.0013907428443749258,82,631
350,0.7000000000000001,100.14221505154644,710259.5770360248,0.0001409938257636013,0.11882522468128907,0.001409839012976879,79,590
350,0.71,92.58499527835053,657889.8212295051,0.00014073024432164336,0.11414687470991253,0.0014071954996231107,74,543
350,0.72,92.31380127835052,613422.073983747,0.0001504898587669612,0.11786556289527612,0.0015047759384627954,72,502
350,0.73,89.61393202061859,572512.9555334147,0.00015652734345046322,0.11843576619981748,0.0015651367504002632,69,455
350,0.74,82.3279062474227,494818.16964849964,0.00016638011960212653,0.11703728845132584,0.0016636330990154559,66,410
350,0.75,79.62803698969076,429885.07962857385,0.00018523098558919604,0.12144784795184053,0.001852094451026495,63,372
350,0.76,76.79257073195878,362653.5474313841,0.00021175188075745578,0.1275185134821302,0.0021172269200414933,59,332
350,0.77,71.79962321649484,331234.4760066133,0.00021676373812930426,0.1247539767890507,0.002167310249479645,56,293
350,0.78,66.80667570103094,307190.001018158,0.00021747672606401664,0.12053587478705542,0.0021744133694928127,53,263
350,0.79,66.67107870103094,244613.52719091123,0.0002725567938399285,0.13480228281673326,0.0027250109919829276,52,231
350,0.8,66.53548170103093,214093.50278755746,0.00031077767813931904,0.14379757479501365,0.0031070512366040883,51,197
350,0.81,56.54958667010307,195369.89550363872,0.0002894488248781903,0.12793831095105448,0.00289374776172833,45,183
350,0.8200000000000001,53.98531441237112,175856.67628366363,0.00030698473070928914,0.128734871760289,0.0030689748526736707,43,165
350,0.8300000000000001,48.85676989690719,145121.8519345092,0.0003366603254136761,0.12825028675271594,0.0033654439303259804,39,136
350,0.84,46.15690063917524,133190.60274872056,0.0003465477269913371,0.1264735901343485,0.0034641770554092468,36,121
350,0.85,40.892759123711315,113126.56985288166,0.000361477937295291,0.12158055032920503,0.003613182761018115,31,106
350,0.86,38.46408386597936,92364.67159933514,0.000416437185343235,0.126561743121508,0.00416211937238928,30,93
350,0.87,35.62861760824741,75940.3214234439,0.0004691660101039332,0.12928935133559985,0.004688574104347603,26,73
350,0.88,30.771267092783503,72910.51307085286,0.0004220415657050809,0.11395943902357357,0.004217524387280393,24,63
350,0.89,28.071397835051553,57666.90732271559,0.0004867852142296859,0.11689628483772405,0.00486363696022122,21,49
350,0.9,20.78537206185567,37036.92592910197,0.0005612067292421656,0.10800412339774583,0.005604506286491176,18,37
350,0.91,20.378581061855673,29354.33540224219,0.0006942273017804069,0.11894270614327457,0.006930478191422521,15,27
350,0.92,12.685764288659794,20294.867366764865,0.0006250725397414601,0.08904786860152294,0.00623538230579853,9,16
350,0.93,10.121492030927836,19688.035226052263,0.0005140935555384691,0.07213455361707018,0.0051279290922237345,7,13
350,0.9400000000000001,10.121492030927836,13391.009780274071,0.0007558423298172426,0.08746571967281325,0.007530358379456049,7,10
350,0.9500000000000001,7.557219773195875,6505.378142131959,0.0011616880076888512,0.09369702013399736,0.011528609705907399,5,4
350,0.96,4.857350515463917,6106.898697773125,0.0007953874390015911,0.06215686274924035,0.00788954136392875,2,2
350,0.97,2.4286752577319586,5916.77194976805,0.000410473021159311,0.03157381304904597,0.004070476555024962,1,1
350,0.98,0.0,0.0,,,,0,0
350,0.99,0.0,0.0,,,,0,0
450,0.0,321.19609499999996,7137662.362451304,4.500018054786369e-05,0.12022429981608866,0.0004499986532065468,202,6154
450,0.01,321.19609499999996,7125344.046630571,4.507797699282844e-05,0.12032817700188238,0.00045077660674751574,202,6111
450,0.02,321.19609499999996,7079118.1987270545,4.5372331127026025e-05,0.12072040249704152,0.0004537201066444043,202,5996
450,0.03,317.72483452577313,7017588.046998484,4.527550383378065e-05,0.11993811722575506,0.00045275181251294634,199,5837
450,0.04,311.13099157731955,6949419.857040745,4.4770786335797494e-05,0.11802363808302549,0.0004477046422039732,195,5698
450,0.05,308.0084091030928,6872835.837863551,4.4815330435542376e-05,0.11748829146294035,0.00044815004406793466,194,5555
450,0.06,307.8340701030928,6796169.55578821,4.5295231023321735e-05,0.11808223965596608,0.00045294897786115127,193,5400
450,0.07,307.6597311030928,6713222.978744729,4.5828915869054075e-05,0.11874220788337835,0.0004582857453968052,192,5267
450,0.08,307.48539210309275,6614432.223630752,4.648704253171859e-05,0.11955787929107241,0.00046486691129558454,191,5125
450,0.09,304.18847062886596,6532220.716269324,4.6567390148230295e-05,0.11901791121662274,0.00046567033708533047,189,5001
450,0.1,304.18847062886596,6400014.799461944,4.752933862816058e-05,0.1202409116203867,0.00047528967310412566,189,4904
450,0.11,300.8915491546391,6302082.048584967,4.7744784475187774e-05,0.11985825864242151,0.0004774440567802271,187,4808
450,0.12,297.5946276804123,6155732.979384756,4.8344304192050235e-05,0.11994584280625062,0.00048343911519761274,185,4708
450,0.13,297.07161068041233,6085828.657316504,4.881366653713902e-05,0.1204207396647456,0.00048813265498367413,182,4604
450,0.14,297.07161068041233,5984740.413123493,4.963817812865969e-05,0.12143349425888293,0.0004963776342766473,182,4507
450,0.15,297.07161068041233,5889258.838776514,5.044295365732789e-05,0.12241392686479668,0.0005044252540045673,182,4414
450,0.16,297.07161068041233,5832398.229259241,5.093472684874309e-05,0.12300919211393493,0.0005093429020098794,182,4327
450,0.17,296.89727168041236,5730933.288409129,5.1806094529295976e-05,0.12402051492461041,0.0005180564254866775,181,4241
450,0.18,296.89727168041236,5609229.922296622,5.293013048016614e-05,0.12535873056652083,0.0005292965867366591,181,4152
450,0.19,296.89727168041236,5548690.948777034,5.350762448679005e-05,0.12604073835164561,0.0005350714232891042,181,4074
450,0.2,296.89727168041236,5467327.829345377,5.430390877365057e-05,0.12697512495161745,0.0005430341215843426,181,3995
450,0.21,296.89727168041236,5380819.926160233,5.517695736981836e-05,0.12799175013541106,0.0005517644465810286,181,3921
450,0.22,293.77468920618554,5278362.861663901,5.5656402734233167e-05,0.12786884849557237,0.0005565587552898613,180,3835
450,0.23,290.47776773195875,5208286.177531326,5.577223636156687e-05,0.1272815568718702,0.0005577170095096013,178,3754
450,0.24,290.47776773195875,5142464.387348169,5.648610196438333e-05,0.1280935470915451,0.0005648555276001452,178,3677
450,0.25,287.18084625773196,5086151.402639264,5.64632909096474e-05,0.12733882230462573,0.000564627358489163,176,3603
450,0.26,287.0065072577319,5021236.416077642,5.715853297382244e-05,0.12808150104051982,0.000571579638144113,175,3525
450,0.27,283.1865687835051,4837492.647494243,5.853994815479295e-05,0.12875452246317448,0.000585393430991904,170,3451
450,0.28,283.1865687835051,4723580.908141546,5.9951671050114926e-05,0.13029776674033766,0.0005995103646037959,170,3387
450,0.29,283.1865687835051,4593801.818962198,6.164536041031932e-05,0.1321254634656804,0.0006164468945893291,170,3313
450,0.3,279.8896473092783,4530660.6120232325,6.177678517047197e-05,0.13149404021956454,0.0006177610341820851,168,3235
450,0.31,279.8896473092783,4430287.575561422,6.317640616677343e-05,0.13297526852872277,0.0006317569317314038,168,3164
450,0.32,279.71530830927827,4350833.240045577,6.429005500250984e-05,0.1341003823866565,0.000642893161906175,167,3080
450,0.33,276.2440478350515,4219586.062466522,6.546709647476072e-05,0.13448009417826765,0.000654663207359572,164,2999
450,0.34,272.94712636082465,4127631.774847942,6.612681102613126e-05,0.13434702469719165,0.0006612601001464188,162,2927
450,0.35000000000000003,272.42410936082473,3974553.962586838,6.85420582850805e-05,0.13664738995703796,0.0006854119604034101,159,2856
450,0.36,269.3015268865979,3908022.1985057397,6.890992763284898e-05,0.13622609415663064,0.00068909046002683,158,2789
450,0.37,269.1271878865979,3784783.5246962695,7.110768320843276e-05,0.13833658525139533,0.0007110674383800785,157,2717
450,0.38,265.8302664123711,3689633.0398099073,7.204788756609435e-05,0.1383925906475611,0.0007204691123020553,155,2649
450,0.39,262.70768393814427,3626783.087039189,7.243545523220468e-05,0.13794691253905478,0.0007243445663433432,154,2585
450,0.4,262.5333449381443,3506917.995322302,7.486155800857735e-05,0.1401914948606824,0.0007486049069024918,153,2507
450,0.41000000000000003,249.86867604123705,3448960.360613214,7.24475348846315e-05,0.1345450468210339,0.0007244648462669974,148,2445
450,0.42,249.86867604123705,3371895.464805542,7.4103328127833e-05,0.1360738787921877,0.0007410222931441062,148,2391
450,0.43,249.86867604123705,3270570.0302382926,7.639912117186242e-05,0.1381656515126944,0.0007639795321996805,148,2317
450,0.44,246.74609356701026,3182651.3379957993,7.752847150463955e-05,0.1383106918643352,0.0007752725354771714,147,2241
450,0.45,243.44917209278347,3017566.925212616,8.067730662697072e-05,0.14014572239284243,0.0008067596986620467,145,2174
