category_family_id	category_id	old_inner_metrics_replay_on_committed_tables	old_archived_pooled_signal_efficiency	old_replayed_pooled_signal_efficiency	old_archived_pooled_background_efficiency	old_replayed_pooled_background_efficiency	old_pooled_metric_replay_match	reduced_committed_pooled_signal_efficiency	reduced_committed_pooled_background_efficiency	old_replayed_minus_reduced_signal_efficiency	old_replayed_minus_reduced_background_efficiency
exact3tag::asymmetric_rectangular_mass__category__plus_ht_candidate_jets	exact3tag	True	0.5849038144743506	0.5849038144743506	0.3682380473065577	0.36823804730655757	True	0.5866881131047391	0.37651866540814954	-0.0017842986303885366	-0.008280618101591974
ge4tag::asymmetric_rectangular_mass__category__plus_ht_candidate_jets	ge4tag	True	0.5784655593774727	0.5784655593774727	0.2567046066013949	0.2567046066013949	True	0.5852297480524355	0.31514676101708794	-0.006764188674962868	-0.05844215441569306
