category_family_id	category_id	structure_id	cuts_json	default_full_search_signal_efficiency	default_full_search_background_efficiency	default_full_search_feasible	reduced_search_signal_efficiency	reduced_search_background_efficiency	reduced_search_feasible	reduced_minus_default_signal_efficiency	reduced_minus_default_background_efficiency	default_refit_thresholds_json	reduced_refit_thresholds_json	default_reduced_refit_thresholds_equal	default_outer_selected_event_uid_sha256	reduced_outer_selected_event_uid_sha256	default_reduced_outer_selection_equal	old_diagnostic_signal_efficiency	old_diagnostic_background_efficiency	reduced_matches_old_signal_at_1e_minus_12	reduced_matches_old_background_at_1e_minus_12	old_pooled_row_present
exact3tag::asymmetric_rectangular_mass__category__plus_ht_candidate_jets	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	"[{""operator"":""<"",""variable"":""abs_mbb1_minus_125""},{""operator"":""<"",""variable"":""abs_mbb2_minus_125""},{""operator"":"">"",""variable"":""ht_candidate_jets""}]"	0.5866881131047391	0.37651866540814954	True	0.5866881131047391	0.37651866540814954	True	0.0	0.0	"{""abs_mbb1_minus_125"":17.81644976349921,""abs_mbb2_minus_125"":711.7937275383631,""ht_candidate_jets"":140.482795715332}"	"{""abs_mbb1_minus_125"":17.81644976349921,""abs_mbb2_minus_125"":711.7937275383631,""ht_candidate_jets"":140.482795715332}"	True	009def9f2e60dde2ce7425f3620d9d7af3f74ef27f1a34817e76bb6655378990	009def9f2e60dde2ce7425f3620d9d7af3f74ef27f1a34817e76bb6655378990	True	0.5849038144743506	0.3682380473065577	False	False	True
exact3tag::radial_mass__category__mass_only	exact3tag	radial_mass__category__mass_only	"[{""operator"":""<"",""variable"":""r_hh_125_125""}]"	0.5857464193007926	0.37280276604896456	False	0.5857464193007926	0.37280276604896456	False	0.0	0.0	"{""r_hh_125_125"":33.72263301621597}"	"{""r_hh_125_125"":33.72263301621597}"	True	d17470fa614ef00e2b8258f16f1d3de422018845db4bfd9a97fc4bb5b78bf6a8	d17470fa614ef00e2b8258f16f1d3de422018845db4bfd9a97fc4bb5b78bf6a8	True	0.5857464193007927	0.3728027660489647	True	True	True
exact3tag::symmetric_rectangular_mass__category__plus_h2_pt	exact3tag	symmetric_rectangular_mass__category__plus_h2_pt	"[{""operator"":""<"",""variable"":""max_abs_mbb_minus_125""},{""operator"":"">"",""variable"":""h2_pt""}]"	0.5817406384296724	0.37875813257043595	False	0.5859409522899955	0.37838178667088956	False	0.004200313860323157	-0.000376345899546382	"{""h2_pt"":10.74210132854312,""max_abs_mbb_minus_125"":31.743951538573302}"	"{""h2_pt"":1.8406657943106222,""max_abs_mbb_minus_125"":30.678458922312533}"	False	cabe01f01b50e7c2b5419bc4be2de3ed573236b4916daab7c5f69a31e84dbb41	680532c5dc580d9b5492fa0954329206b0dfc9b0cd500650336c2a6aef8f430f	False	0.5859409522899954	0.3783817866708897	True	True	True
ge4tag::asymmetric_rectangular_mass__category__plus_ht_candidate_jets	ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	"[{""operator"":""<"",""variable"":""abs_mbb1_minus_125""},{""operator"":""<"",""variable"":""abs_mbb2_minus_125""},{""operator"":"">"",""variable"":""ht_candidate_jets""}]"	0.5845961647399267	0.2634076034473947	False	0.5852297480524355	0.31514676101708794	False	0.0006335833125088453	0.05173915756969322	"{""abs_mbb1_minus_125"":32.875955131284734,""abs_mbb2_minus_125"":35.33353842833149,""ht_candidate_jets"":213.55421185493466}"	"{""abs_mbb1_minus_125"":17.20512669828293,""abs_mbb2_minus_125"":654.4499179649249,""ht_candidate_jets"":141.2724285125732}"	False	0b88b1e15fdeb2fc998442499a3a965916a394001d9bce7331f05f774953f946	36e8128548d1545a1e487eb23ea58f4aa62524cf3169a7c5bde62d4685ad003f	False	0.5784655593774727	0.2567046066013949	False	False	True
ge4tag::radial_mass__category__mass_only	ge4tag	radial_mass__category__mass_only	"[{""operator"":""<"",""variable"":""r_hh_125_125""}]"	0.584555953495424	0.24058390200924853	False	0.584555953495424	0.24058390200924853	False	0.0	0.0	"{""r_hh_125_125"":32.43862825939771}"	"{""r_hh_125_125"":32.43862825939771}"	True	c7a5c44edeb8b3e3d6093c2095ca2004447668b167eca91200a1442f0125411a	c7a5c44edeb8b3e3d6093c2095ca2004447668b167eca91200a1442f0125411a	True	0.584555953495424	0.24058390200924853	True	True	True
ge4tag::symmetric_rectangular_mass__category__plus_h2_pt	ge4tag	symmetric_rectangular_mass__category__plus_h2_pt	"[{""operator"":""<"",""variable"":""max_abs_mbb_minus_125""},{""operator"":"">"",""variable"":""h2_pt""}]"	0.5834140281393756	0.25962500311173115	False	0.5852521138723843	0.2569937932736717	False	0.0018380857330086986	-0.002631209838059423	"{""h2_pt"":1.4241866561746042,""max_abs_mbb_minus_125"":29.81747259018076}"	"{""h2_pt"":1.4241866561746042,""max_abs_mbb_minus_125"":29.81747259018076}"	True	4a66152648be033e28af6a24ab9a71f2d7dce7149ce1a89577691bc02f8d9f6a	4a66152648be033e28af6a24ab9a71f2d7dce7149ce1a89577691bc02f8d9f6a	True	0.5852521138723843	0.2569937932736718	True	True	True
