category_id	target	canary_tolerance	acceptance_floor	default_full_search_max_signal_efficiency	default_full_search_best_structure_id	default_full_search_passes_canary	reduced_search_max_signal_efficiency	reduced_search_best_structure_id	reduced_search_passes_canary	old_diagnostic_expected_max_signal_efficiency	reduced_minus_old_diagnostic	reduced_matches_old_diagnostic_at_1e_minus_12
exact3tag	0.585957	0.001	0.584957	0.5866881131047391	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	True	0.5866881131047391	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	True	0.58594095229	0.000747160814739134	False
ge4tag	0.585957	0.001	0.584957	0.5845961647399267	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	False	0.5852521138723843	symmetric_rectangular_mass__category__plus_h2_pt	True	0.585252113872	3.842481888227667e-13	True
