member_index	sample_class	stratum	candidate_rows	fold	weight_eligibility	candidate_bearing_members_in_stratum	hierarchical_stratum_fraction	hierarchical_member_fraction	per_row_raw_weight	per_row_training_weight	aggregate_raw_weight	aggregate_training_weight	status
220	background	qcd_multijet	0	1	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
221	background	qcd_multijet	0	2	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
222	background	qcd_multijet	0	0	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
223	background	qcd_multijet	0	4	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
224	background	qcd_multijet	0	3	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
225	background	qcd_multijet	1	2	candidate_bearing_member	48	0.0625	0.0013020833333333333	0.0013020833333333333	74.64322916666666	0.0013020833333333333	74.64322916666666	pass
226	background	qcd_multijet	2	0	candidate_bearing_member	48	0.0625	0.0013020833333333333	0.0006510416666666666	37.32161458333333	0.0013020833333333333	74.64322916666666	pass
227	background	qcd_multijet	0	1	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
228	background	qcd_multijet	0	2	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
229	background	qcd_multijet	1	1	candidate_bearing_member	48	0.0625	0.0013020833333333333	0.0013020833333333333	74.64322916666666	0.0013020833333333333	74.64322916666666	pass
230	background	qcd_multijet	2	0	candidate_bearing_member	48	0.0625	0.0013020833333333333	0.0006510416666666666	37.32161458333333	0.0013020833333333333	74.64322916666666	pass
231	background	qcd_multijet	6	1	candidate_bearing_member	48	0.0625	0.0013020833333333333	0.00021701388888888888	12.440538194444443	0.0013020833333333333	74.64322916666666	pass
232	background	qcd_multijet	1	0	candidate_bearing_member	48	0.0625	0.0013020833333333333	0.0013020833333333333	74.64322916666666	0.0013020833333333333	74.64322916666666	pass
233	background	qcd_multijet	1	2	candidate_bearing_member	48	0.0625	0.0013020833333333333	0.0013020833333333333	74.64322916666666	0.0013020833333333333	74.64322916666666	pass
234	background	qcd_multijet	8	2	candidate_bearing_member	48	0.0625	0.0013020833333333333	0.00016276041666666666	9.330403645833332	0.0013020833333333333	74.64322916666666	pass
235	background	qcd_multijet	0	0	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
236	background	qcd_multijet	0	4	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
237	background	qcd_multijet	0	3	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
238	background	qcd_multijet	0	1	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
239	background	qcd_multijet	0	2	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
240	background	qcd_multijet	0	0	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
241	background	qcd_multijet	0	4	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
242	background	qcd_multijet	0	3	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
243	background	qcd_multijet	0	1	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
244	background	qcd_multijet	0	2	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
245	background	qcd_multijet	0	0	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
246	background	qcd_multijet	0	4	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
247	background	qcd_multijet	0	3	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
248	background	qcd_multijet	0	1	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
249	background	qcd_multijet	0	2	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
250	background	qcd_multijet	0	0	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
251	background	qcd_multijet	0	4	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
252	background	qcd_multijet	0	3	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
253	background	qcd_multijet	0	1	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
254	background	qcd_multijet	0	2	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
255	background	qcd_multijet	0	0	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
256	background	qcd_multijet	0	4	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
257	background	qcd_multijet	0	3	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
258	background	qcd_multijet	0	1	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
259	background	qcd_multijet	0	2	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
260	background	qcd_multijet	0	0	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
261	background	qcd_multijet	1	1	candidate_bearing_member	48	0.0625	0.0013020833333333333	0.0013020833333333333	74.64322916666666	0.0013020833333333333	74.64322916666666	pass
262	background	qcd_multijet	0	4	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
263	background	qcd_multijet	0	3	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
264	background	qcd_multijet	0	1	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
265	background	qcd_multijet	0	2	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
266	background	qcd_multijet	0	0	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
267	background	qcd_multijet	0	4	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
268	background	qcd_multijet	1	0	candidate_bearing_member	48	0.0625	0.0013020833333333333	0.0013020833333333333	74.64322916666666	0.0013020833333333333	74.64322916666666	pass
269	background	qcd_multijet	0	3	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
270	background	qcd_multijet	1	2	candidate_bearing_member	48	0.0625	0.0013020833333333333	0.0013020833333333333	74.64322916666666	0.0013020833333333333	74.64322916666666	pass
271	background	qcd_multijet	0	1	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
272	background	qcd_multijet	2	2	candidate_bearing_member	48	0.0625	0.0013020833333333333	0.0006510416666666666	37.32161458333333	0.0013020833333333333	74.64322916666666	pass
273	background	qcd_multijet	0	2	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
274	background	qcd_multijet	8	2	candidate_bearing_member	48	0.0625	0.0013020833333333333	0.00016276041666666666	9.330403645833332	0.0013020833333333333	74.64322916666666	pass
275	background	qcd_multijet	0	0	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
276	background	qcd_multijet	5	2	candidate_bearing_member	48	0.0625	0.0013020833333333333	0.00026041666666666666	14.92864583333333	0.0013020833333333333	74.64322916666666	pass
277	background	qcd_multijet	6	1	candidate_bearing_member	48	0.0625	0.0013020833333333333	0.00021701388888888888	12.440538194444443	0.0013020833333333333	74.64322916666666	pass
278	background	qcd_multijet	0	4	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
279	background	qcd_multijet	0	3	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
280	background	qcd_multijet	0	1	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
281	background	qcd_multijet	1	1	candidate_bearing_member	48	0.0625	0.0013020833333333333	0.0013020833333333333	74.64322916666666	0.0013020833333333333	74.64322916666666	pass
282	background	qcd_multijet	0	2	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
283	background	qcd_multijet	0	0	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
284	background	qcd_multijet	0	4	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
285	background	qcd_multijet	0	3	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
286	background	qcd_multijet	0	1	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
287	background	qcd_multijet	0	2	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
288	background	qcd_multijet	0	0	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
289	background	qcd_multijet	0	4	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
290	background	qcd_multijet	0	3	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
291	background	qcd_multijet	0	1	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
292	background	qcd_multijet	0	2	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
293	background	qcd_multijet	0	0	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
294	background	qcd_multijet	0	4	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
295	background	qcd_multijet	0	3	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
296	background	qcd_multijet	0	1	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
297	background	qcd_multijet	0	2	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
298	background	qcd_multijet	0	0	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
299	background	qcd_multijet	0	4	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
300	background	qcd_multijet	0	3	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
301	background	qcd_multijet	0	1	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
302	background	qcd_multijet	0	2	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
303	background	qcd_multijet	0	0	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
304	background	qcd_multijet	0	4	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
305	background	qcd_multijet	0	3	no_candidate_rows_not_row_weightable	48	0.0625	0.0	0.0	0.0	0.0	0.0	pass
306	background	qcd_multijet	1	0	candidate_bearing_member	48	0.0625	0.0013020833333333333	0.0013020833333333333	74.64322916666666	0.0013020833333333333	74.64322916666666	pass
307	background	qcd_multijet	1	2	candidate_bearing_member	48	0.0625	0.0013020833333333333	0.0013020833333333333	74.64322916666666	0.0013020833333333333	74.64322916666666	pass
308	background	qcd_multijet	2	1	candidate_bearing_member	48	0.0625	0.0013020833333333333	0.0006510416666666666	37.32161458333333	0.0013020833333333333	74.64322916666666	pass
365	background	single_top	8	3	candidate_bearing_member	22	0.0625	0.002840909090909091	0.0003551136363636364	20.35724431818182	0.002840909090909091	162.85795454545456	pass
366	background	single_top	4	2	candidate_bearing_member	22	0.0625	0.002840909090909091	0.0007102272727272727	40.71448863636364	0.002840909090909091	162.85795454545456	pass
368	background	single_top	8	4	candidate_bearing_member	22	0.0625	0.002840909090909091	0.0003551136363636364	20.35724431818182	0.002840909090909091	162.85795454545456	pass
369	background	single_top	1	4	candidate_bearing_member	22	0.0625	0.002840909090909091	0.002840909090909091	162.85795454545456	0.002840909090909091	162.85795454545456	pass
370	background	single_top	4	4	candidate_bearing_member	22	0.0625	0.002840909090909091	0.0007102272727272727	40.71448863636364	0.002840909090909091	162.85795454545456	pass
371	background	single_top	2	3	candidate_bearing_member	22	0.0625	0.002840909090909091	0.0014204545454545455	81.42897727272728	0.002840909090909091	162.85795454545456	pass
372	background	single_top	4	2	candidate_bearing_member	22	0.0625	0.002840909090909091	0.0007102272727272727	40.71448863636364	0.002840909090909091	162.85795454545456	pass
373	background	single_top	4	1	candidate_bearing_member	22	0.0625	0.002840909090909091	0.0007102272727272727	40.71448863636364	0.002840909090909091	162.85795454545456	pass
376	background	single_top	7	1	candidate_bearing_member	22	0.0625	0.002840909090909091	0.00040584415584415587	23.26542207792208	0.002840909090909091	162.85795454545456	pass
377	background	single_top	7	0	candidate_bearing_member	22	0.0625	0.002840909090909091	0.00040584415584415587	23.26542207792208	0.002840909090909091	162.85795454545456	pass
378	background	single_top	4	0	candidate_bearing_member	22	0.0625	0.002840909090909091	0.0007102272727272727	40.71448863636364	0.002840909090909091	162.85795454545456	pass
379	background	single_top	1	2	candidate_bearing_member	22	0.0625	0.002840909090909091	0.002840909090909091	162.85795454545456	0.002840909090909091	162.85795454545456	pass
380	background	single_top	0	1	no_candidate_rows_not_row_weightable	22	0.0625	0.0	0.0	0.0	0.0	0.0	pass
381	background	single_top	0	0	no_candidate_rows_not_row_weightable	22	0.0625	0.0	0.0	0.0	0.0	0.0	pass
384	background	single_top	18	3	candidate_bearing_member	22	0.0625	0.002840909090909091	0.00015782828282828284	9.047664141414142	0.002840909090909091	162.85795454545456	pass
385	background	single_top	17	2	candidate_bearing_member	22	0.0625	0.002840909090909091	0.00016711229946524066	9.579879679144385	0.002840909090909091	162.85795454545456	pass
386	background	single_top	15	0	candidate_bearing_member	22	0.0625	0.002840909090909091	0.0001893939393939394	10.85719696969697	0.002840909090909091	162.85795454545456	pass
387	background	single_top	14	1	candidate_bearing_member	22	0.0625	0.002840909090909091	0.00020292207792207794	11.63271103896104	0.002840909090909091	162.85795454545456	pass
388	background	single_top	10	4	candidate_bearing_member	22	0.0625	0.002840909090909091	0.0002840909090909091	16.285795454545458	0.002840909090909091	162.85795454545456	pass
391	background	single_top	9	2	candidate_bearing_member	22	0.0625	0.002840909090909091	0.0003156565656565657	18.095328282828284	0.002840909090909091	162.85795454545456	pass
392	background	single_top	11	4	candidate_bearing_member	22	0.0625	0.002840909090909091	0.00025826446280991736	14.805268595041325	0.002840909090909091	162.85795454545456	pass
393	background	single_top	7	3	candidate_bearing_member	22	0.0625	0.002840909090909091	0.00040584415584415587	23.26542207792208	0.002840909090909091	162.85795454545456	pass
394	background	single_top	10	1	candidate_bearing_member	22	0.0625	0.002840909090909091	0.0002840909090909091	16.285795454545458	0.002840909090909091	162.85795454545456	pass
395	background	single_top	10	0	candidate_bearing_member	22	0.0625	0.002840909090909091	0.0002840909090909091	16.285795454545458	0.002840909090909091	162.85795454545456	pass
398	background	triboson	9	4	candidate_bearing_member	12	0.0625	0.005208333333333333	0.0005787037037037037	33.17476851851851	0.005208333333333333	298.57291666666663	pass
399	background	triboson	9	3	candidate_bearing_member	12	0.0625	0.005208333333333333	0.0005787037037037037	33.17476851851851	0.005208333333333333	298.57291666666663	pass
400	background	triboson	10	0	candidate_bearing_member	12	0.0625	0.005208333333333333	0.0005208333333333333	29.85729166666666	0.005208333333333333	298.57291666666663	pass
401	background	triboson	5	4	candidate_bearing_member	12	0.0625	0.005208333333333333	0.0010416666666666667	59.71458333333332	0.005208333333333333	298.57291666666663	pass
403	background	triboson	9	1	candidate_bearing_member	12	0.0625	0.005208333333333333	0.0005787037037037037	33.17476851851851	0.005208333333333333	298.57291666666663	pass
404	background	triboson	20	4	candidate_bearing_member	12	0.0625	0.005208333333333333	0.00026041666666666666	14.92864583333333	0.005208333333333333	298.57291666666663	pass
405	background	triboson	20	3	candidate_bearing_member	12	0.0625	0.005208333333333333	0.00026041666666666666	14.92864583333333	0.005208333333333333	298.57291666666663	pass
406	background	triboson	19	0	candidate_bearing_member	12	0.0625	0.005208333333333333	0.00027412280701754384	15.714364035087717	0.005208333333333333	298.57291666666663	pass
408	background	triboson	12	2	candidate_bearing_member	12	0.0625	0.005208333333333333	0.00043402777777777775	24.881076388888886	0.005208333333333333	298.57291666666663	pass
409	background	triboson	18	2	candidate_bearing_member	12	0.0625	0.005208333333333333	0.00028935185185185184	16.587384259259256	0.005208333333333333	298.57291666666663	pass
410	background	triboson	15	1	candidate_bearing_member	12	0.0625	0.005208333333333333	0.0003472222222222222	19.90486111111111	0.005208333333333333	298.57291666666663	pass
411	background	triboson	13	1	candidate_bearing_member	12	0.0625	0.005208333333333333	0.00040064102564102563	22.967147435897434	0.005208333333333333	298.57291666666663	pass
413	background	qcd_multijet	334	1	candidate_bearing_member	48	0.0625	0.0013020833333333333	3.898453093812375e-06	0.2234827220558882	0.0013020833333333333	74.64322916666666	pass
414	background	qcd_multijet	382	2	candidate_bearing_member	48	0.0625	0.0013020833333333333	3.408595113438045e-06	0.19540112347294936	0.0013020833333333333	74.64322916666666	pass
415	background	qcd_multijet	353	2	candidate_bearing_member	48	0.0625	0.0013020833333333333	3.6886213408876296e-06	0.21145390698772423	0.0013020833333333333	74.64322916666666	pass
416	background	qcd_multijet	350	0	candidate_bearing_member	48	0.0625	0.0013020833333333333	3.7202380952380952e-06	0.21326636904761903	0.0013020833333333333	74.64322916666666	pass
417	background	qcd_multijet	368	2	candidate_bearing_member	48	0.0625	0.0013020833333333333	3.5382699275362315e-06	0.202834861865942	0.0013020833333333333	74.64322916666666	pass
418	background	qcd_multijet	352	1	candidate_bearing_member	48	0.0625	0.0013020833333333333	3.6991003787878785e-06	0.21205462831439392	0.0013020833333333333	74.64322916666666	pass
419	background	qcd_multijet	367	0	candidate_bearing_member	48	0.0625	0.0013020833333333333	3.5479109900090825e-06	0.20338754541326065	0.0013020833333333333	74.64322916666666	pass
420	background	qcd_multijet	379	0	candidate_bearing_member	48	0.0625	0.0013020833333333333	3.4355760773966576e-06	0.1969478342128408	0.0013020833333333333	74.64322916666666	pass
421	background	qcd_multijet	395	1	candidate_bearing_member	48	0.0625	0.0013020833333333333	3.2964135021097043e-06	0.1889702004219409	0.0013020833333333333	74.64322916666666	pass
422	background	qcd_multijet	324	2	candidate_bearing_member	48	0.0625	0.0013020833333333333	4.0187757201646085e-06	0.23038033693415635	0.0013020833333333333	74.64322916666666	pass
423	background	qcd_multijet	344	0	candidate_bearing_member	48	0.0625	0.0013020833333333333	3.785125968992248e-06	0.2169861312984496	0.0013020833333333333	74.64322916666666	pass
424	background	qcd_multijet	364	1	candidate_bearing_member	48	0.0625	0.0013020833333333333	3.5771520146520146e-06	0.20506381639194138	0.0013020833333333333	74.64322916666666	pass
428	background	qcd_multijet	1481	3	candidate_bearing_member	48	0.0625	0.0013020833333333333	8.791919873959037e-07	0.050400559869457566	0.0013020833333333333	74.64322916666666	pass
429	background	qcd_multijet	1490	4	candidate_bearing_member	48	0.0625	0.0013020833333333333	8.738814317673377e-07	0.0500961269574944	0.0013020833333333333	74.64322916666666	pass
430	background	qcd_multijet	1525	1	candidate_bearing_member	48	0.0625	0.0013020833333333333	8.538251366120219e-07	0.04894637978142076	0.0013020833333333333	74.64322916666666	pass
431	background	qcd_multijet	1589	3	candidate_bearing_member	48	0.0625	0.0013020833333333333	8.194357037969373e-07	0.04697497115586322	0.0013020833333333333	74.64322916666666	pass
432	background	qcd_multijet	1562	2	candidate_bearing_member	48	0.0625	0.0013020833333333333	8.336000853606487e-07	0.047786958493384546	0.0013020833333333333	74.64322916666666	pass
433	background	qcd_multijet	1595	4	candidate_bearing_member	48	0.0625	0.0013020833333333333	8.163531870428421e-07	0.04679826280041797	0.0013020833333333333	74.64322916666666	pass
434	background	qcd_multijet	1552	2	candidate_bearing_member	48	0.0625	0.0013020833333333333	8.389712199312715e-07	0.04809486415378006	0.0013020833333333333	74.64322916666666	pass
435	background	qcd_multijet	1485	4	candidate_bearing_member	48	0.0625	0.0013020833333333333	8.768237934904601e-07	0.05026480078563411	0.0013020833333333333	74.64322916666666	pass
436	background	qcd_multijet	1581	1	candidate_bearing_member	48	0.0625	0.0013020833333333333	8.235821210204512e-07	0.04721266866961838	0.0013020833333333333	74.64322916666666	pass
437	background	qcd_multijet	1559	0	candidate_bearing_member	48	0.0625	0.0013020833333333333	8.352041907205473e-07	0.047878915437246095	0.0013020833333333333	74.64322916666666	pass
438	background	qcd_multijet	1560	0	candidate_bearing_member	48	0.0625	0.0013020833333333333	8.346688034188034e-07	0.04784822382478632	0.0013020833333333333	74.64322916666666	pass
439	background	qcd_multijet	1516	3	candidate_bearing_member	48	0.0625	0.0013020833333333333	8.588940193491644e-07	0.0492369585532102	0.0013020833333333333	74.64322916666666	pass
443	background	ttbar	36	0	candidate_bearing_member	60	0.0625	0.0010416666666666667	2.8935185185185186e-05	1.658738425925926	0.0010416666666666667	59.71458333333333	pass
444	background	ttbar	41	0	candidate_bearing_member	60	0.0625	0.0010416666666666667	2.540650406504065e-05	1.4564532520325202	0.0010416666666666667	59.71458333333333	pass
445	background	ttbar	36	2	candidate_bearing_member	60	0.0625	0.0010416666666666667	2.8935185185185186e-05	1.658738425925926	0.0010416666666666667	59.71458333333333	pass
446	background	ttbar	34	1	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.0637254901960784e-05	1.7563112745098037	0.0010416666666666667	59.71458333333333	pass
447	background	ttbar	24	3	candidate_bearing_member	60	0.0625	0.0010416666666666667	4.340277777777778e-05	2.4881076388888888	0.0010416666666666667	59.71458333333333	pass
448	background	ttbar	35	2	candidate_bearing_member	60	0.0625	0.0010416666666666667	2.9761904761904762e-05	1.7061309523809522	0.0010416666666666667	59.71458333333333	pass
449	background	ttbar	27	4	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.8580246913580246e-05	2.211651234567901	0.0010416666666666667	59.71458333333333	pass
450	background	ttbar	40	2	candidate_bearing_member	60	0.0625	0.0010416666666666667	2.6041666666666665e-05	1.4928645833333332	0.0010416666666666667	59.71458333333333	pass
451	background	ttbar	36	3	candidate_bearing_member	60	0.0625	0.0010416666666666667	2.8935185185185186e-05	1.658738425925926	0.0010416666666666667	59.71458333333333	pass
452	background	ttbar	34	3	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.0637254901960784e-05	1.7563112745098037	0.0010416666666666667	59.71458333333333	pass
453	background	ttbar	39	2	candidate_bearing_member	60	0.0625	0.0010416666666666667	2.670940170940171e-05	1.5311431623931624	0.0010416666666666667	59.71458333333333	pass
454	background	ttbar	42	3	candidate_bearing_member	60	0.0625	0.0010416666666666667	2.48015873015873e-05	1.4217757936507935	0.0010416666666666667	59.71458333333333	pass
455	background	ttbar	47	4	candidate_bearing_member	60	0.0625	0.0010416666666666667	2.2163120567375885e-05	1.27052304964539	0.0010416666666666667	59.71458333333333	pass
456	background	ttbar	33	2	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.1565656565656566e-05	1.8095328282828282	0.0010416666666666667	59.71458333333333	pass
457	background	ttbar	18	4	candidate_bearing_member	60	0.0625	0.0010416666666666667	5.787037037037037e-05	3.317476851851852	0.0010416666666666667	59.71458333333333	pass
458	background	ttbar	31	3	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.360215053763441e-05	1.92627688172043	0.0010416666666666667	59.71458333333333	pass
459	background	ttbar	33	4	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.1565656565656566e-05	1.8095328282828282	0.0010416666666666667	59.71458333333333	pass
460	background	ttbar	33	2	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.1565656565656566e-05	1.8095328282828282	0.0010416666666666667	59.71458333333333	pass
461	background	ttbar	34	0	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.0637254901960784e-05	1.7563112745098037	0.0010416666666666667	59.71458333333333	pass
462	background	ttbar	34	4	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.0637254901960784e-05	1.7563112745098037	0.0010416666666666667	59.71458333333333	pass
463	background	ttbar	24	0	candidate_bearing_member	60	0.0625	0.0010416666666666667	4.340277777777778e-05	2.4881076388888888	0.0010416666666666667	59.71458333333333	pass
464	background	ttbar	35	1	candidate_bearing_member	60	0.0625	0.0010416666666666667	2.9761904761904762e-05	1.7061309523809522	0.0010416666666666667	59.71458333333333	pass
465	background	ttbar	28	0	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.720238095238095e-05	2.1326636904761904	0.0010416666666666667	59.71458333333333	pass
466	background	ttbar	36	4	candidate_bearing_member	60	0.0625	0.0010416666666666667	2.8935185185185186e-05	1.658738425925926	0.0010416666666666667	59.71458333333333	pass
467	background	ttbar	36	0	candidate_bearing_member	60	0.0625	0.0010416666666666667	2.8935185185185186e-05	1.658738425925926	0.0010416666666666667	59.71458333333333	pass
468	background	ttbar	30	4	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.472222222222222e-05	1.990486111111111	0.0010416666666666667	59.71458333333333	pass
469	background	ttbar	38	1	candidate_bearing_member	60	0.0625	0.0010416666666666667	2.7412280701754386e-05	1.5714364035087718	0.0010416666666666667	59.71458333333333	pass
470	background	ttbar	27	0	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.8580246913580246e-05	2.211651234567901	0.0010416666666666667	59.71458333333333	pass
471	background	ttbar	32	3	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.255208333333333e-05	1.8660807291666666	0.0010416666666666667	59.71458333333333	pass
472	background	ttbar	30	3	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.472222222222222e-05	1.990486111111111	0.0010416666666666667	59.71458333333333	pass
473	background	ttbar	32	0	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.255208333333333e-05	1.8660807291666666	0.0010416666666666667	59.71458333333333	pass
474	background	ttbar	37	1	candidate_bearing_member	60	0.0625	0.0010416666666666667	2.8153153153153154e-05	1.6139076576576576	0.0010416666666666667	59.71458333333333	pass
475	background	ttbar	27	2	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.8580246913580246e-05	2.211651234567901	0.0010416666666666667	59.71458333333333	pass
476	background	ttbar	35	3	candidate_bearing_member	60	0.0625	0.0010416666666666667	2.9761904761904762e-05	1.7061309523809522	0.0010416666666666667	59.71458333333333	pass
477	background	ttbar	28	2	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.720238095238095e-05	2.1326636904761904	0.0010416666666666667	59.71458333333333	pass
478	background	ttbar	33	1	candidate_bearing_member	60	0.0625	0.0010416666666666667	3.1565656565656566e-05	1.8095328282828282	0.0010416666666666667	59.71458333333333	pass
479	background	ttbar	38	0	candidate_bearing_member	60	0.0625	0.0010416666666666667	2.7412280701754386e-05	1.5714364035087718	0.0010416666666666667	59.71458333333333	pass
480	background	ttbar	35	4	candidate_bearing_member	60	0.0625	0.0010416666666666667	2.9761904761904762e-05	1.7061309523809522	0.0010416666666666667	59.71458333333333	pass
481	background	ttbar	23	2	candidate_bearing_member	60	0.0625	0.0010416666666666667	4.528985507246377e-05	2.596286231884058	0.0010416666666666667	59.71458333333333	pass
