seed,working_point,qcd_threshold,top_threshold,sample,group,rows,xsec_pb,expected_events_450fb
10,v2_single_seed_best,0.7,0.5,VBF_HH4b_SMnorm,signal,120,1.9632674698795173e-05,8.834703614457828
10,v2_single_seed_best,0.7,0.5,Zbbbb_100k,background,105,0.02044805189040197,9201.623350680886
10,v2_single_seed_best,0.7,0.5,ggF_HH4b_SMnorm,signal,80,0.00024816697247706423,111.6751376146789
10,v2_single_seed_best,0.7,0.5,qcd_bbbb_iht100to200_20000,background,4,0.1124624487982856,50608.101959228516
10,v2_single_seed_best,0.7,0.5,qcd_bbbb_iht200to400_combined120k,background,220,0.6699255910158664,301466.51595713984
10,v2_single_seed_best,0.7,0.5,qcd_bbbb_iht400to600_20000,background,84,0.1178860053976452,53048.70242894034
10,v2_single_seed_best,0.7,0.5,qcd_bbbb_iht600plus_20000,background,51,0.01282548284491426,5771.467280211416
10,v2_single_seed_best,0.7,0.5,ttbar_200k,background,46,0.33920184429287914,152640.82993179563
10,v2_single_seed_next,0.725,0.5,VBF_HH4b_SMnorm,signal,118,1.930546345381526e-05,8.687458554216867
10,v2_single_seed_next,0.725,0.5,Zbbbb_100k,background,94,0.018305875025693193,8237.643761561936
10,v2_single_seed_next,0.725,0.5,ggF_HH4b_SMnorm,signal,76,0.00023575862385321098,106.09138073394494
10,v2_single_seed_next,0.725,0.5,qcd_bbbb_iht100to200_20000,background,3,0.0843468365987142,37956.07646942139
10,v2_single_seed_next,0.725,0.5,qcd_bbbb_iht200to400_combined120k,background,184,0.5603014033950882,252135.63152778966
10,v2_single_seed_next,0.725,0.5,qcd_bbbb_iht400to600_20000,background,77,0.1080621716145081,48627.977226528645
10,v2_single_seed_next,0.725,0.5,qcd_bbbb_iht600plus_20000,background,43,0.010813642398653199,4866.13907939394
10,v2_single_seed_next,0.725,0.5,ttbar_200k,background,43,0.31707998488247396,142685.99319711328
10,v2_loose_mid,0.775,0.5,VBF_HH4b_SMnorm,signal,100,1.6360562248995984e-05,7.362253012048193
10,v2_loose_mid,0.775,0.5,Zbbbb_100k,background,65,0.012658317836915506,5696.243026611978
10,v2_loose_mid,0.775,0.5,ggF_HH4b_SMnorm,signal,67,0.00020783983944954126,93.52792775229356
10,v2_loose_mid,0.775,0.5,qcd_bbbb_iht100to200_20000,background,2,0.0562312243991428,25304.050979614258
10,v2_loose_mid,0.775,0.5,qcd_bbbb_iht200to400_combined120k,background,128,0.38977488931832216,175398.70019324496
10,v2_loose_mid,0.775,0.5,qcd_bbbb_iht400to600_20000,background,66,0.09262471852672123,41681.12333702455
10,v2_loose_mid,0.775,0.5,qcd_bbbb_iht600plus_20000,background,33,0.008298841840826875,3734.4788283720936
10,v2_loose_mid,0.775,0.5,ttbar_200k,background,32,0.23596650037765504,106184.92516994476
10,v2_loose_best_sqrtB,0.8,0.5,VBF_HH4b_SMnorm,signal,88,1.4397294779116462e-05,6.478782650602408
10,v2_loose_best_sqrtB,0.8,0.5,Zbbbb_100k,background,53,0.010321397620869565,4644.628929391304
10,v2_loose_best_sqrtB,0.8,0.5,ggF_HH4b_SMnorm,signal,57,0.00017681896788990825,79.56853555045872
10,v2_loose_best_sqrtB,0.8,0.5,qcd_bbbb_iht100to200_20000,background,1,0.0281156121995714,12652.025489807129
10,v2_loose_best_sqrtB,0.8,0.5,qcd_bbbb_iht200to400_combined120k,background,109,0.3319176791851338,149362.95563331022
10,v2_loose_best_sqrtB,0.8,0.5,qcd_bbbb_iht400to600_20000,background,56,0.07859067026509681,35365.80161929356
10,v2_loose_best_sqrtB,0.8,0.5,qcd_bbbb_iht600plus_20000,background,26,0.006538481450348448,2942.3166526568016
10,v2_loose_best_sqrtB,0.8,0.5,ttbar_200k,background,31,0.22859254724085337,102866.64625838402
10,v2_nominal_balanced,0.825,0.525,VBF_HH4b_SMnorm,signal,81,1.3252055421686744e-05,5.963424939759035
10,v2_nominal_balanced,0.825,0.525,Zbbbb_100k,background,39,0.007594990702149302,3417.7458159671855
10,v2_nominal_balanced,0.825,0.525,ggF_HH4b_SMnorm,signal,48,0.00014890018348623853,67.00508256880734
10,v2_nominal_balanced,0.825,0.525,qcd_bbbb_iht100to200_20000,background,1,0.0281156121995714,12652.025489807129
10,v2_nominal_balanced,0.825,0.525,qcd_bbbb_iht200to400_combined120k,background,68,0.20706790995035862,93180.55947766137
10,v2_nominal_balanced,0.825,0.525,qcd_bbbb_iht400to600_20000,background,42,0.0589430026988226,26524.35121447017
10,v2_nominal_balanced,0.825,0.525,qcd_bbbb_iht600plus_20000,background,21,0.005281081171435286,2376.486527145879
10,v2_nominal_balanced,0.825,0.525,ttbar_200k,background,28,0.2064706878304482,92911.80952370168
10,v2_multiseed_median_best,0.825,0.55,VBF_HH4b_SMnorm,signal,79,1.2924844176706822e-05,5.81617987951807
10,v2_multiseed_median_best,0.825,0.55,Zbbbb_100k,background,38,0.00740024735081214,3330.111307865463
10,v2_multiseed_median_best,0.825,0.55,ggF_HH4b_SMnorm,signal,45,0.0001395939220183486,62.817264908256874
10,v2_multiseed_median_best,0.825,0.55,qcd_bbbb_iht100to200_20000,background,1,0.0281156121995714,12652.025489807129
10,v2_multiseed_median_best,0.825,0.55,qcd_bbbb_iht200to400_combined120k,background,66,0.20097767730475985,90439.95478714193
10,v2_multiseed_median_best,0.825,0.55,qcd_bbbb_iht400to600_20000,background,38,0.05332938339417282,23998.22252737777
10,v2_multiseed_median_best,0.825,0.55,qcd_bbbb_iht600plus_20000,background,20,0.005029601115652653,2263.320502043694
10,v2_multiseed_median_best,0.825,0.55,ttbar_200k,background,28,0.2064706878304482,92911.80952370168
10,v2_tighter_qcd,0.85,0.55,VBF_HH4b_SMnorm,signal,64,1.0470759839357429e-05,4.711841927710843
10,v2_tighter_qcd,0.85,0.55,Zbbbb_100k,background,28,0.005452813837440524,2453.766226848236
10,v2_tighter_qcd,0.85,0.55,ggF_HH4b_SMnorm,signal,32,9.92667889908257e-05,44.670055045871564
10,v2_tighter_qcd,0.85,0.55,qcd_bbbb_iht100to200_20000,background,1,0.0281156121995714,12652.025489807129
10,v2_tighter_qcd,0.85,0.55,qcd_bbbb_iht200to400_combined120k,background,44,0.13398511820317321,60293.30319142795
10,v2_tighter_qcd,0.85,0.55,qcd_bbbb_iht400to600_20000,background,28,0.0392953351325484,17682.900809646777
10,v2_tighter_qcd,0.85,0.55,qcd_bbbb_iht600plus_20000,background,15,0.0037722008367394883,1697.4903765327697
10,v2_tighter_qcd,0.85,0.55,ttbar_200k,background,23,0.1696009221464396,76320.41496589781
10,v2_higher_purity,0.875,0.75,VBF_HH4b_SMnorm,signal,41,6.707830522088353e-06,3.018523734939759
10,v2_higher_purity,0.875,0.75,Zbbbb_100k,background,11,0.0021421768647087776,963.9795891189499
10,v2_higher_purity,0.875,0.75,ggF_HH4b_SMnorm,signal,13,4.0327133027522946e-05,18.147209862385324
10,v2_higher_purity,0.875,0.75,qcd_bbbb_iht200to400_combined120k,background,18,0.054812093810389054,24665.442214675073
10,v2_higher_purity,0.875,0.75,qcd_bbbb_iht400to600_20000,background,8,0.011227238609299544,5052.257374184795
10,v2_higher_purity,0.875,0.75,qcd_bbbb_iht600plus_20000,background,5,0.0012574002789131628,565.8301255109233
10,v2_higher_purity,0.875,0.75,ttbar_200k,background,9,0.06636557823121549,29864.51020404697
11,v2_single_seed_best,0.7,0.5,VBF_HH4b_SMnorm,signal,100,1.690365145228216e-05,7.6066431535269725
11,v2_single_seed_best,0.7,0.5,Zbbbb_100k,background,93,0.01839789125920001,8279.051066640006
11,v2_single_seed_best,0.7,0.5,ggF_HH4b_SMnorm,signal,88,0.00026332053097345134,118.4942389380531
11,v2_single_seed_best,0.7,0.5,qcd_bbbb_iht100to200_20000,background,3,0.09581145516552972,43115.154824488374
11,v2_single_seed_best,0.7,0.5,qcd_bbbb_iht200to400_combined120k,background,183,0.5402888530834301,243129.98388754355
11,v2_single_seed_best,0.7,0.5,qcd_bbbb_iht400to600_20000,background,80,0.11679860814787528,52559.37366654388
11,v2_single_seed_best,0.7,0.5,qcd_bbbb_iht600plus_20000,background,53,0.013442894847596835,6049.302681418576
11,v2_single_seed_best,0.7,0.5,ttbar_200k,background,42,0.31462200050354006,141579.90022659302
11,v2_single_seed_next,0.725,0.5,VBF_HH4b_SMnorm,signal,91,1.5382322821576768e-05,6.922045269709546
11,v2_single_seed_next,0.725,0.5,Zbbbb_100k,background,79,0.015628316230933335,7032.74230392
11,v2_single_seed_next,0.725,0.5,ggF_HH4b_SMnorm,signal,83,0.00024835913716814156,111.7616117256637
11,v2_single_seed_next,0.725,0.5,qcd_bbbb_iht100to200_20000,background,3,0.09581145516552972,43115.154824488374
11,v2_single_seed_next,0.725,0.5,qcd_bbbb_iht200to400_combined120k,background,156,0.46057410426784207,207258.34692052894
11,v2_single_seed_next,0.725,0.5,qcd_bbbb_iht400to600_20000,background,71,0.10365876473123933,46646.4441290577
11,v2_single_seed_next,0.725,0.5,qcd_bbbb_iht600plus_20000,background,48,0.01217469722046506,5478.613749209277
11,v2_single_seed_next,0.725,0.5,ttbar_200k,background,37,0.2771670004435948,124725.15019961767
11,v2_loose_mid,0.775,0.5,VBF_HH4b_SMnorm,signal,77,1.3015811618257263e-05,5.857115228215768
11,v2_loose_mid,0.775,0.5,Zbbbb_100k,background,57,0.011276126900800001,5074.25710536
11,v2_loose_mid,0.775,0.5,ggF_HH4b_SMnorm,signal,70,0.0002094595132743363,94.25678097345134
11,v2_loose_mid,0.775,0.5,qcd_bbbb_iht100to200_20000,background,2,0.06387430344368648,28743.436549658916
11,v2_loose_mid,0.775,0.5,qcd_bbbb_iht200to400_combined120k,background,109,0.3218113933666332,144815.12701498496
11,v2_loose_mid,0.775,0.5,qcd_bbbb_iht400to600_20000,background,55,0.08029904310166427,36134.56939574892
11,v2_loose_mid,0.775,0.5,qcd_bbbb_iht600plus_20000,background,34,0.008623743864496084,3880.684739023238
11,v2_loose_mid,0.775,0.5,ttbar_200k,background,33,0.2472030003956386,111241.35017803738
