working_point,qcd_threshold,top_threshold,n_boot,S_over_sqrtB_mean,S_over_sqrtB_std_bootstrap,S_over_sqrtB_p16,S_over_sqrtB_p50,S_over_sqrtB_p84,S_over_B_mean,S_over_B_std_bootstrap,B_events_p16,B_events_p50,B_events_p84
v2_loose_mid,0.775,0.5,4000,0.18107853881146913,0.028358903588277282,0.1532787227144905,0.1788250453152324,0.20985776315381888,0.0003356459871381154,6.50146800397296e-05,258175.88853435844,294457.68007407733,337087.1211891784
v2_single_seed_next,0.725,0.5,4000,0.1807672989309818,0.024082016733040827,0.15684414276525058,0.18034250370834695,0.20447974809946917,0.0002803248372896567,4.406705931169951e-05,378170.7857385539,418526.6523456202,463218.0417796464
v2_loose_best_sqrtB,0.8,0.5,4000,0.1796657944438399,0.03060741547945801,0.14922189581172993,0.17768746008035735,0.210005474791241,0.00036906039278545455,7.935989311514183e-05,208837.9599589125,240303.99557681376,278722.5351884138
v2_single_seed_best,0.7,0.5,4000,0.17928302365072615,0.02433448239733347,0.15448486282400573,0.17954419267318195,0.20347193148018164,0.0002576102115355837,4.095615994705103e-05,442888.1181951045,486910.2206672202,537244.5798057565
v2_nominal_balanced,0.825,0.525,4000,0.17654272757676098,0.031993201142176214,0.14397625727810198,0.17475644278885377,0.209533853748463,0.00042362530137488865,0.00010122734502477787,148465.45950236896,176979.4716556652,214950.51228483583
v2_multiseed_median_best,0.825,0.55,4000,0.1758406889013224,0.03149105180350585,0.14475778804612255,0.1740397585708292,0.20686037493258763,0.0004329713591478007,0.00010095404805031708,141863.8868131616,168014.43826888327,201722.83362851513
v2_tighter_qcd,0.85,0.55,4000,0.17069925914973544,0.03407676917612628,0.1373930774837933,0.16931514979123885,0.20397653859465056,0.0004975598079340438,0.00012735702686134296,100649.69175229558,120956.77711700086,144489.1164445899
v2_higher_purity,0.875,0.75,4000,0.1351875539693327,0.04312254503865073,0.09396850292829034,0.12994555237142136,0.1767826988001635,0.0007041219608832606,0.00031619995339919875,29398.44004854412,40533.7219650294,54478.16257542164
